"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"alpha[1]",0.225592534845648,0.286874490248354,-0.317605257259935,0.0394477190071342,0.218834598591921,0.40294889843588,0.838383547746953,1.00141776084319,2200
"alpha[2]",0.0800750303956554,0.496963462421423,-1.00176009281778,0.0515529090023323,0.17500109871883,0.320556870984237,0.909915735648014,1.08606913414266,41
"alpha[3]",1.32488248896219,0.306160061263971,0.693818595155474,1.13201126557058,1.33562581935555,1.52915077079227,1.88744962748254,1.00141473683885,2200
"alpha[4]",0.951523302985595,0.203800783857612,0.544782447341894,0.817188158005772,0.953421076823389,1.08683663405333,1.34788242830177,1.00052887144745,3000
"alpha[5]",0.502540947119298,0.292834528398409,-0.13420179079091,0.323579493583707,0.494086736948954,0.683541416804527,1.09192791346579,1.00068271391973,3000
"alpha[6]",0.809038724589318,0.750182406049949,-0.421608482982449,0.218208033374338,0.764706486955296,1.29752433702087,2.55674454070358,1.00078782535845,3000
"alpha[7]",1.94921461374722,0.217470588224501,1.52166433832187,1.80377798970095,1.95004422947333,2.09502788800072,2.3615840390554,1.00051257237649,3000
"alpha[8]",1.37685917142082,0.338329061750827,0.692643494648077,1.15609877376818,1.38457647445976,1.60648254123461,2.02038394488935,1.00090509714943,3000
"alpha[9]",0.268917126885309,0.280503108804355,-0.00683032316358451,0.0569704268199714,0.163479682589225,0.410764092678276,0.990708500001278,1.00222182880448,2200
"alpha[10]",2.03888937189445,0.332646403822882,1.34807297210785,1.83804576366429,2.04927425979013,2.25390993352809,2.66852540263176,1.00203907706675,1500
"alpha[11]",1.57896210696155,0.321410763858628,0.914284592988386,1.38248756102597,1.58349896140718,1.78422347247828,2.18725398714784,1.001601405619,3000
"alpha[12]",1.14641761872301,0.528318353750793,0.302757683575342,0.72541712569241,1.11830072321231,1.5086602825987,2.21096600839657,1.0032971590522,720
"alpha[13]",-0.0579483961348948,0.303633763962626,-0.481425160581589,-0.234930350378789,-0.121338186916541,0.0331804226454595,0.763420187432273,1.00307580415738,3000
"alpha[14]",0.355553364755891,0.351524428763184,-0.188962544077554,0.0733943315599126,0.317375467663565,0.602774480919585,1.10490983689101,1.00136133795103,2300
"alpha[15]",0.902975843877561,0.233805994592668,0.418237668023383,0.752110151741106,0.907478849871418,1.05371317877115,1.36815671199429,1.0009711006587,3000
"beta[1]",8312.52907276778,5331.60293605946,1583.42314025706,4347.81049766355,6961.22881417466,11064.6335870841,21941.8537219666,1.00179296520976,1500
"beta[2]",6570.23644205544,7533.74802629218,579.442412767127,2097.35974607641,3367.36366710133,5929.32452798229,26754.9350365325,1.0674586857718,46
"beta[3]",791.905311518875,75.3110405480615,674.441957031271,753.421018423048,787.853769020956,825.941159556288,919.737283858249,1.0044201199218,3000
"beta[4]",2001.37671069033,295.183913957063,1627.42796350278,1860.42850389606,1978.23059726088,2110.32110649283,2489.26019895941,1.00837608317798,2700
