"","names.covars","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"mu.coef[1]","maxT_spawn","-0.0606237616254413","0.046771051230377","-0.15606760280735","-0.0907826617089911","-0.0605951975992277","-0.0297092548378275","0.0311252493314537","1.00092948555316","3000"
"mu.coef[2]","avgT_grow","-0.0110798112615836","0.0495951185082633","-0.10840990269683","-0.0434244104930716","-0.0100402533828626","0.0207756245462801","0.0872751163780055","1.00107116775756","3000"
"mu.coef[3]","maxP_spawn","-0.138034820983729","0.0454146680640296","-0.227653517007257","-0.16773824580738","-0.136717224219639","-0.107413668465809","-0.0506021391088201","1.00147502275745","2000"
"mu.coef[4]","RB_spawn","-0.026943389702057","0.0398737437702703","-0.103823418066871","-0.054303151221254","-0.0279020294916442","-9.88088331452747e-05","0.0513794921877802","1.00101132304808","3000"
"mu.coef[5]","RB_emerge","-0.0768016606954732","0.0390366764707678","-0.148391746521521","-0.104825357554842","-0.0780140591385306","-0.0500830907807041","0.000575723471119348","1.00412241828877","550"
"mu.coef[6]","avgP_grow","0.0988281480115067","0.0407930519641618","0.0204391433722042","0.071398720371752","0.0983785772851073","0.126108766863139","0.181264807163445","1.0020554585748","1300"
"mu.coef[7]","medianQ","-0.0937071496544463","0.042339901671635","-0.175833417496068","-0.121349083812095","-0.0936502949222778","-0.0654801198470075","-0.010709529157037","1.00142471380641","3000"
"mu.coef[8]","breakup","-0.0518719979044891","0.0413817146130878","-0.134967033922273","-0.0792065639777221","-0.051562850140431","-0.0243441980285464","0.0284401658499466","1.0015868155992","1800"
"mu.coef[9]","NPGO","-0.071239460525384","0.0413958813546564","-0.155249132731491","-0.0969882768850798","-0.07010342936616","-0.0453633579173084","0.00762226397811368","1.00092521450184","3000"
