Population,BroodYear,EscapeIndex,EscapementMethod,WeirRemovals,Spawners1,Spawners2.min,Spawners2.nom,Spawners2.max,Recruits1,Recruits2.min,Recruits2.nom,Recruits2.max,NumAgeClasses,CoreRecruits1,CoreRecruits2.min,CoreRecruits2.nom,CoreRecruits2.max,NumCoreAgeClasses,RecruitsPerSpawner,CoreRecruitsPerSpawner
Campbell,1988,NA,NA,NA,NA,NA,NA,NA,964,983,983,983,5,959,978,978,978,3,NA,NA
Campbell,1989,218,Foot survey,NA,218,218,218,218,906,912,912,912,5,902,908,908,908,3,4.18348623853211,4.165137614678899
Campbell,1990,458,Foot survey,NA,458,458,458,458,676,676,676,676,5,668,668,668,668,3,1.4759825327510918,1.4585152838427948
Campbell,1991,590,Foot survey,NA,590,590,590,590,684,684,684,684,5,677,677,677,677,3,1.159322033898305,1.147457627118644
Campbell,1992,931,Foot survey,NA,931,931,931,931,814,814,814,814,5,807,807,807,807,3,0.874328678839957,0.8668098818474759
Campbell,1993,937,Foot survey,NA,937,937,937,937,908,919,919,919,5,904,915,915,915,3,0.9807897545357525,0.9765208110992529
Campbell,1994,1076,Foot survey,NA,1076,1076,1076,1076,821,837,837,837,5,813,829,829,829,3,0.7778810408921933,0.7704460966542751
Campbell,1995,734,Foot survey,NA,734,734,734,734,726,732,732,732,5,718,725,725,725,3,0.997275204359673,0.9877384196185286
Campbell,1996,369,Foot survey,NA,369,369,369,369,680,682,682,682,5,670,672,672,672,3,1.848238482384824,1.8211382113821137
Campbell,1997,1119,Foot survey,NA,1119,1119,1119,1119,722,726,726,726,5,714,717,717,717,3,0.6487935656836461,0.6407506702412868
Campbell,1998,761,Foot survey,NA,761,761,761,761,783,861,861,861,5,773,850,850,850,3,1.1314060446780552,1.1169513797634691
Campbell,1999,1035,Foot survey,NA,1035,1035,1035,1035,913,1086,1086,1086,5,901,1075,1075,1075,3,1.0492753623188407,1.038647342995169
Campbell,2e3,591,Foot survey,NA,591,591,591,591,1021,1145,1145,1145,5,1010,1134,1134,1134,3,1.9373942470389172,1.9187817258883249
Campbell,2001,717,Foot survey,NA,717,717,717,717,942,996,996,996,5,927,978,978,978,3,1.389121338912134,1.3640167364016735
Campbell,2002,744,Foot survey,NA,744,744,744,744,691,739,739,739,5,672,718,718,718,3,0.9932795698924731,0.9650537634408602
Campbell,2003,745,Foot survey,NA,745,745,745,745,508,534,534,534,5,488,514,514,514,3,0.7167785234899329,0.6899328859060403
Campbell,2004,964,Foot survey,NA,964,964,964,964,458,470,470,470,5,445,456,456,456,3,0.487551867219917,0.4730290456431535
Campbell,2005,1097,Foot survey,NA,1097,1097,1097,1097,NA,NA,NA,NA,NA,354,372,372,372,3,NA,0.3391066545123063
Campbell,2006,1052,Foot survey,NA,1052,1052,1052,1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campbell,2007,588,Foot survey,NA,588,588,588,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campbell,2008,439,Foot survey,NA,439,439,439,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campbell,2009,554,Foot survey,NA,554,554,554,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuitna,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2804,5494,7051,10166,3,NA,NA
Chuitna,1981,1362,Aerial survey,NA,1362,2270,3027,4540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuitna,1982,3438,Aerial survey,NA,3438,5730,7640,11460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuitna,1983,4043,Aerial survey,NA,4043,6738,8984,13477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuitna,1984,2845,Aerial survey,NA,2845,4742,6322,9483,NA,NA,NA,NA,NA,1119,2599,3221,4464,3,NA,0.5094906675102816
Chuitna,1985,1600,Aerial survey,NA,1600,2667,3556,5333,594,1683,2013,2673,5,583,1659,1983,2630,3,0.5660854893138357,0.5576490438695163
Chuitna,1986,3946,Aerial survey,NA,3946,6577,8769,13153,825,1902,2360,3277,5,812,1874,2325,3228,3,0.26912988938305393,0.2651385562777968
Chuitna,1987,NA,NA,NA,NA,NA,NA,NA,1423,3004,3795,5376,5,1417,2989,3776,5350,3,NA,NA
Chuitna,1988,3024,Aerial survey,NA,3024,5040,6720,10080,1507,3190,4027,5702,5,1500,3176,4010,5676,3,0.5992559523809524,0.5967261904761905
Chuitna,1989,990,Aerial survey,NA,990,1650,2200,3300,1270,2575,3280,4691,5,1260,2553,3252,4652,3,1.490909090909091,1.4781818181818183
Chuitna,1990,480,Aerial survey,NA,480,800,1067,1600,1174,2438,3090,4394,5,1157,2404,3047,4332,3,2.8959700093720713,2.8556701030927836
Chuitna,1991,537,Aerial survey,NA,537,895,1193,1790,1559,3277,4142,5875,5,1547,3253,4112,5831,3,3.4719195305951382,3.4467728415758594
Chuitna,1992,1337,Aerial survey,NA,1337,2228,2971,4457,1875,3799,4841,6925,5,1855,3762,4792,6853,3,1.6294177044766072,1.6129249410972737
Chuitna,1993,2085,Aerial survey,NA,2085,3475,4633,6950,2458,4673,6039,8770,5,2446,4647,6006,8723,3,1.3034750701489315,1.2963522555579539
Chuitna,1994,1012,Aerial survey,NA,1012,1687,2249,3373,2540,4767,6178,9e3,5,2522,4732,6133,8935,3,2.7469986660738104,2.726989773232548
Chuitna,1995,1162,Aerial survey,NA,1162,1937,2582,3873,2006,3840,4955,7184,5,1990,3807,4912,7123,3,1.9190549961270333,1.9024012393493417
Chuitna,1996,1343,Aerial survey,NA,1343,2238,2984,4477,1450,2926,3732,5343,5,1416,2863,3649,5222,3,1.2506702412868633,1.2228552278820375
Chuitna,1997,2232,Aerial survey,NA,2232,3720,4960,7440,1637,3299,4209,6029,5,1616,3258,4156,5951,3,0.8485887096774194,0.8379032258064516
Chuitna,1998,1869,Aerial survey,NA,1869,3115,4153,6230,2170,4135,5341,7753,5,2152,4100,5296,7687,3,1.286058271129304,1.2752227305562245
Chuitna,1999,3721,Aerial survey,NA,3721,6202,8269,12403,2316,4235,5522,8095,5,2295,4193,5468,8018,3,0.6677953803361955,0.6612649655339219
Chuitna,2e3,1456,Aerial survey,NA,1456,2427,3236,4853,1888,3486,4535,6633,5,1856,3422,4453,6515,3,1.4014215080346106,1.3760815822002472
Chuitna,2001,1501,Aerial survey,NA,1501,2502,3336,5003,1553,3113,3976,5701,5,1510,3037,3876,5553,3,1.1918465227817745,1.1618705035971224
Chuitna,2002,1394,Aerial survey,NA,1394,2323,3098,4647,1253,2707,3403,4795,5,1229,2662,3345,4711,3,1.0984506132989025,1.0797288573273078
Chuitna,2003,2339,Aerial survey,NA,2339,3898,5198,7797,866,1728,2209,3171,5,829,1659,2119,3040,3,0.4249711427472105,0.4076567910734898
Chuitna,2004,2938,Aerial survey,NA,2938,4897,6529,9793,824,1458,1916,2831,5,797,1395,1838,2723,3,0.2934599479246439,0.281513248583244
Chuitna,2005,1307,Aerial survey,NA,1307,2178,2904,4357,808,1374,1823,2721,5,793,1348,1788,2669,3,0.6277548209366391,0.6157024793388429
Chuitna,2006,1911,Aerial survey,NA,1911,3185,4247,6370,683,1140,1520,2278,5,650,1084,1445,2168,3,0.3578996939015776,0.34024016953143393
Chuitna,2007,1180,Aerial survey,NA,1180,1967,2622,3933,760,1266,1689,2532,5,734,1223,1631,2446,3,0.6441647597254004,0.6220442410373761
Chuitna,2008,586,Aerial survey,NA,586,977,1302,1953,1179,1965,2620,3930,5,1150,1916,2555,3832,3,2.0122887864823347,1.9623655913978495
Chuitna,2009,1040,Aerial survey,NA,1040,1733,2311,3467,NA,NA,NA,NA,NA,1485,2474,3299,4948,3,NA,1.4275205538727824
Chulitna,1982,863,Aerial survey,NA,863,1438,1918,2877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,1983,4058,Aerial survey,NA,4058,6763,9018,13527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,1984,4191,Aerial survey,NA,4191,6985,9313,13970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,1985,783,Aerial survey,NA,783,1305,1740,2610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3257,5429,7238,10857,3,NA,NA
Chulitna,1987,5252,Aerial survey,NA,5252,8753,11671,17507,2676,4460,5947,8920,5,2662,4436,5915,8872,3,0.5095535943792305,0.5068117556336218
Chulitna,1988,NA,NA,NA,NA,NA,NA,NA,2041,3402,4535,6803,5,2014,3356,4475,6712,3,NA,NA
Chulitna,1989,NA,NA,NA,NA,NA,NA,NA,2401,4001,5335,8002,5,2374,3957,5276,7914,3,NA,NA
Chulitna,1990,2681,Aerial survey,NA,2681,4468,5958,8937,3274,5457,7276,10914,5,3242,5404,7205,10808,3,1.2212151728768044,1.2092984222893588
Chulitna,1991,4410,Aerial survey,NA,4410,7350,9800,14700,4374,7289,9719,14579,5,4356,7260,9680,14520,3,0.991734693877551,0.9877551020408163
Chulitna,1992,2527,Aerial survey,NA,2527,4212,5616,8423,4240,7067,9423,14135,5,4204,7006,9341,14012,3,1.6778846153846154,1.6632834757834758
Chulitna,1993,2070,Aerial survey,NA,2070,3450,4600,6900,4107,6846,9127,13691,5,4071,6785,9047,13570,3,1.9841304347826088,1.9667391304347825
Chulitna,1994,1806,Aerial survey,NA,1806,3010,4013,6020,4289,7149,9532,14298,5,4250,7084,9445,14167,3,2.3752803388985795,2.3536007974084225
Chulitna,1995,3460,Aerial survey,NA,3460,5767,7689,11533,3942,6570,8760,13140,5,3893,6489,8651,12977,3,1.1392898946547014,1.1251137989335414
Chulitna,1996,4172,Aerial survey,NA,4172,6953,9271,13907,NA,NA,NA,NA,NA,4499,7499,9998,14997,3,NA,1.0784165677920396
Chulitna,1997,5618,Aerial survey,NA,5618,9363,12484,18727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,1998,2586,Aerial survey,NA,2586,4310,5747,8620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,1999,5455,Aerial survey,NA,5455,9092,12122,18183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chulitna,2e3,4218,Aerial survey,NA,4218,7030,9373,14060,NA,NA,NA,NA,NA,2551,4252,5669,8503,3,NA,0.6048223621039155
Chulitna,2001,2353,Aerial survey,NA,2353,3922,5229,7843,3274,5456,7275,10913,5,3236,5394,7192,10788,3,1.3912794033275961,1.3754063874545803
Chulitna,2002,9002,Aerial survey,NA,9002,15003,20004,30007,3794,6323,8430,12645,5,3742,6237,8316,12474,3,0.42141571685662865,0.41571685662867425
Chulitna,2003,NA,NA,NA,NA,NA,NA,NA,3184,5306,7075,10612,5,3128,5213,6952,10427,3,NA,NA
Chulitna,2004,2162,Aerial survey,NA,2162,3603,4804,7207,2050,3416,4556,6833,5,1936,3227,4303,6455,3,0.948376353039134,0.8957119067443797
Chulitna,2005,2838,Aerial survey,NA,2838,4730,6307,9460,1536,2559,3412,5119,5,1473,2455,3274,4912,3,0.540986205803076,0.519105755509751
Chulitna,2006,2862,Aerial survey,NA,2862,4770,6360,9540,1372,2286,3049,4573,5,1312,2186,2915,4372,3,0.4794025157232704,0.4583333333333333
Chulitna,2007,5166,Aerial survey,NA,5166,8610,11480,17220,1153,1921,2561,3842,5,1118,1863,2484,3726,3,0.22308362369337978,0.21637630662020907
Chulitna,2008,2514,Aerial survey,NA,2514,4190,5587,8380,1023,1705,2273,3410,5,950,1583,2111,3167,3,0.40683730087703596,0.3778414175765169
Chulitna,2009,2093,Aerial survey,NA,2093,3488,4651,6977,NA,NA,NA,NA,NA,1334,2223,2964,4446,3,NA,0.6372823048806708
Crooked,2004,2196,Weir,445,2196,2196,2196,2196,738,738,738,738,5,738,738,738,738,3,0.3360655737704918,0.3360655737704918
Crooked,2005,1909,Weir,199,1909,1909,1909,1909,911,911,911,911,5,911,911,911,911,3,0.47721320062860134,0.47721320062860134
Crooked,2006,1516,Weir,73,1516,1516,1516,1516,789,789,789,789,5,789,789,789,789,3,0.5204485488126649,0.5204485488126649
Crooked,2007,965,Weir,73,965,965,965,965,651,651,651,651,5,651,651,651,651,3,0.6746113989637306,0.6746113989637306
Crooked,2008,879,Weir,139,879,879,879,879,958,958,958,958,5,958,958,958,958,3,1.0898748577929465,1.0898748577929465
Crooked,2009,617,Weir,57,617,617,617,617,NA,NA,NA,NA,NA,1689,1689,1689,1689,3,NA,2.7374392220421395
Deep,1980,NA,NA,NA,NA,NA,NA,NA,732,1779,2185,2998,5,731,1777,2184,2996,3,NA,NA
Deep,1981,427,Aerial survey,NA,427,712,949,1423,915,2266,2774,3791,5,915,2264,2773,3789,3,2.923076923076923,2.922023182297155
Deep,1982,977,Aerial survey,NA,977,1628,2171,3257,747,1929,2345,3175,5,747,1928,2343,3172,3,1.080147397512667,1.0792261630584983
Deep,1983,550,Aerial survey,NA,550,917,1222,1833,520,1636,1925,2503,5,519,1633,1921,2497,3,1.5752864157119477,1.572013093289689
Deep,1984,380,Aerial survey,NA,380,633,844,1267,459,1779,2034,2544,5,458,1775,2030,2538,3,2.409952606635071,2.40521327014218
Deep,1985,644,Aerial survey,NA,644,1073,1431,2147,352,2029,2225,2616,5,351,2027,2222,2612,3,1.5548567435359888,1.5527603074772887
Deep,1986,976,Aerial survey,NA,976,1627,2169,3253,226,1950,2076,2328,5,225,1947,2072,2322,3,0.9571230982019364,0.9552789303826649
Deep,1987,968,Aerial survey,NA,968,1613,2151,3227,218,2096,2218,2460,5,217,2092,2212,2454,3,1.0311483031148303,1.0283589028358904
Deep,1988,409,Aerial survey,NA,409,682,909,1363,372,2899,3106,3519,5,372,2892,3099,3512,3,3.416941694169417,3.4092409240924093
Deep,1989,561,Aerial survey,NA,561,935,1247,1870,340,2573,2762,3139,5,340,2568,2757,3134,3,2.214915797914996,2.210906174819567
Deep,1990,347,Aerial survey,NA,347,578,771,1157,240,1632,1765,2031,5,238,1619,1751,2015,3,2.2892347600518805,2.271076523994812
Deep,1991,294,Aerial survey,NA,294,490,653,980,183,1308,1409,1612,5,181,1294,1394,1595,3,2.1577335375191424,2.134762633996937
Deep,1992,63,Aerial survey,NA,63,105,140,210,264,1439,1586,1879,5,263,1431,1576,1868,3,11.32857142857143,11.257142857142858
Deep,1993,486,Aerial survey,NA,486,810,1080,1620,651,1771,2132,2856,5,650,1763,2124,2846,3,1.974074074074074,1.9666666666666666
Deep,1994,364,Aerial survey,NA,364,607,809,1213,913,2257,2765,3780,5,912,2246,2753,3766,3,3.417799752781211,3.4029666254635353
Deep,1995,229,Aerial survey,NA,229,382,509,763,687,1952,2334,3098,5,681,1937,2315,3071,3,4.585461689587427,4.548133595284872
Deep,1996,193,Aerial survey,NA,193,322,429,643,571,1578,1895,2530,5,557,1547,1857,2476,3,4.417249417249417,4.328671328671328
Deep,1997,136,Aerial survey,NA,136,227,302,453,692,1718,2102,2870,5,684,1693,2074,2834,3,6.960264900662252,6.867549668874172
Deep,1998,676,Aerial survey,NA,676,1127,1502,2253,903,2214,2715,3719,5,894,2190,2687,3681,3,1.807589880159787,1.788948069241012
Deep,1999,1190,Aerial survey,NA,1190,1983,2644,3967,1021,2460,3027,4161,5,1008,2430,2989,4109,3,1.144856278366112,1.130484114977307
Deep,2e3,556,Aerial survey,NA,556,927,1236,1853,967,2249,2786,3860,5,945,2198,2723,3772,3,2.2540453074433655,2.203074433656958
Deep,2001,551,Aerial survey,NA,551,918,1224,1837,679,1648,2026,2781,5,652,1584,1947,2672,3,1.6552287581699345,1.5906862745098038
Deep,2002,696,Aerial survey,NA,696,1160,1547,2320,497,1394,1670,2221,5,465,1324,1583,2099,3,1.07950872656755,1.0232708468002585
Deep,2003,1008,Aerial survey,NA,1008,1680,2240,3360,349,1109,1303,1691,5,332,1067,1251,1619,3,0.5816964285714286,0.5584821428571428
Deep,2004,1075,Aerial survey,NA,1075,1792,2389,3583,371,893,1099,1511,5,349,834,1028,1416,3,0.4600251151109251,0.43030556718292173
Deep,2005,1076,Aerial survey,NA,1076,1793,2391,3587,428,937,1175,1651,5,419,896,1129,1594,3,0.49142618151401085,0.4721873693015475
Deep,2006,507,Aerial survey,NA,507,845,1127,1690,534,1104,1401,1994,5,509,1056,1339,1904,3,1.243123336291038,1.1881100266193434
Deep,2007,553,Aerial survey,NA,553,922,1229,1843,518,977,1265,1840,5,495,924,1199,1749,3,1.029292107404394,0.9755899104963385
Deep,2008,205,Aerial survey,NA,205,342,456,683,473,891,1154,1679,5,425,795,1030,1502,3,2.530701754385965,2.258771929824561
Deep,2009,483,Aerial survey,NA,483,805,1073,1610,NA,NA,NA,NA,NA,480,914,1181,1714,3,NA,1.1006523765144456
Deshka,1980,NA,NA,NA,NA,NA,NA,NA,43115,48328,48328,48328,5,42849,48062,48062,48062,3,NA,NA
Deshka,1981,NA,NA,NA,NA,NA,NA,NA,40309,45364,45364,45364,5,39996,44941,44941,44941,3,NA,NA
Deshka,1982,37222,Aerial survey expansion,NA,37222,37222,37222,37222,NA,NA,NA,NA,NA,39975,48541,48541,48541,3,NA,1.3040943528021063
Deshka,1983,43871,Aerial survey expansion,NA,43871,43871,43871,43871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshka,1984,39054,Aerial survey expansion,NA,39054,39054,39054,39054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshka,1985,41640,Aerial survey expansion,NA,41640,41640,41640,41640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshka,1986,47657,Aerial survey expansion,NA,47657,47657,47657,47657,NA,NA,NA,NA,NA,24076,31693,31693,31693,3,NA,0.66502297668758
Deshka,1987,35226,Aerial survey expansion,NA,35226,35226,35226,35226,18518,24004,24004,24004,5,18386,23855,23855,23855,3,0.6814284903196502,0.6771986600806222
Deshka,1988,43795,Aerial survey expansion,NA,43795,43795,43795,43795,14473,18849,18849,18849,5,14345,18703,18703,18703,3,0.4303915972142939,0.4270578833200137
Deshka,1989,NA,NA,NA,NA,NA,NA,NA,10610,12889,12889,12889,5,10556,12030,12030,12030,3,NA,NA
Deshka,1990,41671,Aerial survey expansion,NA,41671,41671,41671,41671,7718,7821,7821,7821,5,7669,7772,7772,7772,3,0.18768448081399536,0.18650860310527706
Deshka,1991,21020,Aerial survey expansion,NA,21020,21020,21020,21020,14991,15062,15062,15062,5,14957,14976,14976,14976,3,0.7165556612749762,0.712464319695528
Deshka,1992,20248,Aerial survey expansion,NA,20248,20248,20248,20248,40577,42239,42239,42239,5,40449,42093,42093,42093,3,2.0860825760568944,2.078871987356776
Deshka,1993,16207,Aerial survey expansion,NA,16207,16207,16207,16207,28945,31471,31471,31471,5,28902,31394,31394,31394,3,1.9418152650089469,1.9370642315049054
Deshka,1994,9832,Aerial survey expansion,NA,9832,9832,9832,9832,26850,31059,31059,31059,5,26779,30965,30965,30965,3,3.1589707078925957,3.1494100895036614
Deshka,1995,10048,Weir,NA,10048,10048,10048,10048,43331,48933,48933,48933,5,43331,48913,48913,48913,3,4.869924363057325,4.867933917197452
Deshka,1996,14349,Weir,NA,14349,14349,14349,14349,21006,26178,26178,26178,5,21006,26128,26128,26128,3,1.8243780054359189,1.8208934420517109
Deshka,1997,35587,Weir,NA,35587,35587,35587,35587,28570,33704,33704,33704,5,28570,33615,33615,33615,3,0.9470874195633237,0.9445865063084834
Deshka,1998,36310,Aerial survey expansion,NA,36310,36310,36310,36310,35317,41996,41996,41996,5,34898,41506,41506,41506,3,1.156595979069127,1.1431010740842744
Deshka,1999,29088,Weir,NA,29088,29088,29088,29088,56606,64479,64479,64479,5,56149,63950,63950,63950,3,2.216687293729373,2.198501100110011
Deshka,2e3,33965,Weir,NA,33965,33965,33965,33965,38374,46026,46026,46026,5,37980,45538,45538,45538,3,1.3551008390990726,1.3407331076107758
Deshka,2001,27966,Weir,NA,27966,27966,27966,27966,31020,38044,38044,38044,5,30511,37411,37411,37411,3,1.3603661589072444,1.3377315311449618
Deshka,2002,28535,Weir,NA,28535,28535,28535,28535,23163,28405,28405,28405,5,22726,27858,27858,27858,3,0.9954441913439636,0.976274750306641
Deshka,2003,39257,Weir,NA,39257,39257,39257,39257,5566,8238,8238,8238,5,5566,8097,8097,8097,3,0.20984792521079043,0.2062562090837303
Deshka,2004,56659,Weir,NA,56659,56659,56659,56659,5517,7187,7187,7187,5,5517,7068,7068,7068,3,0.12684657335992516,0.12474628920383346
Deshka,2005,36433,Weir,NA,36433,36433,36433,36433,21752,24328,24328,24328,5,21752,24279,24279,24279,3,0.6677462739823786,0.6664013394450087
Deshka,2006,29922,Weir,NA,29922,29922,29922,29922,17805,20592,20592,20592,5,17805,20571,20571,20571,3,0.688189292159615,0.6874874674152798
