Year,Region,Value,Type,Area.Fished,Responses.Used,Anglers,Trips,Days.Fished,KSP,KSA,KI,KS,SS,LL,HA,SH,DV,RT,LT,DV.AC,GR,LS,RS,KO,PS,CS,SK,RF,WF,NP,BB,SM,LC,RCL,PC,BC,RC,OTHER,Population
1993,Anchorage,Estimates,Freshwater,Clunie Lake,,2062,3962,4980,,,,0,0,783,,,,3480,,409,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Delong Lake,,1820,3708,3759,,,,0,0,1800,,,,1608,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Eagle River,,2089,3182,3396,,,,47,96,0,,,,79,,492,0,,9,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Fish Lake,,1209,1917,2569,,,,0,0,414,,,,864,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Freshwater Total,,34676,128252,138079,,,,2970,16164,17489,,,,29112,,1783,233,,1236,0,2464,375,,,0,,,24386,0,,,,,392,
1993,Anchorage,Estimates,Saltwater/Freshwater,Grand Total,,35307,133643,143492,,,,3041,16387,17489,,,,29112,,1793,233,,3085,0,2767,383,,,0,,,29865,0,,,,,392,
1993,Anchorage,Estimates,Freshwater,Green Lake,,1342,2080,2328,,,,0,0,0,,,,1044,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Gwen Lake,,1385,3015,3407,,,,0,0,0,,,,1344,,29,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Hillberg Lake,,877,1772,1880,,,,0,0,570,,,,425,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Ingram Creek,,424,543,643,,,,0,76,0,,,,0,,0,0,,19,0,192,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Jewel Lake,,3209,5473,7412,,,,0,0,3611,,,,2856,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Lower Fire Lake,,1502,3048,3446,,,,0,0,0,,,,1441,,0,0,,0,0,0,0,,,0,,,0,0,,,,,20,
1993,Anchorage,Estimates,Freshwater,Mirror Lake,,2034,3123,4007,,,,0,0,1554,,,,2443,,156,0,,0,0,0,0,,,0,,,0,0,,,,,98,
1993,Anchorage,Estimates,Freshwater,Other lakes,,1346,3276,3528,,,,0,29,280,,,,1333,,29,0,,48,0,0,9,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Other streams,,1157,1559,2135,,,,0,611,0,,,,79,,65,0,,262,0,240,46,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Otter Lake,,3749,6955,7619,,,,0,0,3019,,,,4900,,0,0,,0,0,0,0,,,0,,,0,0,,,,,128,
1993,Anchorage,Estimates,Freshwater,Placer River,,350,654,688,,,,0,650,0,,,,0,,0,0,,48,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Saltwater,Saltwater Total,,1597,5391,5413,,,,71,223,0,,,,0,,10,0,,1849,0,303,8,,,0,,,5479,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Sand Lake,,1421,2460,2676,,,,0,0,1234,,,,1393,,0,0,,0,0,0,0,,,0,,,0,0,,,,,137,
1993,Anchorage,Estimates,Freshwater,Ship Creek,,13858,41278,40815,,,,2872,2579,0,,,,47,,58,0,,0,0,163,28,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Saltwater,Shoreline - Other,,716,2042,1912,,,,28,53,0,,,,0,,0,0,,96,0,36,8,,,0,,,5479,0,,,,,0,
1993,Anchorage,Estimates,Saltwater,Shoreline - Sixmile Creek Mouth,,1238,3016,3049,,,,0,153,0,,,,0,,10,0,,1734,0,248,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Sixmile Lake,,2354,4880,5295,,,,0,0,794,,,,1324,,0,0,,597,0,105,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Triangle Lake,,682,1188,2058,,,,0,0,0,,,,554,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1993,Anchorage,Estimates,Freshwater,Twentymile River,,2293,3198,3480,,,,0,1986,0,,,,0,,78,0,,125,0,0,9,,,0,,,24385,0,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Anchor River,,10039,19765,29338,,,,2787,4003,0,,0,,0,0,1031,0,,45,0,98,0,,,0,0,0,0,,,,,,0,Anchor
1993,Kenai Peninsula,Estimates,Freshwater,Carter Lake,,174,237,218,,,,0,0,0,,0,,129,0,0,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Crescent Lake,,1438,1035,1713,,,,0,0,0,,0,,0,0,0,619,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Crooked Creek,,1509,2181,3321,,,,46,867,0,,172,,19,0,410,0,,0,0,0,0,,,0,0,0,0,,,,,,0,Crooked
1993,Kenai Peninsula,Estimates,Freshwater,Deep Creek,,8257,12938,19535,,,,2503,1722,0,,0,,0,0,145,0,,145,0,81,0,,,0,0,0,0,,,,,,0,Deep
1993,Kenai Peninsula,Estimates,Freshwater,Engineer Lake,,328,323,436,,,,0,0,1400,,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Freshwater Total,,119107,185512,249584,,,,19415,19262,4882,,2237,,12078,3470,14546,1268,,60071,396,1939,148,,,34,216,43,280,,,,,,10,
1993,Kenai Peninsula,Estimates,Freshwater,Hidden Lake,,330,3008,5030,,,,0,17,0,,0,,146,1449,127,0,,133,365,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Johnson Lake,,938,1198,1505,,,,0,0,0,,0,,648,0,0,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Kasilof River - guided bank fishing,,1867,2913,3426,,,,512,77,0,,159,,0,0,37,0,,189,0,0,0,,,0,0,0,0,,,,,,0,Crooked/Kasilof
1993,Kenai Peninsula,Estimates,Freshwater,Kasilof River - guided boat fishing,,5380,4804,6709,,,,2924,406,0,,159,,18,0,151,0,,104,0,0,0,,,0,0,0,0,,,,,,0,Crooked/Kasilof
1993,Kenai Peninsula,Estimates,Freshwater,Kasilof River - nonguided bank fishing,,17891,30128,39519,,,,5230,2415,0,,1500,,102,20,1251,0,,1706,0,0,0,,,0,0,0,0,,,,,,0,Crooked/Kasilof
1993,Kenai Peninsula,Estimates,Freshwater,Kasilof River - nonguided boat fishing,,2831,4780,7473,,,,1068,800,0,,247,,30,51,47,0,,309,0,0,0,,,0,0,0,0,,,,,,0,Crooked/Kasilof
1993,Kenai Peninsula,Estimates,Freshwater,Kenai Lake,,1014,2217,2586,,,,0,0,0,,0,,615,816,764,0,,0,0,0,0,,,17,0,0,0,,,,,,0,Kenai
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Cook Inlet to Soldotna Bridge (guided),,,,,,,,13562,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Cook Inlet to Soldotna Bridge (non-guided),,,,,,,,11759,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Moose River to Skilak Outlet (guided),,,,,,,,388,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Moose River to Skilak Outlet (non-guided),,,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Skilak Inlet to Kenai Lake (guided),,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Skilak Inlet to Kenai Lake (non-guided),,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Soldotna Bridge to Moose River (guided),,,,,,,,2513,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Kenai River - Soldotna Bridge to Moose River (non-guided),,,,,,,,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Kenai Peninsula,Estimates,Freshwater,Ninilchik River,,11511,14571,20466,,,,4235,845,0,,0,,0,0,29,0,,406,0,0,0,,,0,0,0,0,,,,,,0,Ninilchik
1993,Kenai Peninsula,Estimates,Freshwater,Other Lake,,6549,9877,12018,,,,20,57,2947,,0,,4849,752,1455,520,,65,31,0,0,,,17,216,43,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Other Streams,,1491,2463,3114,,,,52,1101,0,,0,,146,37,973,84,,430,0,260,0,,,0,0,0,280,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Ptarmigan Creek,,848,1716,1742,,,,0,0,0,,0,,415,0,1057,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Quartz Creek,,4167,6390,9152,,,,0,0,0,,0,,174,0,4317,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Rainbow Lake,,324,531,593,,,,0,0,0,,0,,647,0,0,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Resurrection Creek drainage,,1634,1854,2264,,,,10,171,0,,0,,49,0,195,0,,0,0,1011,74,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Russian River,,30627,49071,61018,,,,0,2290,0,,0,,284,0,1001,8,,55085,0,274,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Sixmile Creek drainage,,835,1382,1693,,,,0,344,0,,0,,0,0,10,0,,409,0,215,74,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Skilak Lake,,2071,2445,3289,,,,10,10,0,,0,,68,233,145,37,,825,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Stariski Creek,,498,728,813,,,,18,392,0,,0,,0,0,67,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Swan Lake Canoe System,,1198,939,2332,,,,0,0,67,,0,,1608,0,331,0,,19,0,0,0,,,0,0,0,0,,,,,,10,
1993,Kenai Peninsula,Estimates,Freshwater,Swanson River,,2857,4802,5690,,,,0,3477,468,,0,,424,0,88,0,,201,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Swanson River Canoe Route Lakes,,1286,1709,2818,,,,0,10,0,,0,,1588,0,419,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Trail Creek/ River,,357,663,718,,,,0,0,0,,0,,40,20,282,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Kenai Peninsula,Estimates,Freshwater,Tustumena Lake,,858,844,1055,,,,0,258,0,,0,,79,92,214,0,,0,0,0,0,,,0,0,0,0,,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Big Lake,,4438,7318,8446,,,,0,0,2566,,,,2073,0,1812,0,,0,0,0,0,,,17,0,278,0,0,,,,,0,
1993,Knik Arm,Estimates,Saltwater,Boat - Fish Creek Area,,661,889,1202,,,,104,181,0,,,,0,0,0,0,,588,0,0,0,,,0,0,0,0,0,,,,,157,
1993,Knik Arm,Estimates,Saltwater,Boat - Other,,245,623,829,,,,48,984,0,,,,0,0,0,0,,96,0,0,9,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Bonnie Lake,,365,582,768,,,,0,0,0,,,,399,0,0,56,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Cottonwood Creek drainage,,1010,2628,3077,,,,0,736,0,,,,475,0,0,0,,453,0,58,37,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Eklutna Power Plant Raceway,,2049,4463,4523,,,,0,1337,0,,,,0,0,195,0,,211,0,0,293,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Finger Lake,,3632,5438,7843,,,,0,0,7898,,,,2037,0,0,73,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Fish Creek (Big Lake drainage),,1355,1579,2341,,,,0,741,0,,,,119,0,127,42,,540,0,38,0,,,0,19,107,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Flat Horn Lake,,402,611,1388,,,,0,0,0,,,,0,0,0,0,,0,0,0,0,,,9,479,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Freshwater Total,,40545,92258,116098,,,,3450,34598,13829,,,,21565,201,3686,1343,,5232,0,230,876,,,227,2102,482,0,0,,,,,19,
1993,Knik Arm,Estimates,Saltwater/Freshwater,Grand Total,,40797,93841,118214,,,,3602,35763,13829,,,,21565,201,3686,1343,,5926,0,230,886,,,227,2102,482,0,0,,,,,176,
1993,Knik Arm,Estimates,Freshwater,Kepler Lake Complex,,4610,6711,7461,,,,0,0,1140,,,,2930,0,29,513,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Knik River drainage; including Jim Creek,,3429,9242,6824,,,,0,2878,0,,,,0,0,536,0,,1041,0,0,46,,,9,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Little Susitna River (reach unspecified),,22287,33162,42249,,,,3441,27610,0,,,,186,0,292,519,,2487,0,124,500,,,157,0,43,0,0,,,,,19,Little Susitna
1993,Knik Arm,Estimates,Freshwater,Lucille Lake,,437,479,625,,,,0,0,45,,,,424,0,0,0,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Meadow Creek (Big Lake drainage),,284,552,635,,,,0,0,0,,,,109,0,58,0,,58,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Memory Lake,,450,1495,1394,,,,0,0,877,,,,890,0,0,0,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Nancy Lake,,2303,2247,3049,,,,0,115,11,,,,1127,51,9,0,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Nancy Lake Recreation Area; Other Fishing Sites,,3207,3491,5268,,,,0,0,0,,,,920,51,156,0,,0,0,0,0,,,0,1410,54,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Other lakes,,5241,10363,12950,,,,0,0,1292,,,,7809,81,39,140,,0,0,0,0,,,0,166,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Other streams,,393,498,926,,,,0,48,0,,,,248,18,230,0,,308,0,10,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Saltwater,Saltwater Total,,958,1583,2116,,,,152,1165,0,,,,0,0,0,0,,694,0,0,9,,,0,0,0,0,0,,,,,157,
1993,Knik Arm,Estimates,Freshwater,Seymour Lake,,346,692,790,,,,0,0,0,,,,734,0,0,0,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Saltwater,Shoreline,,78,71,85,,,,0,0,0,,,,0,0,0,0,,10,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,South Rolly Lake,,944,607,1076,,,,0,0,0,,,,69,0,0,0,,0,0,0,0,,,0,28,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Walby Lake,,359,720,1036,,,,0,0,0,,,,356,0,0,0,,0,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Wasilla Creek (Rabbit Slough),,1226,1512,1774,,,,9,1133,0,,,,30,0,203,0,,134,0,0,0,,,0,0,0,0,0,,,,,0,
1993,Knik Arm,Estimates,Freshwater,Wasilla Lake,,657,868,1655,,,,0,0,0,,,,630,0,0,0,,0,0,0,0,,,35,0,0,0,0,,,,,0,
1993,Susitna River,Estimates,Freshwater,196 Mile Creek,,280,346,348,,,,65,153,0,,,,10,0,0,0,,0,,0,0,,,0,,0,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Birch Creek,,508,572,655,,,,9,535,0,,,,0,0,18,65,,241,,0,0,,,0,,118,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Caswell Creek,,3406,4207,5033,,,,531,2385,0,,,,148,0,0,75,,106,,36,95,,,0,,32,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Goose Creek,,2092,2581,3423,,,,633,428,0,,,,127,0,10,26,,0,,36,63,,,9,,0,,,,,,,20,
1993,Susitna River,Estimates,Freshwater,Indian River,,269,337,657,,,,47,48,0,,,,59,0,10,9,,77,,0,0,,,0,,21,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Kashwitna River,,938,1171,1600,,,,38,554,0,,,,49,0,39,28,,0,,10,42,,,0,,0,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Lakes,,1500,2902,3945,,,,0,9,738,,,,611,247,10,301,,10,,0,0,,,0,,0,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Little Willow Creel,,4604,5050,6422,,,,1200,1213,0,,,,264,0,49,101,,120,,243,146,,,0,,85,,,,,,,0,Little Willow
1993,Susitna River,Estimates,Freshwater,Montana Creek,,13271,16516,21615,,,,4054,3496,0,,,,271,0,10,90,,237,,1147,287,,,0,,0,,,,,,,0,Montana
1993,Susitna River,Estimates,Freshwater,Other Streams,,1337,1750,2790,,,,176,315,0,,,,455,0,9,246,,36,,17,0,,,0,,114,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Sheep Creek,,7567,10577,12636,,,,2300,2413,0,,,,338,0,117,450,,39,,520,229,,,26,,75,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Sunshine Creek,,2846,3765,4094,,,,280,2922,0,,,,58,0,0,19,,183,,19,28,,,0,,133,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Talkeetna River and Tributaries; including Clear Creek,,11481,13301,22580,,,,4729,5830,0,,,,242,41,971,471,,2560,,486,181,,,17,,310,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,TOTAL,,50615,97101,128382,,,,22668,26063,738,,,,3713,288,1413,2401,,4137,,3941,1480,,,87,,909,,,,,,,49,
1993,Susitna River,Estimates,Freshwater,Troublesome Creek,,1010,966,1366,,,,0,19,0,,,,147,0,0,0,,0,,0,8,,,0,,0,,,,,,,0,
1993,Susitna River,Estimates,Freshwater,Willow Creek,,22176,33060,41218,,,,8626,5743,0,,,,934,0,170,520,,528,,1427,401,,,35,,21,,,,,,,29,Willow
1993,West Cook Inlet,Estimates,Freshwater,Alexander Creek/Lake,,8488,8915,21660,,,,5154,1719,,0,,,128,0,47,0,,45,,144,88,,,82,1202,11,0,0,0,,,,0,Alexander
1993,West Cook Inlet,Estimates,Freshwater,Big River Lakes,,486,367,535,,,,0,158,,0,,,0,0,0,0,,976,,17,0,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Saltwater,Boat - Kamishak Bay,,320,283,655,,,,0,0,,686,,,0,0,26,0,,0,,9,8,,,0,0,0,0,27,0,,,,9,
1993,West Cook Inlet,Estimates,Saltwater,Boat - Other,,1580,1517,2309,,,,184,177,,1804,,,0,0,0,0,,61,,0,0,,,0,0,0,0,18,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Chuitna River,,1661,1864,2966,,,,893,1313,,0,,,29,0,73,0,,46,,0,0,,,0,0,0,0,0,0,,,,0,Chuitna
1993,West Cook Inlet,Estimates,Freshwater,Deshka River (Kroto Creek),,13279,18994,30643,,,,5682,6530,,0,,,452,0,29,89,,87,,84,0,,,351,0,42,2236,0,0,,,,0,Deshka
1993,West Cook Inlet,Estimates,Freshwater,Fish Lake Creek and Fish Lakes (Yentna Drainage),,2443,3181,6454,,,,1148,920,,0,,,172,0,10,28,,412,,65,0,,,8,1080,21,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Freshwater Total,,38719,64991,124453,,,,23161,26478,,0,,,2672,296,879,1422,,4516,,673,171,,,564,3619,264,6596,0,0,,,,0,
1993,West Cook Inlet,Estimates,Saltwater/Freshwater,Grand Total,,40641,68174,129165,,,,23354,26712,,2507,,,2672,296,915,1422,,4577,,725,179,,,564,3619,264,6596,45,39989,,,,87,
1993,West Cook Inlet,Estimates,Freshwater,Kustatan River,,2228,4241,5403,,,,64,6457,,0,,,0,0,153,0,,289,,0,0,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Lake Creek,,7478,9471,26113,,,,6425,3101,,0,,,184,0,9,207,,489,,210,25,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Lewis River,,259,261,400,,,,27,194,,0,,,0,0,0,0,,0,,9,0,,,0,0,0,0,0,0,,,,0,Lewis
1993,West Cook Inlet,Estimates,Freshwater,Other lakes,,415,323,1114,,,,0,382,,0,,,297,87,0,56,,130,,0,0,,,0,9,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Other Sites - South of north Forelands,,824,1480,2379,,,,100,751,,0,,,86,10,151,0,,229,,35,24,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Other Sites - Susitna River Drainages,,3838,5334,9349,,,,756,1699,,0,,,1163,189,296,710,,569,,28,9,,,9,600,190,1118,0,0,,,,49,
1993,West Cook Inlet,Estimates,Freshwater,Other Sites - Susitna to West Forelands,,1375,1937,2665,,,,408,1217,,0,,,49,10,29,0,,780,,26,0,,,9,0,0,0,0,0,,,,29,
1993,West Cook Inlet,Estimates,Freshwater,Other Streams,,286,459,572,,,,26,218,,0,,,0,0,54,0,,39,,26,25,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Peters Creek,,654,848,1263,,,,283,67,,0,,,49,0,0,166,,0,,0,0,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Saltwater,Razor Clams: Polly Creek Beach/ Crescent River Bar,,826,878,1117,,,,0,0,,0,,,0,0,0,0,,0,,0,0,,,0,0,0,0,0,25850,,,,0,
1993,West Cook Inlet,Estimates,Saltwater,SALTWATER TOTAL,,2903,3183,4712,,,,193,234,,2507,,,0,0,36,0,,61,,52,8,,,0,0,0,0,45,39989,,,,9,
1993,West Cook Inlet,Estimates,Saltwater,Shoreline,,427,505,631,,,,9,57,,17,,,0,0,10,0,,0,,43,0,,,0,0,0,0,0,14139,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Silver Salmon Creek,,367,529,853,,,,0,1080,,0,,,0,0,0,0,,0,,0,0,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Susitna River,,537,390,666,,,,140,57,,0,,,0,0,9,34,,116,,0,0,,,0,0,0,3242,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Talachulitna River,,1953,2039,5613,,,,875,152,,0,,,0,0,9,132,,171,,10,0,,,0,0,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Theodore River,,1329,1979,2528,,,,527,236,,0,,,27,0,10,0,,35,,0,0,,,0,0,0,0,0,0,,,,0,Theodore
1993,West Cook Inlet,Estimates,Freshwater,Trapper Lake,,709,916,1167,,,,0,0,,0,,,0,0,0,0,,0,,0,0,,,0,694,0,0,0,0,,,,0,
1993,West Cook Inlet,Estimates,Freshwater,Yentna River,,727,1463,2110,,,,653,227,,0,,,36,0,0,0,,103,,19,0,,,105,34,0,0,0,0,,,,0,
1994,Anchorage,Estimates,Freshwater,Beach Lake,,1911,2226,2678,,,,0,0,926,,,,1134,,0,90,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Bird Creek,,5745,12130,12357,,,,0,5425,0,,,,135,,108,0,,130,0,1101,102,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Saltwater,Boat,,312,744,779,,,,178,280,0,,,,0,,0,0,,28,0,0,0,,,0,,,0,0,,,,,187,
1994,Anchorage,Estimates,Freshwater,C Street (Taku) Lake,,701,1134,1138,,,,0,0,0,,,,542,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Campbell Creek,,3373,7468,8036,,,,0,1256,0,,,,271,,283,0,,71,0,14,0,,,0,,,0,0,,,,,9,Campbell
1994,Anchorage,Estimates,Freshwater,Campbell Point Lake,,537,1061,982,,,,0,0,764,,,,343,,36,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Cheney Lake,,2456,5354,7032,,,,0,0,1661,,,,1554,,0,5,,0,0,0,0,,,0,,,0,0,,,,,9,
1994,Anchorage,Estimates,Freshwater,Clunie Lake,,2521,4796,5169,,,,0,0,1071,,,,2672,,556,8,,0,0,0,0,,,0,,,0,0,,,,,18,
1994,Anchorage,Estimates,Freshwater,Delong Lake,,1294,2648,2742,,,,0,0,571,,,,916,,0,0,,0,0,0,0,,,0,,,0,0,,,,,28,
1994,Anchorage,Estimates,Freshwater,Eagle River,,1964,2364,2937,,,,59,20,0,,,,63,,521,0,,0,0,49,15,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Eklutna Lake,,273,194,330,,,,0,0,0,,,,0,,0,0,,0,0,0,0,,,0,,,0,0,,,,,74,
1994,Anchorage,Estimates,Freshwater,Fish Lake,,962,1038,1209,,,,0,0,0,,,,91,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,FRESHWATER TOTAL,,34270,126738,138675,,,,2504,13596,13280,,,,23631,,2500,634,,1303,0,1757,167,,,0,,,44717,0,,,,,877,
1994,Anchorage,Estimates,Saltwater/Freshwater,GRAND TOTAL,,35098,129932,142277,,,,2708,13948,13280,,,,23631,,2500,634,,1594,0,1979,174,,,0,,,49279,0,,,,,1129,
1994,Anchorage,Estimates,Freshwater,Green Lake,,1386,2081,2755,,,,0,0,272,,,,159,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Gwen Lake,,1454,3044,3418,,,,0,0,291,,,,1857,,0,0,,0,0,0,0,,,0,,,0,0,,,,,92,
1994,Anchorage,Estimates,Freshwater,Hillberg Lake,,951,1516,2091,,,,0,0,227,,,,446,,0,0,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Ingram Creek,,580,738,893,,,,0,27,0,,,,0,,54,0,,38,0,209,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Jewel Lake,,3066,4907,5339,,,,0,0,2977,,,,2234,,0,5,,0,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Lower Fire Lake,,1205,2728,2671,,,,0,0,0,,,,1149,,0,0,,0,0,0,0,,,0,,,0,0,,,,,9,
1994,Anchorage,Estimates,Freshwater,Mirror Lake,,3080,4850,5294,,,,0,0,1960,,,,2767,,296,387,,57,0,0,0,,,0,,,0,0,,,,,0,
1994,Anchorage,Estimates,Freshwater,Other Lakes,,1135,2224,2559,,,,0,0,0,,,,1796,,45,90,,17,0,8,0,,,0,,,0,0,,,,,222,
