Component,Region,ReturnYear,zReturnYear,Age,Prop
Sport Harvest,Kenai,1995,-0.6193616885305075,Age1.2,0.0795697954983881
Sport Harvest,Kenai,1996,-0.5179661862952706,Age1.2,0.08350119287907298
Sport Harvest,Kenai,1997,-0.41657068406003356,Age1.2,0.08757969419511087
Sport Harvest,Kenai,1998,-0.3151751818247966,Age1.2,0.0918068140120351
Sport Harvest,Kenai,1999,-0.2137796795895596,Age1.2,0.09618372053807647
Sport Harvest,Kenai,2000,-0.11238417735432261,Age1.2,0.10071120623732889
Sport Harvest,Kenai,2001,-0.010988675119085634,Age1.2,0.10538965868698535
Sport Harvest,Kenai,2002,0.09040682711615135,Age1.2,0.11021903196321495
Sport Harvest,Kenai,2003,0.19180232935138833,Age1.2,0.11519881885973103
Sport Harvest,Kenai,2004,0.2931978315866253,Age1.2,0.12032802425979487
Sport Harvest,Kenai,2005,0.3945933338218623,Age1.2,0.12560513999567033
Sport Harvest,Kenai,2006,0.4959888360570993,Age1.2,0.13102812153878565
Sport Harvest,Kenai,2007,0.5973843382923363,Age1.2,0.13659436686848297
Sport Harvest,Kenai,2008,0.6987798405275732,Age1.2,0.14230069786670674
Sport Harvest,Kenai,2009,0.8001753427628102,Age1.2,0.14814334457983666
Sport Harvest,Kenai,2010,0.9015708449980472,Age1.2,0.1541179326767404
Sport Harvest,Kenai,2011,1.0029663472332842,Age1.2,0.16021947441374637
Sport Harvest,Kenai,2012,1.1043618494685212,Age1.2,0.1664423633924988
Sport Harvest,Kenai,2013,1.205757351703758,Age1.2,0.17278037336557622
Sport Harvest,Kenai,2014,1.3071528539389952,Age1.2,0.17922666130752865
Sport Harvest,Kenai,2015,1.4085483561742322,Age1.2,0.1857737749259648
Sport Harvest,South,1980,-2.140294222059062,Age1.2,0.05527017164829193
Sport Harvest,South,1981,-2.0388987198238255,Age1.2,0.059270786733651895
Sport Harvest,South,1982,-1.9375032175885882,Age1.2,0.06349642777573648
Sport Harvest,South,1983,-1.8361077153533514,Age1.2,0.06795335327319799
Sport Harvest,South,1984,-1.7347122131181143,Age1.2,0.07264738920201284
Sport Harvest,South,1985,-1.6333167108828774,Age1.2,0.0775838606851498
Sport Harvest,South,1986,-1.5319212086476404,Age1.2,0.08276751895162926
Sport Harvest,South,1987,-1.4305257064124035,Age1.2,0.08820246285364376
Sport Harvest,South,1988,-1.3291302041771664,Age1.2,0.0938920540140607
Sport Harvest,South,1989,-1.2277347019419294,Age1.2,0.09983882445467597
Sport Harvest,South,1990,-1.1263391997066925,Age1.2,0.10604437530916859
Sport Harvest,South,1991,-1.0249436974714554,Age1.2,0.11250926495633201
Sport Harvest,South,1992,-0.9235481952362184,Age1.2,0.1192328846232039
Sport Harvest,South,1993,-0.8221526930009815,Age1.2,0.1262133192111749
Sport Harvest,South,1994,-0.7207571907657445,Age1.2,0.13344719080157233
Sport Harvest,South,1995,-0.6193616885305075,Age1.2,0.14092948201595276
Sport Harvest,South,1996,-0.5179661862952706,Age1.2,0.14865333616214427
Sport Harvest,South,1997,-0.41657068406003356,Age1.2,0.1566098309201498
Sport Harvest,South,1998,-0.3151751818247966,Age1.2,0.16478772225335295
Sport Harvest,South,1999,-0.2137796795895596,Age1.2,0.17317315532470726
Sport Harvest,South,2000,-0.11238417735432261,Age1.2,0.1817493395262135
Sport Harvest,South,2001,-0.010988675119085634,Age1.2,0.1904961853844406
Sport Harvest,South,2002,0.09040682711615135,Age1.2,0.19938990219951025
Sport Harvest,South,2003,0.19180232935138833,Age1.2,0.2084025569489245
Sport Harvest,South,2004,0.2931978315866253,Age1.2,0.21750159740436867
Sport Harvest,South,2005,0.3945933338218623,Age1.2,0.22664934575283596
Sport Harvest,South,2006,0.4959888360570993,Age1.2,0.23580247347663807
Sport Harvest,South,2007,0.5973843382923363,Age1.2,0.24491147401393457
Sport Harvest,South,2008,0.6987798405275732,Age1.2,0.2539201569341111
Sport Harvest,South,2009,0.8001753427628102,Age1.2,0.2627651960712435
Sport Harvest,South,2010,0.9015708449980472,Age1.2,0.2713757741542173
Sport Harvest,South,2011,1.0029663472332842,Age1.2,0.27967337759326905
Sport Harvest,South,2012,1.1043618494685212,Age1.2,0.2875718065103108
Sport Harvest,South,2013,1.205757351703758,Age1.2,0.2949774756414632
Sport Harvest,South,2014,1.3071528539389952,Age1.2,0.30179008963077675
Sport Harvest,South,2015,1.4085483561742322,Age1.2,0.3079037790974005
Escapement,North,1980,-2.140294222059062,Age1.3,0.3353947406543199
Escapement,North,1981,-2.0388987198238255,Age1.3,0.3426585268614373
Escapement,North,1982,-1.9375032175885882,Age1.3,0.3498348355075007
Escapement,North,1983,-1.8361077153533514,Age1.3,0.3569095371402992
Escapement,North,1984,-1.7347122131181143,Age1.3,0.36386850000472254
Escapement,North,1985,-1.6333167108828774,Age1.3,0.37069764160594554
Escapement,North,1986,-1.5319212086476404,Age1.3,0.3773829770419645
Escapement,North,1987,-1.4305257064124035,Age1.3,0.3839106630860769
Escapement,North,1988,-1.3291302041771664,Age1.3,0.3902670370000447
Escapement,North,1989,-1.2277347019419294,Age1.3,0.39643864907350335
Escapement,North,1990,-1.1263391997066925,Age1.3,0.4024122879146399
Escapement,North,1991,-1.0249436974714554,Age1.3,0.408174997561094
Escapement,North,1992,-0.9235481952362184,Age1.3,0.4137140855381862
Escapement,North,1993,-0.8221526930009815,Age1.3,0.41901712106386074
Escapement,North,1994,-0.7207571907657445,Age1.3,0.4240719226862805
Escapement,North,1995,-0.6193616885305075,Age1.3,0.4288665347414732
Escapement,North,1996,-0.5179661862952706,Age1.3,0.43338919213609567
Escapement,North,1997,-0.41657068406003356,Age1.3,0.4376282730965333
Escapement,North,1998,-0.3151751818247966,Age1.3,0.4415722396835912
Escapement,North,1999,-0.2137796795895596,Age1.3,0.44520956605693857
Escapement,North,2000,-0.11238417735432261,Age1.3,0.4485286546918592
Escapement,North,2001,-0.010988675119085634,Age1.3,0.4515177410114753
Escapement,North,2002,0.09040682711615135,Age1.3,0.45416478721133946
Escapement,North,2003,0.19180232935138833,Age1.3,0.45645736643348395
Escapement,North,2004,0.2931978315866253,Age1.3,0.45838253890933434
Escapement,North,2005,0.3945933338218623,Age1.3,0.45992672225328546
Escapement,North,2006,0.4959888360570993,Age1.3,0.4610755587707324
Escapement,North,2007,0.5973843382923363,Age1.3,0.4618137834662311
Escapement,North,2008,0.6987798405275732,Age1.3,0.46212509741852525
Escapement,North,2009,0.8001753427628102,Age1.3,0.46199205234521923
Escapement,North,2010,0.9015708449980472,Age1.3,0.4613959535195509
Escapement,North,2011,1.0029663472332842,Age1.3,0.46031678972131196
Escapement,North,2012,1.1043618494685212,Age1.3,0.458733200580599
Escapement,North,2013,1.205757351703758,Age1.3,0.4566224934558997
Escapement,North,2014,1.3071528539389952,Age1.3,0.4539607237875599
Escapement,North,2015,1.4085483561742322,Age1.3,0.4507228545438134
Escapement,Kenai,1980,-2.140294222059062,Age1.3,0.13147359088199426
Escapement,Kenai,1981,-2.0388987198238255,Age1.3,0.13548304610565867
Escapement,Kenai,1982,-1.9375032175885882,Age1.3,0.1395580589697644
Escapement,Kenai,1983,-1.8361077153533514,Age1.3,0.14369558712971933
Escapement,Kenai,1984,-1.7347122131181143,Age1.3,0.14789223318013384
Escapement,Kenai,1985,-1.6333167108828774,Age1.3,0.15214423262975715
Escapement,Kenai,1986,-1.5319212086476404,Age1.3,0.1564474430958811
Escapement,Kenai,1987,-1.4305257064124035,Age1.3,0.16079733493675685
Escapement,Kenai,1988,-1.3291302041771664,Age1.3,0.16518898354939862
Escapement,Kenai,1989,-1.2277347019419294,Age1.3,0.1696170635667307
Escapement,Kenai,1990,-1.1263391997066925,Age1.3,0.17407584519189148
Escapement,Kenai,1991,-1.0249436974714554,Age1.3,0.17855919290821456
Escapement,Kenai,1992,-0.9235481952362184,Age1.3,0.18306056680045868
Escapement,Kenai,1993,-0.8221526930009815,Age1.3,0.1875730267158695
Escapement,Kenai,1994,-0.7207571907657445,Age1.3,0.1920892394821699
Escapement,Kenai,1995,-0.6193616885305075,Age1.3,0.1966014893832689
Escapement,Kenai,1996,-0.5179661862952706,Age1.3,0.20110169207204512
Escapement,Kenai,1997,-0.41657068406003356,Age1.3,0.2055814120728086
Escapement,Kenai,1998,-0.3151751818247966,Age1.3,0.21003188399387088
Escapement,Kenai,1999,-0.2137796795895596,Age1.3,0.21444403753310343
Escapement,Kenai,2000,-0.11238417735432261,Age1.3,0.21880852631659872
Escapement,Kenai,2001,-0.010988675119085634,Age1.3,0.22311576056291524
Escapement,Kenai,2002,0.09040682711615135,Age1.3,0.22735594351337207
Escapement,Kenai,2003,0.19180232935138833,Age1.3,0.2315191115131552
Escapement,Kenai,2004,0.2931978315866253,Age1.3,0.23559517756942727
Escapement,Kenai,2005,0.3945933338218623,Age1.3,0.23957397815224393
Escapement,Kenai,2006,0.4959888360570993,Age1.3,0.24344532294301136
Escapement,Kenai,2007,0.5973843382923363,Age1.3,0.24719904717479735
Escapement,Kenai,2008,0.6987798405275732,Age1.3,0.25082506615041833
Escapement,Kenai,2009,0.8001753427628102,Age1.3,0.2543134314693549
Escapement,Kenai,2010,0.9015708449980472,Age1.3,0.2576543884446812
Escapement,Kenai,2011,1.0029663472332842,Age1.3,0.2608384341478125
Escapement,Kenai,2012,1.1043618494685212,Age1.3,0.26385637548337415
Escapement,Kenai,2013,1.205757351703758,Age1.3,0.2666993866701421
Escapement,Kenai,2014,1.3071528539389952,Age1.3,0.2693590654879061
Escapement,Kenai,2015,1.4085483561742322,Age1.3,0.27182748764510734
Escapement,South,1980,-2.140294222059062,Age1.3,0.4448368513916776
Escapement,South,1981,-2.0388987198238255,Age1.3,0.4546588503227885
Escapement,South,1982,-1.9375032175885882,Age1.3,0.4641827074020737
Escapement,South,1983,-1.8361077153533514,Age1.3,0.4733733262575226
Escapement,South,1984,-1.7347122131181143,Age1.3,0.4821959146772265
Escapement,South,1985,-1.6333167108828774,Age1.3,0.4906161816862576
Escapement,South,1986,-1.5319212086476404,Age1.3,0.4986005259597588
Escapement,South,1987,-1.4305257064124035,Age1.3,0.5061162120017205
Escapement,South,1988,-1.3291302041771664,Age1.3,0.5131315306555837
Escapement,South,1989,-1.2277347019419294,Age1.3,0.5196159407458256
Escapement,South,1990,-1.1263391997066925,Age1.3,0.5255401889805073
Escapement,South,1991,-1.0249436974714554,Age1.3,0.5308764056737806
Escapement,South,1992,-0.9235481952362184,Age1.3,0.535598174374523
Escapement,South,1993,-0.8221526930009815,Age1.3,0.5396805741125597
Escapement,South,1994,-0.7207571907657445,Age1.3,0.5431001936982738
Escapement,South,1995,-0.6193616885305075,Age1.3,0.5458351183370878
Escapement,South,1996,-0.5179661862952706,Age1.3,0.5478648897516709
Escapement,South,1997,-0.41657068406003356,Age1.3,0.5491704420484484
Escapement,South,1998,-0.3151751818247966,Age1.3,0.5497340167298713
Escapement,South,1999,-0.2137796795895596,Age1.3,0.5495390615503493
Escapement,South,2000,-0.11238417735432261,Age1.3,0.5485701193520601
Escapement,South,2001,-0.010988675119085634,Age1.3,0.5468127146047246
Escapement,South,2002,0.09040682711615135,Age1.3,0.544253247111693
Escapement,South,2003,0.19180232935138833,Age1.3,0.5408789042213056
Escapement,South,2004,0.2931978315866253,Age1.3,0.5366776048642017
Escapement,South,2005,0.3945933338218623,Age1.3,0.5316379907587581
Escapement,South,2006,0.4959888360570993,Age1.3,0.5257494820771392
Escapement,South,2007,0.5973843382923363,Age1.3,0.5190024165711414
Escapement,South,2008,0.6987798405275732,Age1.3,0.5113882923693793
Escapement,South,2009,0.8001753427628102,Age1.3,0.5029001350308593
Escapement,South,2010,0.9015708449980472,Age1.3,0.49353300852621224
Escapement,South,2011,1.0029663472332842,Age1.3,0.4832846870664816
Escapement,South,2012,1.1043618494685212,Age1.3,0.47215649948045785
Escapement,South,2013,1.205757351703758,Age1.3,0.4601543494996793
Escapement,South,2014,1.3071528539389952,Age1.3,0.44728990326102697
Escapement,South,2015,1.4085483561742322,Age1.3,0.4335819192154985
Sport Harvest,North,1980,-2.140294222059062,Age1.3,0.3490387689814039
Sport Harvest,North,1981,-2.0388987198238255,Age1.3,0.3571981298166581
Sport Harvest,North,1982,-1.9375032175885882,Age1.3,0.3653087209716969
Sport Harvest,North,1983,-1.8361077153533514,Age1.3,0.3733562240940801
Sport Harvest,North,1984,-1.7347122131181143,Age1.3,0.3813261445185422
Sport Harvest,North,1985,-1.6333167108828774,Age1.3,0.3892038575797593
Sport Harvest,North,1986,-1.5319212086476404,Age1.3,0.3969746529807385
Sport Harvest,North,1987,-1.4305257064124035,Age1.3,0.40462377621520873
Sport Harvest,North,1988,-1.3291302041771664,Age1.3,0.41213646600493137
Sport Harvest,North,1989,-1.2277347019419294,Age1.3,0.4194979866871066
Sport Harvest,North,1990,-1.1263391997066925,Age1.3,0.4266936544737274
Sport Harvest,North,1991,-1.0249436974714554,Age1.3,0.4337088565044027
Sport Harvest,North,1992,-0.9235481952362184,Age1.3,0.44052906162741773
Sport Harvest,North,1993,-0.8221526930009815,Age1.3,0.44713982187133616
Sport Harvest,North,1994,-0.7207571907657445,Age1.3,0.45352676361224914
Sport Harvest,North,1995,-0.6193616885305075,Age1.3,0.45967556750128263
Sport Harvest,North,1996,-0.5179661862952706,Age1.3,0.46557193629533444
Sport Harvest,North,1997,-0.41657068406003356,Age1.3,0.47120154983431106
Sport Harvest,North,1998,-0.3151751818247966,Age1.3,0.4765500065347747
Sport Harvest,North,1999,-0.2137796795895596,Age1.3,0.48160275092887933
Sport Harvest,North,2000,-0.11238417735432261,Age1.3,0.4863449869767859
Sport Harvest,North,2001,-0.010988675119085634,Age1.3,0.4907615771308169
Sport Harvest,North,2002,0.09040682711615135,Age1.3,0.49483692744361807
Sport Harvest,North,2003,0.19180232935138833,Age1.3,0.49855485940689226
Sport Harvest,North,2004,0.2931978315866253,Age1.3,0.5018984697015755
Sport Harvest,North,2005,0.3945933338218623,Age1.3,0.5048499796578105
Sport Harvest,North,2006,0.4959888360570993,Age1.3,0.5073905769901661
Sport Harvest,North,2007,0.5973843382923363,Age1.3,0.5095002533191123
Sport Harvest,North,2008,0.6987798405275732,Age1.3,0.5111576421438412
Sport Harvest,North,2009,0.8001753427628102,Age1.3,0.5123398633226686
Sport Harvest,North,2010,0.9015708449980472,Age1.3,0.513022381769013
Sport Harvest,North,2011,1.0029663472332842,Age1.3,0.5131788899958767
Sport Harvest,North,2012,1.1043618494685212,Age1.3,0.5127812263338022
Sport Harvest,North,2013,1.205757351703758,Age1.3,0.5117993430708835
Sport Harvest,North,2014,1.3071528539389952,Age1.3,0.5102013413400192
Sport Harvest,North,2015,1.4085483561742322,Age1.3,0.5079535921700833
Sport Harvest,Kenai,1980,-2.140294222059062,Age1.3,0.13270151981635842
Sport Harvest,Kenai,1981,-2.0388987198238255,Age1.3,0.13690456505008042
Sport Harvest,Kenai,1982,-1.9375032175885882,Age1.3,0.14118904825616524
Sport Harvest,Kenai,1983,-1.8361077153533514,Age1.3,0.14555290222579528
Sport Harvest,Kenai,1984,-1.7347122131181143,Age1.3,0.14999373434489385
Sport Harvest,Kenai,1985,-1.6333167108828774,Age1.3,0.15450881135399627
Sport Harvest,Kenai,1986,-1.5319212086476404,Age1.3,0.15909504465805033
Sport Harvest,Kenai,1987,-1.4305257064124035,Age1.3,0.16374897635669508
Sport Harvest,Kenai,1988,-1.3291302041771664,Age1.3,0.16846676617815812
Sport Harvest,Kenai,1989,-1.2277347019419294,Age1.3,0.17324417951173768
Sport Harvest,Kenai,1990,-1.1263391997066925,Age1.3,0.17807657674455415
Sport Harvest,Kenai,1991,-1.0249436974714554,Age1.3,0.18295890411756066
Sport Harvest,Kenai,1992,-0.9235481952362184,Age1.3,0.18788568632328476
Sport Harvest,Kenai,1993,-0.8221526930009815,Age1.3,0.19285102107310567
Sport Harvest,Kenai,1994,-0.7207571907657445,Age1.3,0.19784857586460422
Sport Harvest,Kenai,1995,-0.6193616885305075,Age1.3,0.20287158717930545
Sport Harvest,Kenai,1996,-0.5179661862952706,Age1.3,0.20791286233753906
Sport Harvest,Kenai,1997,-0.41657068406003356,Age1.3,0.2129647842298231
Sport Harvest,Kenai,1998,-0.3151751818247966,Age1.3,0.2180193191327707
Sport Harvest,Kenai,1999,-0.2137796795895596,Age1.3,0.2230680278017393
Sport Harvest,Kenai,2000,-0.11238417735432261,Age1.3,0.22810208001204674
Sport Harvest,Kenai,2001,-0.010988675119085634,Age1.3,0.23311227269540044
Sport Harvest,Kenai,2002,0.09040682711615135,Age1.3,0.238089051788159
Sport Harvest,Kenai,2003,0.19180232935138833,Age1.3,0.2430225378731952
Sport Harvest,Kenai,2004,0.2931978315866253,Age1.3,0.24790255565760952
Sport Harvest,Kenai,2005,0.3945933338218623,Age1.3,0.25271866728463693
Sport Harvest,Kenai,2006,0.4959888360570993,Age1.3,0.25746020943020914
Sport Harvest,Kenai,2007,0.5973843382923363,Age1.3,0.26211633408335083
Sport Harvest,Kenai,2008,0.6987798405275732,Age1.3,0.2666760528556004
Sport Harvest,Kenai,2009,0.8001753427628102,Age1.3,0.27112828460880534
Sport Harvest,Kenai,2010,0.9015708449980472,Age1.3,0.2754619061339174
Sport Harvest,Kenai,2011,1.0029663472332842,Age1.3,0.27966580555690657
Sport Harvest,Kenai,2012,1.1043618494685212,Age1.3,0.2837289380927836
Sport Harvest,Kenai,2013,1.205757351703758,Age1.3,0.2876403837162416
Sport Harvest,Kenai,2014,1.3071528539389952,Age1.3,0.29138940626885856
Sport Harvest,Kenai,2015,1.4085483561742322,Age1.3,0.29496551347942807
Sport Harvest,South,1980,-2.140294222059062,Age1.3,0.4557886442866973
Sport Harvest,South,1981,-2.0388987198238255,Age1.3,0.46661122364262686
Sport Harvest,South,1982,-1.9375032175885882,Age1.3,0.47720565737918047
Sport Harvest,South,1983,-1.8361077153533514,Age1.3,0.4875385761866792
Sport Harvest,South,1984,-1.7347122131181143,Age1.3,0.49757655039111337
Sport Harvest,South,1985,-1.6333167108828774,Age1.3,0.507286239695771
Sport Harvest,South,1986,-1.5319212086476404,Age1.3,0.5166345349506616
Sport Harvest,South,1987,-1.4305257064124035,Age1.3,0.5255886888736776
Sport Harvest,South,1988,-1.3291302041771664,Age1.3,0.5341164327132221
Sport Harvest,South,1989,-1.2277347019419294,Age1.3,0.5421860759793306
Sport Harvest,South,1990,-1.1263391997066925,Age1.3,0.549766586582596
Sport Harvest,South,1991,-1.0249436974714554,Age1.3,0.5568276490113037
Sport Harvest,South,1992,-0.9235481952362184,Age1.3,0.5633396985520636
Sport Harvest,South,1993,-0.8221526930009815,Age1.3,0.5692739300247224
Sport Harvest,South,1994,-0.7207571907657445,Age1.3,0.5746022800680322
Sport Harvest,South,1995,-0.6193616885305075,Age1.3,0.5792973826917359
Sport Harvest,South,1996,-0.5179661862952706,Age1.3,0.583332498621072
Sport Harvest,South,1997,-0.41657068406003356,Age1.3,0.5866814199241476
Sport Harvest,South,1998,-0.3151751818247966,Age1.3,0.589318352559517
Sport Harvest,South,1999,-0.2137796795895596,Age1.3,0.5912177808443093
Sport Harvest,South,2000,-0.11238417735432261,Age1.3,0.5923543194601809
Sport Harvest,South,2001,-0.010988675119085634,Age1.3,0.5927025605247749
Sport Harvest,South,2002,0.09040682711615135,Age1.3,0.5922369254971812
Sport Harvest,South,2003,0.19180232935138833,Age1.3,0.5909315342844157
Sport Harvest,South,2004,0.2931978315866253,Age1.3,0.5887601068793445
Sport Harvest,South,2005,0.3945933338218623,Age1.3,0.5856959161607997
Sport Harvest,South,2006,0.4959888360570993,Age1.3,0.5817118140402701
Sport Harvest,South,2007,0.5973843382923363,Age1.3,0.5767803567811574
Sport Harvest,South,2008,0.6987798405275732,Age1.3,0.5708740587669562
Sport Harvest,South,2009,0.8001753427628102,Age1.3,0.5639658068253335
Sport Harvest,South,2010,0.9015708449980472,Age1.3,0.5560294688132473
Sport Harvest,South,2011,1.0029663472332842,Age1.3,0.5470407297111927
Sport Harvest,South,2012,1.1043618494685212,Age1.3,0.5369781849262129
Sport Harvest,South,2013,1.205757351703758,Age1.3,0.5258247126515908
Sport Harvest,South,2014,1.3071528539389952,Age1.3,0.5135691336917624
Sport Harvest,South,2015,1.4085483561742322,Age1.3,0.5002081469711378
Escapement,North,1980,-2.140294222059062,Age1.4,0.5259485637340812
Escapement,North,1981,-2.0388987198238255,Age1.4,0.5134382646910288
Escapement,North,1982,-1.9375032175885882,Age1.4,0.5008750567506856
Escapement,North,1983,-1.8361077153533514,Age1.4,0.4882746392496581
Escapement,North,1984,-1.7347122131181143,Age1.4,0.4756528883798357
Escapement,North,1985,-1.6333167108828774,Age1.4,0.4630257714911496
Escapement,North,1986,-1.5319212086476404,Age1.4,0.4504092596315852
Escapement,North,1987,-1.4305257064124035,Age1.4,0.4378192392662088
Escapement,North,1988,-1.3291302041771664,Age1.4,0.4252714241383247
Escapement,North,1989,-1.2277347019419294,Age1.4,0.4127812682401621
Escapement,North,1990,-1.1263391997066925,Age1.4,0.40036388084772256
Escapement,North,1991,-1.0249436974714554,Age1.4,0.3880339445453057
Escapement,North,1992,-0.9235481952362184,Age1.4,0.37580563712090037
Escapement,North,1993,-0.8221526930009815,Age1.4,0.3636925581558008
Escapement,North,1994,-0.7207571907657445,Age1.4,0.3517076610625717
Escapement,North,1995,-0.6193616885305075,Age1.4,0.33986319124737246
Escapement,North,1996,-0.5179661862952706,Age1.4,0.3281706309884409
Escapement,North,1997,-0.41657068406003356,Age1.4,0.316640651535233
Escapement,North,1998,-0.3151751818247966,Age1.4,0.30528307284541906
Escapement,North,1999,-0.2137796795895596,Age1.4,0.29410683129272375
Escapement,North,2000,-0.11238417735432261,Age1.4,0.2831199556004495
Escapement,North,2001,-0.010988675119085634,Age1.4,0.2723295511861538
Escapement,North,2002,0.09040682711615135,Age1.4,0.26174179304474954
Escapement,North,2003,0.19180232935138833,Age1.4,0.25136192725213524
Escapement,North,2004,0.2931978315866253,Age1.4,0.2411942811405914
Escapement,North,2005,0.3945933338218623,Age1.4,0.23124228218105664
Escapement,North,2006,0.4959888360570993,Age1.4,0.22150848560545908
Escapement,North,2007,0.5973843382923363,Age1.4,0.21199461081276325
Escapement,North,2008,0.6987798405275732,Age1.4,0.20270158662198529
Escapement,North,2009,0.8001753427628102,Age1.4,0.19362960545902175
Escapement,North,2010,0.9015708449980472,Age1.4,0.1847781865843776
Escapement,North,2011,1.0029663472332842,Age1.4,0.17614624847585228
Escapement,North,2012,1.1043618494685212,Age1.4,0.1677321904610929
Escapement,North,2013,1.205757351703758,Age1.4,0.15953398363357696
Escapement,North,2014,1.3071528539389952,Age1.4,0.15154927096277188
Escapement,North,2015,1.4085483561742322,Age1.4,0.1437754763027984
Escapement,Kenai,1980,-2.140294222059062,Age1.4,0.7308739854909507
Escapement,Kenai,1981,-2.0388987198238255,Age1.4,0.7262194808727109
Escapement,Kenai,1982,-1.9375032175885882,Age1.4,0.7213014840832482
Escapement,Kenai,1983,-1.8361077153533514,Age1.4,0.7161175209070489
Escapement,Kenai,1984,-1.7347122131181143,Age1.4,0.7106654435964137
Escapement,Kenai,1985,-1.6333167108828774,Age1.4,0.704943464348862
Escapement,Kenai,1986,-1.5319212086476404,Age1.4,0.6989501896229856
Escapement,Kenai,1987,-1.4305257064124035,Age1.4,0.6926846550809111
Escapement,Kenai,1988,-1.3291302041771664,Age1.4,0.6861463609139791
Escapement,Kenai,1989,-1.2277347019419294,Age1.4,0.6793353072761897
Escapement,Kenai,1990,-1.1263391997066925,Age1.4,0.6722520295180029
Escapement,Kenai,1991,-1.0249436974714554,Age1.4,0.6648976328817425
Escapement,Kenai,1992,-0.9235481952362184,Age1.4,0.6572738262899694
Escapement,Kenai,1993,-0.8221526930009815,Age1.4,0.6493829548303741
Escapement,Kenai,1994,-0.7207571907657445,Age1.4,0.6412280305160012
Escapement,Kenai,1995,-0.6193616885305075,Age1.4,0.6328127608786949
Escapement,Kenai,1996,-0.5179661862952706,Age1.4,0.624141574937585
Escapement,Kenai,1997,-0.41657068406003356,Age1.4,0.6152196460740593
Escapement,Kenai,1998,-0.3151751818247966,Age1.4,0.6060529113409657
Escapement,Kenai,1999,-0.2137796795895596,Age1.4,0.5966480867375613
Escapement,Kenai,2000,-0.11238417735432261,Age1.4,0.5870126779938022
Escapement,Kenai,2001,-0.010988675119085634,Age1.4,0.5771549864285742
Escapement,Kenai,2002,0.09040682711615135,Age1.4,0.567084109476915
Escapement,Kenai,2003,0.19180232935138833,Age1.4,0.5568099355214952
Escapement,Kenai,2004,0.2931978315866253,Age1.4,0.5463431327136818
Escapement,Kenai,2005,0.3945933338218623,Age1.4,0.535695131529245
Escapement,Kenai,2006,0.4959888360570993,Age1.4,0.5248781008727402
Escapement,Kenai,2007,0.5973843382923363,Age1.4,0.5139049176220707
Escapement,Kenai,2008,0.6987798405275732,Age1.4,0.50278912958964
Escapement,Kenai,2009,0.8001753427628102,Age1.4,0.4915449119675575
Escapement,Kenai,2010,0.9015708449980472,Age1.4,0.4801870174198819
Escapement,Kenai,2011,1.0029663472332842,Age1.4,0.4687307200830607
Escapement,Kenai,2012,1.1043618494685212,Age1.4,0.4571917538344565
Escapement,Kenai,2013,1.205757351703758,Age1.4,0.4455862452859063
Escapement,Kenai,2014,1.3071528539389952,Age1.4,0.43393064205234105
Escapement,Kenai,2015,1.4085483561742322,Age1.4,0.42224163693224387
Escapement,South,1980,-2.140294222059062,Age1.4,0.47798718532929924
Escapement,South,1981,-2.0388987198238255,Age1.4,0.4626551000320014
Escapement,South,1982,-1.9375032175885882,Age1.4,0.4473185113448733
Escapement,South,1983,-1.8361077153533514,Age1.4,0.43200413656866316
Escapement,South,1984,-1.7347122131181143,Age1.4,0.416738724797268
Escapement,South,1985,-1.6333167108828774,Age1.4,0.40154887102063525
Escapement,South,1986,-1.5319212086476404,Age1.4,0.3864608301590071
Escapement,South,1987,-1.4305257064124035,Age1.4,0.37150033371112196
Escapement,South,1988,-1.3291302041771664,Age1.4,0.35669241168538923
Escapement,South,1989,-1.2277347019419294,Age1.4,0.3420612224095602
Escapement,South,1990,-1.1263391997066925,Age1.4,0.3276298926837294
Escapement,South,1991,-1.0249436974714554,Age1.4,0.31342037055833893
Escapement,South,1992,-0.9235481952362184,Age1.4,0.2994532927898439
Escapement,South,1993,-0.8221526930009815,Age1.4,0.28574786875994224
Escapement,South,1994,-0.7207571907657445,Age1.4,0.2723217823489816
Escapement,South,1995,-0.6193616885305075,Age1.4,0.2591911129401282
Escapement,South,1996,-0.5179661862952706,Age1.4,0.24637027640804107
Escapement,South,1997,-0.41657068406003356,Age1.4,0.23387198662352665
Escapement,South,1998,-0.3151751818247966,Age1.4,0.2217072376923832
Escapement,South,1999,-0.2137796795895596,Age1.4,0.20988530684922485
Escapement,South,2000,-0.11238417735432261,Age1.4,0.1984137776502822
Escapement,South,2001,-0.010988675119085634,Age1.4,0.18729858285529427
Escapement,South,2002,0.09040682711615135,Age1.4,0.17654406615695661
Escapement,South,2003,0.19180232935138833,Age1.4,0.16615306170305502
Escapement,South,2004,0.2931978315866253,Age1.4,0.15612699015399448
Escapement,South,2005,0.3945933338218623,Age1.4,0.14646596981598445
Escapement,South,2006,0.4959888360570993,Age1.4,0.13716894117343875
Escapement,South,2007,0.5973843382923363,Age1.4,0.1282338028962039
Escapement,South,2008,0.6987798405275732,Age1.4,0.11965755709956312
Escapement,South,2009,0.8001753427628102,Age1.4,0.1114364612695052
Escapement,South,2010,0.9015708449980472,Age1.4,0.1035661838179005
Escapement,South,2011,1.0029663472332842,Age1.4,0.09604195969517453
Escapement,South,2012,1.1043618494685212,Age1.4,0.08885874186841988
Escapement,South,2013,1.205757351703758,Age1.4,0.0820113437975718
