Component,Region,ReturnYear,zReturnYear,Age,Prop
Sport Harvest,Kenai,2003,0.19180232935138833,Age1.1,0.016617380355264062
Sport Harvest,Kenai,2004,0.2931978315866253,Age1.1,0.017847027155848155
Sport Harvest,Kenai,2005,0.3945933338218623,Age1.1,0.019155393368125623
Sport Harvest,Kenai,2006,0.4959888360570993,Age1.1,0.020546258236916724
Sport Harvest,Kenai,2007,0.5973843382923363,Age1.1,0.022023461588067065
Sport Harvest,Kenai,2008,0.6987798405275732,Age1.1,0.02359089328606895
Sport Harvest,Kenai,2009,0.8001753427628102,Age1.1,0.025252481745220996
Sport Harvest,Kenai,2010,0.9015708449980472,Age1.1,0.02701218153057321
Sport Harvest,Kenai,2011,1.0029663472332842,Age1.1,0.0288739600977308
Sport Harvest,Kenai,2012,1.1043618494685212,Age1.1,0.03084178373352216
Sport Harvest,Kenai,2013,1.205757351703758,Age1.1,0.03291960277232687
Sport Harvest,Kenai,2014,1.3071528539389952,Age1.1,0.0351113361752426
Sport Harvest,Kenai,2015,1.4085483561742322,Age1.1,0.0374208555709711
Sport Harvest,South,1980,-2.140294222059062,Age1.1,3.8705845927578073e-4
Sport Harvest,South,1981,-2.0388987198238255,Age1.1,4.646819023906088e-4
Sport Harvest,South,1982,-1.9375032175885882,Age1.1,5.573059458055538e-4
Sport Harvest,South,1983,-1.8361077153533514,Age1.1,6.677049448485091e-4
Sport Harvest,South,1984,-1.7347122131181143,Age1.1,7.991402915816902e-4
Sport Harvest,South,1985,-1.6333167108828774,Age1.1,9.554406615493698e-4
Sport Harvest,South,1986,-1.5319212086476404,Age1.1,0.0011410944329654736
Sport Harvest,South,1987,-1.4305257064124035,Age1.1,0.0013613559010590267
Sport Harvest,South,1988,-1.3291302041771664,Age1.1,0.0016223670703651816
Sport Harvest,South,1989,-1.2277347019419294,Age1.1,0.0019312969657999625
Sport Harvest,South,1990,-1.1263391997066925,Age1.1,0.002296500551522985
Sport Harvest,South,1991,-1.0249436974714554,Age1.1,0.0027276994737541822
Sport Harvest,South,1992,-0.9235481952362184,Age1.1,0.003236186934500776
Sport Harvest,South,1993,-0.8221526930009815,Age1.1,0.0038350590367290664
Sport Harvest,South,1994,-0.7207571907657445,Age1.1,0.004539474890081356
Sport Harvest,South,1995,-0.6193616885305075,Age1.1,0.005366947593266571
Sport Harvest,South,1996,-0.5179661862952706,Age1.1,0.006337667867466381
Sport Harvest,South,1997,-0.41657068406003356,Age1.1,0.007474861544231094
Sport Harvest,South,1998,-0.3151751818247966,Age1.1,0.008805181235827518
Sport Harvest,South,1999,-0.2137796795895596,Age1.1,0.010359131242846431
Sport Harvest,South,2000,-0.11238417735432261,Age1.1,0.012171522971114911
Sport Harvest,South,2001,-0.010988675119085634,Age1.1,0.014281955706391382
Sport Harvest,South,2002,0.09040682711615135,Age1.1,0.016735314382543127
Sport Harvest,South,2003,0.19180232935138833,Age1.1,0.019582271817061812
Sport Harvest,South,2004,0.2931978315866253,Age1.1,0.022879777617036898
Sport Harvest,South,2005,0.3945933338218623,Age1.1,0.026691509439059104
Sport Harvest,South,2006,0.4959888360570993,Age1.1,0.031088254428909824
Sport Harvest,South,2007,0.5973843382923363,Age1.1,0.03614817947915774
Sport Harvest,South,2008,0.6987798405275732,Age1.1,0.04195693859344914
Sport Harvest,South,2009,0.8001753427628102,Age1.1,0.0486075545477426
Sport Harvest,South,2010,0.9015708449980472,Age1.1,0.056200000948239015
Sport Harvest,South,2011,1.0029663472332842,Age1.1,0.06484040091633679
Sport Harvest,South,2012,1.1043618494685212,Age1.1,0.07463975175511872
Sport Harvest,South,2013,1.205757351703758,Age1.1,0.08571208346725213
Sport Harvest,South,2014,1.3071528539389952,Age1.1,0.09817196590381634
Sport Harvest,South,2015,1.4085483561742322,Age1.1,0.11213129806795898
Escapement,North,1980,-2.140294222059062,Age1.2,0.12989912948454813
Escapement,North,1981,-2.0388987198238255,Age1.2,0.13531526936050178
Escapement,North,1982,-1.9375032175885882,Age1.2,0.14085867095100207
Escapement,North,1983,-1.8361077153533514,Age1.2,0.1465257512734664
Escapement,North,1984,-1.7347122131181143,Age1.2,0.15231249579948133
Escapement,North,1985,-1.6333167108828774,Age1.2,0.1582144578963072
Escapement,North,1986,-1.5319212086476404,Age1.2,0.16422675855059368
Escapement,North,1987,-1.4305257064124035,Age1.2,0.17034408587559202
Escapement,North,1988,-1.3291302041771664,Age1.2,0.17656069382542267
Escapement,North,1989,-1.2277347019419294,Age1.2,0.1828703994622345
Escapement,North,1990,-1.1263391997066925,Age1.2,0.1892665780452557
Escapement,North,1991,-1.0249436974714554,Age1.2,0.19574215513570442
Escapement,North,1992,-0.9235481952362184,Age1.2,0.20228959483930692
Escapement,North,1993,-0.8221526930009815,Age1.2,0.20890088323994555
Escapement,North,1994,-0.7207571907657445,Age1.2,0.21556750601517724
Escapement,North,1995,-0.6193616885305075,Age1.2,0.2222804191689125
Escapement,North,1996,-0.5179661862952706,Age1.2,0.22903001177087773
Escapement,North,1997,-0.41657068406003356,Age1.2,0.23580605955994846
Escapement,North,1998,-0.3151751818247966,Age1.2,0.24259766825350093
Escapement,North,1999,-0.2137796795895596,Age1.2,0.2493932054135356
Escapement,North,2000,-0.11238417735432261,Age1.2,0.2561802197603937
Escapement,North,2001,-0.010988675119085634,Age1.2,0.2629453469066887
Escapement,North,2002,0.09040682711615135,Age1.2,0.2696742006208547
Escapement,North,2003,0.19180232935138833,Age1.2,0.2763512489382105
Escapement,North,2004,0.2931978315866253,Age1.2,0.2829596747384591
Escapement,North,2005,0.3945933338218623,Age1.2,0.28948122082746475
Escapement,North,2006,0.4959888360570993,Age1.2,0.2958960201282024
Escapement,North,2007,0.5973843382923363,Age1.2,0.30218241233608883
Escapement,North,2008,0.6987798405275732,Age1.2,0.3083167493669033
Escapement,North,2009,0.8001753427628102,Age1.2,0.31427319316358104
Escapement,North,2010,0.9015708449980472,Age1.2,0.32002351097403603
Escapement,North,2011,1.0029663472332842,Age1.2,0.3255368751045781
Escapement,North,2012,1.1043618494685212,Age1.2,0.3307796764206014
Escapement,North,2013,1.205757351703758,Age1.2,0.3357153635161293
Escapement,North,2014,1.3071528539389952,Age1.2,0.34030432248154086
Escapement,North,2015,1.4085483561742322,Age1.2,0.3445038154897574
Escapement,Kenai,1980,-2.140294222059062,Age1.2,0.0514134588171056
Escapement,Kenai,1981,-2.0388987198238255,Age1.2,0.05425097614456144
Escapement,Kenai,1982,-1.9375032175885882,Age1.2,0.057221841802844925
Escapement,Kenai,1983,-1.8361077153533514,Age1.2,0.06033018409286462
Escapement,Kenai,1984,-1.7347122131181143,Age1.2,0.06358005417145464
Escapement,Kenai,1985,-1.6333167108828774,Age1.2,0.06697540188602169
Escapement,Kenai,1986,-1.5319212086476404,Age1.2,0.07052004995026691
Escapement,Kenai,1987,-1.4305257064124035,Age1.2,0.07421766650878833
Escapement,Kenai,1988,-1.3291302041771664,Age1.2,0.07807173616276182
Escapement,Kenai,1989,-1.2277347019419294,Age1.2,0.0820855295554283
Escapement,Kenai,1990,-1.1263391997066925,Age1.2,0.0862620716445971
Escapement,Kenai,1991,-1.0249436974714554,Age1.2,0.09060410881954785
Escapement,Kenai,1992,-0.9235481952362184,Age1.2,0.09511407505121015
Escapement,Kenai,1993,-0.8221526930009815,Age1.2,0.09979405729691655
Escapement,Kenai,1994,-0.7207571907657445,Age1.2,0.10464576041380369
Escapement,Kenai,1995,-0.6193616885305075,Age1.2,0.10967047186751128
Escapement,Kenai,1996,-0.5179661862952706,Age1.2,0.11486902655447065
Escapement,Kenai,1997,-0.41657068406003356,Age1.2,0.12024177208605945
Escapement,Kenai,1998,-0.3151751818247966,Age1.2,0.1257885349103716
Escapement,Kenai,1999,-0.2137796795895596,Age1.2,0.13150858767146745
Escapement,Kenai,2000,-0.11238417735432261,Age1.2,0.13740061822581434
Escapement,Kenai,2001,-0.010988675119085634,Age1.2,0.1434627007503237
Escapement,Kenai,2002,0.09040682711615135,Age1.2,0.1496922693850585
Escapement,Kenai,2003,0.19180232935138833,Age1.2,0.15608609485551814
Escapement,Kenai,2004,0.2931978315866253,Age1.2,0.16264026451369273
Escapement,Kenai,2005,0.3945933338218623,Age1.2,0.16935016622321497
Escapement,Kenai,2006,0.4959888360570993,Age1.2,0.17621047649149926
Escapement,Kenai,2007,0.5973843382923363,Age1.2,0.18321515322049384
Escapement,Kenai,2008,0.6987798405275732,Age1.2,0.1903574334075646
Escapement,Kenai,2009,0.8001753427628102,Age1.2,0.19762983607928747
Escapement,Kenai,2010,0.9015708449980472,Age1.2,0.2050241706840248
Escapement,Kenai,2011,1.0029663472332842,Age1.2,0.2125315511048341
Escapement,Kenai,2012,1.1043618494685212,Age1.2,0.22014241538349047
Escapement,Kenai,2013,1.205757351703758,Age1.2,0.22784655117044508
Escapement,Kenai,2014,1.3071528539389952,Age1.2,0.235633126835839
Escapement,Kenai,2015,1.4085483561742322,Age1.2,0.24349072809489744
Escapement,South,1980,-2.140294222059062,Age1.2,0.07671918210438045
Escapement,South,1981,-2.0388987198238255,Age1.2,0.08213855416982377
Escapement,South,1982,-1.9375032175885882,Age1.2,0.08784328337193274
Escapement,South,1983,-1.8361077153533514,Age1.2,0.09383861387729028
Escapement,South,1984,-1.7347122131181143,Age1.2,0.10012891876708485
Escapement,South,1985,-1.6333167108828774,Age1.2,0.10671760413643674
Escapement,South,1986,-1.5319212086476404,Age1.2,0.11360700980349597
Escapement,South,1987,-1.4305257064124035,Age1.2,0.12079830604594417
Escapement,South,1988,-1.3291302041771664,Age1.2,0.1282913855452741
Escapement,South,1989,-1.2277347019419294,Age1.2,0.1360847494568871
Escapement,South,1990,-1.1263391997066925,Age1.2,0.14417538624170423
Escapement,South,1991,-1.0249436974714554,Age1.2,0.15255864159988286
Escapement,South,1992,-0.9235481952362184,Age1.2,0.16122807754937346
Escapement,South,1993,-0.8221526930009815,Age1.2,0.17017531840496386
Escapement,South,1994,-0.7207571907657445,Age1.2,0.17938988115512441
Escapement,South,1995,-0.6193616885305075,Age1.2,0.18885898752804078
Escapement,South,1996,-0.5179661862952706,Age1.2,0.19856735491547867
Escapement,South,1997,-0.41657068406003356,Age1.2,0.20849696332327064
Escapement,South,1998,-0.3151751818247966,Age1.2,0.21862679569077803
Escapement,South,1999,-0.2137796795895596,Age1.2,0.22893254933218768
Escapement,South,2000,-0.11238417735432261,Age1.2,0.23938631697842183
Escapement,South,2001,-0.010988675119085634,Age1.2,0.24995623703476236
Escapement,South,2002,0.09040682711615135,Age1.2,0.26060611432802844
Escapement,South,2003,0.19180232935138833,Age1.2,0.27129501492591723
Escapement,South,2004,0.2931978315866253,Age1.2,0.28197684170869214
Escapement,South,2005,0.3945933338218623,Age1.2,0.2925999014003092
Escapement,South,2006,0.4959888360570993,Age1.2,0.303106478848603
Escapement,South,2007,0.5973843382923363,Age1.2,0.31343244056884906
Escapement,South,2008,0.6987798405275732,Age1.2,0.32350689694166446
Escapement,South,2009,0.8001753427628102,Age1.2,0.3332519608669918
Escapement,South,2010,0.9015708449980472,Age1.2,0.3425826498105805
Escapement,South,2011,1.0029663472332842,Age1.2,0.3514069874588541
Escapement,South,2012,1.1043618494685212,Age1.2,0.359626369694333
Escapement,South,2013,1.205757351703758,Age1.2,0.367136265971328
Escapement,South,2014,1.3071528539389952,Age1.2,0.37382732961539755
Escapement,South,2015,1.4085483561742322,Age1.2,0.37958698688543546
Sport Harvest,North,1980,-2.140294222059062,Age1.2,0.09504904709861248
Sport Harvest,North,1981,-2.0388987198238255,Age1.2,0.0991787306806125
Sport Harvest,North,1982,-1.9375032175885882,Age1.2,0.10342003489122834
Sport Harvest,North,1983,-1.8361077153533514,Age1.2,0.1077713457207823
Sport Harvest,North,1984,-1.7347122131181143,Age1.2,0.1122307235881851
Sport Harvest,North,1985,-1.6333167108828774,Age1.2,0.11679589716213663
Sport Harvest,North,1986,-1.5319212086476404,Age1.2,0.12146425731404305
Sport Harvest,North,1987,-1.4305257064124035,Age1.2,0.126232850885818
Sport Harvest,North,1988,-1.3291302041771664,Age1.2,0.13109837389304654
Sport Harvest,North,1989,-1.2277347019419294,Age1.2,0.1360571637185129
Sport Harvest,North,1990,-1.1263391997066925,Age1.2,0.14110518978330763
Sport Harvest,North,1991,-1.0249436974714554,Age1.2,0.14623804211317357
Sport Harvest,North,1992,-0.9235481952362184,Age1.2,0.1514509171470601
Sport Harvest,North,1993,-0.8221526930009815,Age1.2,0.15673860006383078
Sport Harvest,North,1994,-0.7207571907657445,Age1.2,0.16209544283273164
Sport Harvest,North,1995,-0.6193616885305075,Age1.2,0.1675153371249506
Sport Harvest,North,1996,-0.5179661862952706,Age1.2,0.17299168115920047
Sport Harvest,North,1997,-0.41657068406003356,Age1.2,0.1785173394962661
Sport Harvest,North,1998,-0.3151751818247966,Age1.2,0.18408459474925776
Sport Harvest,North,1999,-0.2137796795895596,Age1.2,0.18968509014251586
Sport Harvest,North,2000,-0.11238417735432261,Age1.2,0.1953097618388669
Sport Harvest,North,2001,-0.010988675119085634,Age1.2,0.2009487599703846
Sport Harvest,North,2002,0.09040682711615135,Age1.2,0.20659135736258705
Sport Harvest,North,2003,0.19180232935138833,Age1.2,0.21222584504977482
Sport Harvest,North,2004,0.2931978315866253,Age1.2,0.21783941385731675
Sport Harvest,North,2005,0.3945933338218623,Age1.2,0.2234180215966951
Sport Harvest,North,2006,0.4959888360570993,Age1.2,0.22894624580739942
Sport Harvest,North,2007,0.5973843382923363,Age1.2,0.23440712251782841
Sport Harvest,North,2008,0.6987798405275732,Age1.2,0.23978197222190287
Sport Harvest,North,2009,0.8001753427628102,Age1.2,0.24505021522036186
Sport Harvest,North,2010,0.9015708449980472,Age1.2,0.2501891797000772
Sport Harvest,North,2011,1.0029663472332842,Age1.2,0.2551739074657567
Sport Harvest,North,2012,1.1043618494685212,Age1.2,0.259976964136165
Sport Harvest,North,2013,1.205757351703758,Age1.2,0.26456826289969054
Sport Harvest,North,2014,1.3071528539389952,Age1.2,0.2689149135974967
Sport Harvest,North,2015,1.4085483561742322,Age1.2,0.27298111193563757
Sport Harvest,Kenai,1980,-2.140294222059062,Age1.2,0.03648701206480463
Sport Harvest,Kenai,1981,-2.0388987198238255,Age1.2,0.03854469741567247
Sport Harvest,Kenai,1982,-1.9375032175885882,Age1.2,0.040703525699541235
Sport Harvest,Kenai,1983,-1.8361077153533514,Age1.2,0.042967115091148186
Sport Harvest,Kenai,1984,-1.7347122131181143,Age1.2,0.045339084965254184
Sport Harvest,Kenai,1985,-1.6333167108828774,Age1.2,0.04782304136010311
Sport Harvest,Kenai,1986,-1.5319212086476404,Age1.2,0.05042256110092178
Sport Harvest,Kenai,1987,-1.4305257064124035,Age1.2,0.05314117456237409
Sport Harvest,Kenai,1988,-1.3291302041771664,Age1.2,0.05598234706048117
Sport Harvest,Kenai,1989,-1.2277347019419294,Age1.2,0.058949458877798296
Sport Harvest,Kenai,1990,-1.1263391997066925,Age1.2,0.06204578394062808
Sport Harvest,Kenai,1991,-1.0249436974714554,Age1.2,0.06527446718374816
Sport Harvest,Kenai,1992,-0.9235481952362184,Age1.2,0.06863850065648323
Sport Harvest,Kenai,1993,-0.8221526930009815,Age1.2,0.07214069844389193
Sport Harvest,Kenai,1994,-0.7207571907657445,Age1.2,0.07578367049821572
