"","Site","Year","maxWkJA","meanWkJA","maxWkJJA","meanWkJJA","wksGT15","wksGT18","cumDD","wksGT16","wksGT21","wksGT13","wksGT10","ASON_avg","ASON_max","MJJA_avg","MJJA_max","RB_ASON","MDIS_MJJA","RB_MJ","Population"
"254","Little Susitna",1985,11.1902202104939,9.69337030383584,11.1902202104939,9.15376927721692,0,0,1220.42670106994,0,0,0,5,78.929162444,139.58739651,65.831627225,119.08594519,0.1490716,641,0.0805827,"LittleSusitna"
"255","Little Susitna",1986,10.7926194540378,9.16063726413981,11.0498905317447,9.27405185900193,0,0,1289.84311549121,0,0,0,3,107.80749391,121.52957564,67.128230134,121.52957564,0.1853568,277,0.06017491,"LittleSusitna"
"256","Little Susitna",1987,11.8684803244483,9.86748305339501,11.8684803244483,9.41939331199217,0,0,1297.86529545971,0,0,0,2,72.798361052,93.303896805,52.771189637,78.703120544,0.1128271,398,0.03239102,"LittleSusitna"
"257","Little Susitna",1988,11.9386451638229,10.332649951471,11.9386451638229,9.99574734971207,0,0,1374.48530005676,0,0,0,5,80.553167379,123.71033726,62.648851363,123.71033726,0.08222212,339,0.03507498,"LittleSusitna"
"258","Little Susitna",1989,11.7983154850737,10.400216093091,11.7983154850737,10.0291591779857,0,0,1382.6711979838,0,0,0,7,108.41748933,142.34069445,88.613143166,142.34069445,0.06941555,364,0.04572295,"LittleSusitna"
"259","Little Susitna",1990,12.733846676735,10.4651835369564,12.733846676735,10.5420307419857,0,0,1416.39709744319,0,0,0,6,95.135196806,192.97907588,55.448010005,94.043316164,0.1907375,409,0.06522832,"LittleSusitna"
"260","Little Susitna",1991,10.9563374125786,9.6154093711974,12.1023631223636,9.7134174008,0,0,1342.88773405841,0,0,0,3,76.013136548,105.21641792,59.116305922,105.21641792,0.05548937,320,0.04706177,"LittleSusitna"
"261","Little Susitna",1992,11.5176561275753,9.79731821402041,11.5176561275753,9.7050644437316,0,0,1193.57695586926,0,0,0,5,81.681258673,99.994452402,54.034676102,99.994452402,0.06376169,279,0.04327197,"LittleSusitna"
"262","Little Susitna",1993,12.2894693606959,10.5145587942941,12.2894693606959,10.341559772344,0,0,1400.51645546474,0,0,0,5,126.49079943,173.83718418,65.050252074,158.26609842,0.1010461,298,0.06967734,"LittleSusitna"
"263","Little Susitna",1994,11.8918686042398,10.2780772986241,11.8918686042398,9.99574734971206,0,0,1364.82594050286,0,0,0,6,65.879582419,87.596320457,44.756481011,60.985617694,0.1317976,345,0.04144294,"LittleSusitna"
"264","Little Susitna",1995,11.3071616094515,10.1377476198749,11.3071616094515,9.81198229420716,0,0,1394.38453370774,0,0,0,4,61.173650174,102.26534768,75.798959179,108.47163606,0.08230542,352,0.04564257,"LittleSusitna"
"265","Little Susitna",1996,12.0555865627806,9.84409477360349,12.0555865627806,9.71007621797264,0,0,1331.42747696055,0,0,0,4,69.934913132,106.89576001,55.814529405,106.89576001,0.06763054,207,0.06641604,"LittleSusitna"
"266","Little Susitna",1997,13.0612825938164,10.852389502394,13.3419419513148,10.6857016035623,0,0,1464.20274133708,0,0,1,7,77.676474653,145.87854563,67.602221188,145.87854563,0.1654454,282,0.07003133,"LittleSusitna"
"267","Little Susitna",1998,10.6289014954971,9.22560470800519,11.634597526533,9.23562825648728,0,0,1268.06862700529,0,0,0,3,61.263841413,129.50360117,83.429981065,129.50360117,0.09650271,353,0.09815478,"LittleSusitna"
"268","Little Susitna",1999,12.6636818373604,10.0519905939727,12.6636818373604,9.87546476792704,0,0,1353.85683728063,0,0,0,4,86.478422495,137.42142317,79.819385351,137.42142317,0.104848,281,0.05114833,"LittleSusitna"
"269","Little Susitna",2000,10.9563374125786,9.39971745756437,11.5176561275753,9.4511345488521,0,0,1265.2854217101,0,0,0,2,70.013735066,94.531316023,56.934147307,88.090048095,0.1390637,394,0.03793534,"LittleSusitna"
"270","Little Susitna",2001,11.4708795679923,10.2962681829064,11.9386451638229,10.3348774066893,0,0,1389.87478815959,0,0,0,6,41.652123341,51.8097486,63.481400454,172.57295312,0.06725179,306,0.03745358,"LittleSusitna"
"271","Little Susitna",2002,13.0378943140249,10.6990663348717,13.0378943140249,10.5119600965395,0,0,1469.27799805184,0,0,1,5,102.86454541,130.03552249,60.926725281,130.03552249,0.09771987,312,0.09781738,"LittleSusitna"
"272","Little Susitna",2003,13.6693778683963,11.4838730567653,13.6693778683963,11.2369967700769,0,0,1561.12377279319,0,0,1,8,88.470327796,99.986828567,61.84594934,99.986828567,0.09410072,367,0.05932478,"LittleSusitna"
"273","Little Susitna",2004,13.0378943140249,11.6086105489868,13.0378943140249,11.2704085983506,0,0,1494.32684570857,0,0,1,8,102.48123848,181.76207637,41.424320007,59.610167542,0.1192353,267,0.07007145,"LittleSusitna"
"274","Little Susitna",2005,12.2426928011128,10.8212051293386,12.2426928011128,10.7124310661812,0,0,1511.02607747973,0,0,0,7,85.644686075,163.75674561,48.583367525,102.92759423,0.1168613,736,0.03758927,"LittleSusitna"
"275","Little Susitna",2006,11.0265022519532,9.7765286319835,11.0265022519532,9.49958169984885,0,0,1356.80376053437,0,0,0,5,101.37951476,224.80056834,90.785886403,224.80056834,0.2209911,385,0.07401093,"LittleSusitna"
"276","Little Susitna",2007,11.5176561275753,10.2962681829064,11.5176561275753,10.1210417057381,0,0,1406.73773788929,0,0,0,4,81.574408017,139.63666505,54.338806018,82.355715791,0.1068899,307,0.04515138,"LittleSusitna"
"277","Little Susitna",2008,10.5119600965395,9.40231615531899,10.5119600965395,9.11701626611594,0,0,1265.94029354427,0,0,0,2,64.496590795,93.448564909,51.052404567,96.527669208,0.06689799,523,0.03411471,"LittleSusitna"
"278","Little Susitna",2009,12.9677294746503,10.3612356267718,12.9677294746503,9.95231197295635,0,0,1391.34824978646,0,0,0,5,61.859015564,95.566538658,50.141345591,95.566538658,0.08764106,536,0.04194698,"LittleSusitna"
"279","Little Susitna",2010,11.2369967700769,9.7947195162658,11.2369967700769,9.58478186194657,0,0,1366.79055600535,0,0,0,4,70.945544293,110.60826938,71.277024273,112.09412563,0.09799372,301,0.1062616,"LittleSusitna"
"280","Little Willow",1980,13.5075346741915,10.927139053845,13.5075346741915,10.4848320041675,0,0,1435.68842767094,0,0,1,6,81.146979726,114.36753114,106.86734457,125.58901823,0.1985549,658,0.05356676,"LittleWillow"
"281","Little Willow",1981,12.0139639431208,10.7416629499865,12.1018210449485,10.553862584175,0,0,1465.61841369357,0,0,0,8,112.39141941,188.15469465,123.60424019,188.15469465,0.1209975,380,0.07345195,"LittleWillow"
"282","Little Willow",1982,11.7211069370285,11.054043756485,11.8382497394654,10.5120258690189,0,0,1391.40844834978,0,0,0,8,105.70005028,180.27020954,76.14891749,117.62553244,0.1335746,543,0.04145163,"LittleWillow"
"283","Little Willow",1983,12.8339635601792,10.9336469873137,13.1561062668807,10.997331764829,0,0,1453.31841943769,0,0,0,6,95.706546382,157.89624402,68.94930646,157.89624402,0.1000277,497,0.07139947,"LittleWillow"
"284","Little Willow",1984,12.7461064583515,11.0377739228132,12.7461064583515,10.7902400248066,0,0,1506.20839473796,0,0,0,7,67.783546644,141.2898075,78.46184301,141.2898075,0.1644919,497,0.04350167,"LittleWillow"
"285","Little Willow",1985,13.068249165053,11.1939643260624,13.068249165053,10.5183013762923,0,0,1376.2384554342,0,0,1,6,94.677188267,172.17988919,76.691786843,132.58996623,0.1490716,641,0.0805827,"LittleWillow"
"286","Little Willow",1986,12.5703922546961,10.5269011455188,12.8925349613977,10.6689135508541,0,0,1463.15841484239,0,0,0,5,125.98149825,137.56685271,80.183173452,137.56685271,0.1853568,277,0.06017491,"LittleWillow"
"287","Little Willow",1987,13.9175344827207,11.4119800972644,13.9175344827207,10.8509032617829,0,0,1473.20341015136,0,0,1,8,84.140331446,109.04088807,64.573031512,98.935332189,0.1128271,398,0.03239102,"LittleWillow"
"288","Little Willow",1988,14.0053915845484,11.9944401427146,14.0053915845484,11.5725865982246,0,0,1569.14336534719,0,0,3,8,91.51390016,135.73217484,74.22508971,135.73217484,0.08222212,339,0.03507498,"LittleWillow"
"289","Little Willow",1989,13.829677380893,12.079043277808,13.829677380893,11.6144233133806,0,0,1579.39336056042,0,0,2,8,126.13538609,164.07182911,104.36101969,164.07182911,0.06941555,364,0.04572295,"LittleWillow"
"290","Little Willow",1990,15.0011054052621,12.1603924461669,15.0011054052621,12.2566168910258,1,0,1621.62334083893,0,0,3,8,112.35956357,224.29882201,68.079229593,109.95303733,0.1907375,409,0.06522832,"LittleWillow"
"291","Little Willow",1991,12.7753921589607,11.0963453240316,14.210391488813,11.219066355156,0,0,1529.57838382412,0,0,0,8,85.167982908,114.83285353,67.548948535,114.83285353,0.05548937,320,0.04706177,"LittleWillow"
"292","Little Willow",1992,13.4782489735822,11.3241229954367,13.4782489735822,11.208607176367,0,0,1342.61847113481,0,0,1,7,96.065379341,110.74640033,63.366105534,108.52081032,0.06376169,279,0.04327197,"LittleWillow"
"293","Little Willow",1993,14.4446770936868,12.2222178141198,14.4446770936868,12.0055966000896,0,0,1601.73835012526,0,0,4,8,151.48680223,215.18142861,76.157113987,177.94298453,0.1010461,298,0.06967734,"LittleWillow"
"294","Little Willow",1994,13.9468201833299,11.9261068412931,13.9468201833299,11.5725865982246,0,0,1557.04837099558,0,0,2,7,78.727156296,115.13803817,54.848815172,73.550737143,0.1317976,345,0.04144294,"LittleWillow"
"295","Little Willow",1995,13.2146776680992,11.7503926376377,13.2146776680992,11.3424846648663,0,0,1600.66556375058,0,0,1,9,69.607746143,118.0513199,89.579915259,128.97005534,0.08230542,352,0.04564257,"LittleWillow"
"296","Little Willow",1996,14.1518200875945,11.3826943966552,14.1518200875945,11.2148826836404,0,0,1515.2283905256,0,0,2,8,81.366947072,124.14323121,67.797411361,124.14323121,0.06763054,207,0.06641604,"LittleWillow"
"297","Little Willow",1997,15.4111052137914,12.6452334895864,15.7625336211021,12.4365147661968,2,0,1681.48331288419,0,0,3,9,87.494396965,162.82007547,77.428470882,162.82007547,0.1654454,282,0.07003133,"LittleWillow"
"298","Little Willow",1998,12.3653923504315,10.6082503138778,13.6246774766284,10.6208013284246,0,0,1435.8934275752,0,0,0,6,71.022241886,147.40818345,100.87741102,147.40818345,0.09650271,353,0.09815478,"LittleWillow"
"299","Little Willow",1999,14.9132483034345,11.6430117354039,14.9132483034345,11.4219744236628,0,0,1543.31337740985,0,0,1,7,95.955754735,151.10327251,94.415360933,151.10327251,0.104848,281,0.05114833,"LittleWillow"
"300","Little Willow",2000,12.7753921589607,10.8262660850798,13.4782489735822,10.8906481411811,0,0,1432.4084292027,0,0,0,7,83.574841963,111.41640109,68.156244077,104.83699776,0.1390637,394,0.03793534,"LittleWillow"
"301","Little Willow",2001,13.4196775723638,11.9488846084336,14.0053915845484,11.9972292570584,0,0,1588.41335634806,0,0,1,9,47.919580539,61.918062327,75.690895258,204.53680771,0.06725179,306,0.03745358,"LittleWillow"
"302","Little Willow",2002,15.3818195131821,12.4532494522592,15.3818195131821,12.2189638473854,1,0,1687.8383099164,0,0,3,10,115.47469153,146.18810507,72.715980586,146.18810507,0.09771987,312,0.09781738,"LittleWillow"
"303","Little Willow",2003,16.1725334296313,13.4359474060356,16.1725334296313,13.1268205662715,2,0,1802.84325620884,1,0,5,10,103.19404932,123.15681456,74.781814547,112.41284827,0.09410072,367,0.05932478,"LittleWillow"
"304","Little Willow",2004,15.3818195131821,13.5921378092848,15.3818195131821,13.1686572814275,2,0,1719.20329526888,0,0,8,9,120.91016737,202.73932956,49.979232947,72.642714559,0.1192353,267,0.07007145,"LittleWillow"
"305","Little Willow",2005,14.3861056924683,12.6061858887741,14.3861056924683,12.4699841383216,0,0,1740.11328550387,0,0,6,8,100.75686478,197.72044981,56.043531721,112.91968635,0.1168613,736,0.03758927,"LittleWillow"
"306","Little Willow",2006,12.8632492607884,11.2980912615619,12.8632492607884,10.9513113781573,0,0,1547.00337568661,0,0,0,7,113.84061768,249.88320688,105.84401354,249.88320688,0.2209911,385,0.07401093,"LittleWillow"
"307","Little Willow",2007,13.4782489735822,11.9488846084336,13.4782489735822,11.7294742800597,0,0,1609.52834648732,0,0,2,10,94.451203046,165.04939084,65.335949504,95.874190445,0.1068899,307,0.04515138,"LittleWillow"
"308","Little Willow",2008,12.2189638473854,10.8295200518142,12.2189638473854,10.4722809896207,0,0,1433.22842881976,0,0,0,9,74.448209786,105.6386571,60.633673129,110.28086857,0.06689799,523,0.03411471,"LittleWillow"
"309","Little Willow",2009,15.2939624113544,12.0302337767926,15.2939624113544,11.5181988685217,1,0,1590.25835548645,0,0,3,8,69.975972826,105.19524165,57.376822222,105.19524165,0.08764106,536,0.04194698,"LittleWillow"
"310","Little Willow",2010,13.1268205662715,11.3208690287024,13.1268205662715,11.0579950018052,0,0,1559.50836984676,0,0,1,9,84.136720046,124.84620719,84.075957618,130.81664487,0.09799372,301,0.1062616,"LittleWillow"
"311","Montana",1980,13.4046061848173,11.0018592608785,13.4046061848173,10.5900030731416,0,0,1469.99548272866,0,0,1,6,121.83259951,165.77678909,168.61794624,224.17647436,0.1985549,658,0.05356676,"Montana"
"312","Montana",1981,12.0138611178717,10.8291523571402,12.0956696512214,10.6542812064878,0,0,1497.86492308981,0,0,0,8,167.86306616,262.38330422,196.5480187,315.16598444,0.1209975,380,0.07345195,"Montana"
"313","Montana",1982,11.7411660067059,11.1200271423837,11.8502440511722,10.6153247620356,0,0,1428.76398192039,0,0,0,8,167.92260365,311.53613412,125.86871973,206.34214216,0.1335746,543,0.04145163,"Montana"
"314","Montana",1983,12.7774074291359,11.0079191522378,13.0773720514183,11.0672195176818,0,0,1486.41172842084,0,0,0,6,148.64039307,229.22292524,107.79241832,229.22292524,0.1000277,497,0.07139947,"Montana"
"315","Montana",1984,12.6955988957862,11.1048774139856,12.6955988957862,10.8743851176431,0,0,1535.66046549739,0,0,0,7,101.33133613,202.10747041,122.65664326,202.10747041,0.1644919,497,0.04350167,"Montana"
"316","Montana",1985,12.9955635180686,11.2503148066074,12.9955635180686,10.6211682287034,0,0,1414.638375162,0,0,0,6,157.50054799,316.74424096,117.41651741,185.27980376,0.1490716,641,0.0805827,"Montana"
"317","Montana",1986,12.5319818290867,10.6291759422853,12.8319464513691,10.7614114287315,0,0,1495.57428415601,0,0,0,5,200.14974179,217.17391235,129.89653045,237.77851098,0.1853568,277,0.06017491,"Montana"
"318","Montana",1987,13.7863793404494,11.4533211671419,13.7863793404494,10.9308719620989,0,0,1504.927726469,0,0,1,8,130.85561867,188.6547449,105.85922892,178.36322669,0.1128271,398,0.03239102,"Montana"
"319","Montana",1988,13.8681878737992,11.995681443794,13.8681878737992,11.6028706289003,0,0,1594.26264488692,0,0,3,8,139.80599804,187.96029704,116.58145913,187.96029704,0.08222212,339,0.03507498,"Montana"
"320","Montana",1989,13.7045708070997,12.0744600314641,13.7045708070997,11.6418270733526,0,0,1603.80697377772,0,0,1,9,198.46220959,251.44288108,160.56543008,237.55381909,0.06941555,364,0.04572295,"Montana"
"321","Montana",1990,14.795351251763,12.1502086734546,14.795351251763,12.2398084956948,0,0,1643.12960880783,0,0,3,8,180.28926102,375.01290918,113.09254672,166.8804131,0.1907375,409,0.06522832,"Montana"
"322","Montana",1991,12.7228684069028,11.1594164362188,14.0590744516153,11.2736886732788,0,0,1557.42153536842,0,0,0,8,126.77345499,170.9410551,102.81969098,183.25676896,0.05548937,320,0.04706177,"Montana"
"323","Montana",1992,13.3773366737007,11.3715126337922,13.3773366737007,11.2639495621657,0,0,1383.33297640017,0,0,1,7,145.77484855,161.83631768,98.984397959,147.34423504,0.06376169,279,0.04327197,"Montana"
"324","Montana",1993,14.2772305405479,12.2077776413674,14.2772305405479,12.0060698289812,0,0,1624.61361075968,0,0,4,8,243.75570905,394.5066016,116.6752602,252.67233722,0.1010461,298,0.06967734,"Montana"
"325","Montana",1994,13.813648851566,11.9320525845219,13.813648851566,11.6028706289003,0,0,1583.00033679577,0,0,2,7,120.46230975,162.81817073,89.799413677,130.61657249,0.1317976,345,0.04144294,"Montana"
"326","Montana",1995,13.1319110736515,11.7684355178225,13.1319110736515,11.3886101844129,0,0,1617.82564695008,0,0,1,10,110.89204996,199.80560345,142.00541836,215.36631709,0.08230542,352,0.04564257,"Montana"
"327","Montana",1996,14.0045354293821,11.4260516560254,14.0045354293821,11.2697930288335,0,0,1544.0594749213,0,0,2,8,125.96903425,184.47777529,110.54528791,184.47777529,0.06763054,207,0.06641604,"Montana"
"328","Montana",1997,15.1771244073951,12.601670579718,15.5043585407941,12.4073212068395,2,0,1698.86848953013,0,0,3,10,128.41699989,226.83836793,114.13462035,226.83836793,0.1654454,282,0.07003133,"Montana"
"329","Montana",1998,12.3410952512706,10.7049245842758,13.5136842292836,10.7166115176114,0,0,1470.18636930648,0,0,0,6,115.24767606,213.46831245,161.41667475,213.46831245,0.09650271,353,0.09815478,"Montana"
"330","Montana",1999,14.7135427184132,11.668447310395,14.7135427184132,11.4626274288722,0,0,1570.2109360821,0,0,1,7,145.33004653,207.40081539,148.31122131,207.40081539,0.104848,281,0.05114833,"Montana"
"331","Montana",2000,12.7228684069028,10.9079309448103,13.3773366737007,10.9678805843285,0,0,1466.9412974836,0,0,0,7,132.85545282,194.23599663,108.61468276,176.57564826,0.1390637,394,0.03793534,"Montana"
"332","Montana",2001,13.3227976514676,11.9532622042793,13.8681878737992,11.9982785400908,0,0,1612.20598320163,0,0,1,9,77.214127605,97.428851294,123.63822348,338.58222533,0.06725179,306,0.03745358,"Montana"
"333","Montana",2002,15.1498548962785,12.4229037846204,15.1498548962785,12.2047476956877,1,0,1704.78597344243,0,0,3,10,178.51760806,249.76445245,115.56501712,208.31601533,0.09771987,312,0.09781738,"Montana"
"334","Montana",2003,15.8861316964262,13.3379473798657,15.8861316964262,13.0501025403017,1,0,1811.87334359724,0,0,4,10,154.88635103,171.34615039,121.96687165,165.81015905,0.09410072,367,0.05932478,"Montana"
"335","Montana",2004,15.1498548962785,13.4833847724874,15.1498548962785,13.089058984754,1,0,1733.99161984828,0,0,7,9,186.64069043,322.76161937,78.974067104,111.05035887,0.1192353,267,0.07007145,"Montana"
"336","Montana",2005,14.2226915183147,12.5653112315625,14.2226915183147,12.4384863624013,0,0,1753.46205078552,0,0,5,8,161.46763055,353.7531489,83.842770357,152.67089122,0.1168613,736,0.03758927,"Montana"
"337","Montana",2006,12.8046769402525,11.3472730683552,12.8046769402525,11.0243674287843,0,0,1573.64689448278,0,0,0,7,171.77363169,346.66458218,159.96407223,346.66458218,0.2209911,385,0.07401093,"Montana"
"338","Montana",2007,13.3773366737007,11.9532622042793,13.3773366737007,11.7489572955963,0,0,1631.86730071669,0,0,2,10,147.25734728,286.10129521,105.51936349,172.15760566,0.1068899,307,0.04515138,"Montana"
"339","Montana",2008,12.2047476956877,10.9109608904899,12.2047476956877,10.5783161398059,0,0,1467.70484379487,0,0,0,9,117.04404676,172.93644624,97.696660726,175.3926521,0.06689799,523,0.03411471,"Montana"
"340","Montana",2009,15.0680463629288,12.0290108462698,15.0680463629288,11.5522272511124,1,0,1613.92396240198,0,0,3,9,103.83620217,144.63773091,85.207417951,144.63773091,0.08764106,536,0.04194698,"Montana"
"341","Montana",2010,13.0501025403018,11.3684826881126,13.0501025403018,11.1237063621376,0,0,1585.29097572957,0,0,1,9,124.97346017,174.03565128,132.35944954,214.88190728,0.09799372,301,0.1062616,"Montana"
"342","NF Campbell",1980,12.1148186149171,10.3948652051241,12.1148186149171,9.91661285393169,0,0,1353.01698127481,0,0,0,5,76.752926984,92.876295907,80.558434581,99.045586219,0.1985549,658,0.05356676,"Campbell"
"343","NF Campbell",1981,11.9919647999319,10.65081065301,11.9919647999319,10.3180815707584,0,0,1434.49977406376,0,0,0,7,100.92079278,152.56441133,94.21374147,152.56441133,0.1209975,380,0.07345195,"Campbell"
"344","NF Campbell",1982,10.9477073725576,10.3129626618007,10.9477073725576,9.84421685581541,0,0,1319.47788978385,0,0,0,6,89.747216068,152.63129018,51.645389536,82.89956948,0.1335746,543,0.04145163,"Campbell"
"345","NF Campbell",1983,12.6369473286043,11.0773863994864,12.6369473286043,10.8467917388197,0,0,1447.39942463721,0,0,0,6,82.402200888,112.12206503,48.20854623,112.12206503,0.1000277,497,0.07139947,"Campbell"
"346","NF Campbell",1984,13.312643311023,11.6575294146944,13.312643311023,11.5049371762405,0,0,1597.46535964165,0,0,1,7,60.59268308,109.01291866,57.242404686,109.01291866,0.1644919,497,0.04350167,"Campbell"
"347","NF Campbell",1985,12.299099337395,10.8521544053469,12.299099337395,10.0855368495364,0,0,1363.33670173357,0,0,0,7,70.542804446,129.81717103,59.136460524,102.04402148,0.1490716,641,0.0805827,"Campbell"
"348","NF Campbell",1986,12.4833800598728,10.5893837455174,12.4833800598728,10.3422135701305,0,0,1417.9452224945,0,0,0,6,104.66207488,105.19795051,58.279060825,104.03464248,0.1853568,277,0.06017491,"Campbell"
"349","NF Campbell",1987,13.1283625885452,11.0296099158811,13.1283625885452,10.2127783007711,0,0,1412.5703680889,0,0,1,6,77.462316953,97.79841662,44.634747013,67.981167951,0.1128271,398,0.03239102,"Campbell"
"350","NF Campbell",1988,12.5755204211117,11.1627015487817,12.5755204211117,10.7327131963335,0,0,1479.21856271838,0,0,0,7,78.98317402,110.05820457,53.960940372,110.05820457,0.08222212,339,0.03507498,"Campbell"
"351","NF Campbell",1989,13.0055087735599,11.845222743144,13.0055087735599,11.2372913650228,0,0,1548.66168163877,0,0,1,9,104.45332127,129.9377005,75.901715205,113.70542501,0.06941555,364,0.04572295,"Campbell"
"352","NF Campbell",1990,12.6983742360969,11.4527730563857,12.6983742360969,11.309687363139,0,0,1544.14680393806,0,0,0,8,94.453859078,199.38285761,46.723169641,75.827708234,0.1907375,409,0.06522832,"Campbell"
"353","NF Campbell",1991,11.7462571699615,10.7497762261925,12.6676607823506,10.5155252019846,0,0,1479.64855107083,0,0,0,8,79.286398165,101.54907193,54.990986856,93.604915326,0.05548937,320,0.04706177,"Campbell"
"354","NF Campbell",1992,12.3912396986339,11.2377788801616,12.3912396986339,10.9674517356802,0,0,1351.51202204125,0,0,0,7,81.199561276,95.077794127,47.6923594,88.618858149,0.06376169,279,0.04327197,"Campbell"
"355","NF Campbell",1993,13.9883392934417,12.2649732776768,13.9883392934417,11.7901335324562,0,0,1606.28012086683,0,0,4,9,119.78549953,161.99104338,55.266623885,133.39010222,0.1010461,298,0.06967734,"Campbell"
"356","NF Campbell",1994,13.0976491347989,11.664354626638,13.0976491347989,11.3118811812638,0,0,1531.67714171706,0,0,1,8,68.704642705,105.50727645,37.916776427,45.618855508,0.1317976,345,0.04144294,"Campbell"
"357","NF Campbell",1995,12.6369473286043,11.6131655370609,12.6369473286043,11.1012746412891,0,0,1602.84021404725,0,0,0,11,59.635507814,107.61854591,67.321325596,103.92663256,0.08230542,352,0.04564257,"Campbell"
"358","NF Campbell",1996,13.2819298572767,11.5141999638783,13.2819298572767,11.2131593656507,0,0,1517.7025202625,0,0,1,8,68.1594957,86.267697051,46.920338809,86.267697051,0.06763054,207,0.06641604,"Campbell"
"359","NF Campbell",1997,13.7119182097249,11.9305378924393,13.7119182097249,11.5027433581158,0,0,1566.07620991292,0,0,2,9,78.619873382,123.74801573,59.137679509,123.74801573,0.1654454,282,0.07003133,"Campbell"
"360","NF Campbell",1998,11.9305378924393,10.2788366020826,12.4526666061265,10.2083906645216,0,0,1410.85041467911,0,0,0,6,57.667423898,108.76326177,71.797789437,108.76326177,0.09650271,353,0.09815478,"Campbell"
"361","NF Campbell",1999,13.4662105797545,11.2207158503025,13.4662105797545,10.7371008325829,0,0,1460.51406938688,0,0,1,8,87.167254899,120.92191445,69.429379788,120.92191445,0.104848,281,0.05114833,"Campbell"
"362","NF Campbell",2000,11.9305378924393,10.4460542947013,12.299099337395,10.2566546632658,0,0,1377.52631736437,0,0,0,7,70.694247068,96.511868425,51.02884607,87.026999044,0.1390637,394,0.03793534,"Campbell"
"363","NF Campbell",2001,12.3298127911413,11.3503948772314,12.7905145973358,11.3206564537627,0,0,1509.7477357422,0,0,0,8,40.283323298,41.606086867,57.362073898,164.86771984,0.06725179,306,0.03745358,"Campbell"
"364","NF Campbell",2002,13.3433567647693,11.5346755997092,13.3433567647693,10.8599546475682,0,0,1502.43793375058,0,0,1,9,102.91180122,127.26408445,52.543223266,110.79568884,0.09771987,312,0.09781738,"Campbell"
"365","NF Campbell",2003,14.6640352758603,12.2786237015641,14.6640352758603,11.6036589918537,0,0,1589.51057512135,0,0,4,9,90.739199104,111.47352009,52.869180973,85.144420603,0.09410072,367,0.05932478,"Campbell"
"366","NF Campbell",2004,14.4490410996362,12.9099558063492,14.4490410996362,12.1630826136613,0,0,1600.04528975634,0,0,5,9,106.54794844,199.33412229,34.480930748,42.524400847,0.1192353,267,0.07007145,"Campbell"
"367","NF Campbell",2005,13.9269123859491,12.0533917074246,13.9269123859491,11.6102404462279,0,0,1643.04412500116,0,0,3,8,83.608958674,159.06832634,43.523443977,89.548276105,0.1168613,736,0.03758927,"Campbell"
"368","NF Campbell",2006,12.5448069673654,10.7668392560516,12.5448069673654,10.4628735669909,0,0,1473.1987257841,0,0,0,7,93.535362181,193.12074959,79.081528339,193.12074959,0.2209911,385,0.07401093,"Campbell"
"369","NF Campbell",2007,12.3912396986339,11.5073747519347,12.3912396986339,10.8314350119466,0,0,1502.65292792681,0,0,0,10,85.705064878,139.54867956,46.963344113,68.7633641,0.1068899,307,0.04515138,"Campbell"
"370","NF Campbell",2008,11.3776957250059,10.4221660528986,11.3776957250059,9.79814667519596,0,0,1340.54731905382,0,0,0,7,66.030452225,101.69685976,47.72976476,99.680091271,0.06689799,523,0.03411471,"Campbell"
"371","NF Campbell",2009,12.8212280510821,11.2992057876542,12.8212280510821,10.6800615613398,0,0,1488.46331229602,0,0,0,8,64.502839057,83.71658015,44.931888255,83.71658015,0.08764106,536,0.04194698,"Campbell"
"372","NF Campbell",2010,11.6848302624689,10.8180283456288,11.9305378924393,10.5923088363504,0,0,1474.27369666522,0,0,0,7,72.584986215,112.32767063,65.210942405,113.20534591,0.09799372,301,0.1062616,"Campbell"
"373","Ninilchik",1980,12.7255265058451,11.0718498002131,12.7255265058451,10.4953739921162,0,0,1495.34484502484,0,0,0,8,70.176659977,73.364996958,54.865318287,63.036878365,0.1985549,658,0.05356676,"Ninilchik"
"374","Ninilchik",1981,13.8174923739663,12.2626767757361,13.8174923739663,11.3157927925035,0,0,1580.55862591859,0,0,1,10,77.492021419,95.293666511,58.683249137,95.293666511,0.1209975,380,0.07345195,"Ninilchik"
"375","Ninilchik",1982,12.9681855876498,11.3324836288181,12.9681855876498,10.5271507766383,0,0,1442.12161974901,0,0,0,9,71.998732196,137.05106723,31.627108684,39.269179732,0.1335746,543,0.04145163,"Ninilchik"
"376","Ninilchik",1983,13.7366060133647,12.3390694496376,13.7366060133647,11.7953333589271,0,0,1617.36191999231,0,0,3,9,75.446056445,96.595886321,32.169174721,63.147736388,0.1000277,497,0.07139947,"Ninilchik"
"377","Ninilchik",1984,14.3028105375757,12.5457790378416,14.3028105375757,11.8184437476704,0,0,1654.44831632813,0,0,3,9,52.290305208,79.714862563,39.116839627,79.714862563,0.1644919,497,0.04350167,"Ninilchik"
"378","Ninilchik",1985,13.0086287679506,11.2965341352174,13.0086287679506,10.1920501398603,0,0,1383.51945149318,0,0,1,8,58.177007239,98.172212029,44.878535172,66.055332331,0.1490716,641,0.0805827,"Ninilchik"
"379","Ninilchik",1986,12.7255265058451,11.4088763027196,12.7255265058451,10.8506962190445,0,0,1478.35870929851,0,0,0,9,90.41941057,96.252190542,40.81607959,72.968175011,0.1853568,277,0.06017491,"Ninilchik"
