Group,Year,Source,Gear,Mesh,n,Age,Prop
Crooked.Hatchery,2005,Escapement,Weir,NA,157,Age1.5,0
Crooked.Hatchery,2006,Escapement,Weir,NA,96,Age1.5,0
Crooked.Hatchery,2007,Escapement,Weir,NA,41,Age1.5,0
Crooked.Hatchery,2008,Escapement,Weir,NA,31,Age1.5,0
Crooked.Hatchery,2009,Escapement,Weir,NA,65,Age1.5,0
Crooked.Hatchery,2010,Escapement,Weir,NA,25,Age1.5,0
Crooked.Hatchery,2011,Escapement,Weir,NA,74,Age1.5,0
Crooked.Hatchery,2012,Escapement,Weir,NA,62,Age1.5,0
Crooked.Hatchery,2013,Escapement,Weir,NA,50,Age1.5,0
Crooked.Hatchery,2014,Escapement,Weir,NA,228,Age1.5,0
Crooked.Hatchery,2015,Escapement,Weir,NA,169,Age1.5,0
Crooked.Hatchery,2016,Escapement,Weir,NA,423,Age1.5,0
Deshka,1979,Sport Harvest,Angling,NA,297,Age1.5,0
Deshka,1980,Sport Harvest,Angling,NA,181,Age1.5,0
Deshka,1981,Sport Harvest,Angling,NA,159,Age1.5,0
Deshka,1982,Sport Harvest,Angling,NA,298,Age1.5,0
Deshka,1983,Sport Harvest,Angling,NA,1329,Age1.5,0
Deshka,1984,Sport Harvest,Angling,NA,1463,Age1.5,0
Deshka,1986,Sport Harvest,Angling,NA,382,Age1.5,0
Deshka,1987,Sport Harvest,Angling,NA,192,Age1.5,0
Deshka,1988,Sport Harvest,Angling,NA,351,Age1.5,0.02
Deshka,1989,Sport Harvest,Angling,NA,307,Age1.5,0.013013013013013013
Deshka,1992,Sport Harvest,Angling,NA,105,Age1.5,0
Deshka,1993,Sport Harvest,Angling,NA,152,Age1.5,0
Deshka,1994,Sport Harvest,Angling,NA,116,Age1.5,0.009155645981688708
Deshka,1995,Escapement,Weir,NA,338,Age1.5,0.007992007992007994
Deshka,1996,Escapement,Weir,NA,383,Age1.5,0
Deshka,1997,Escapement,Weir,NA,491,Age1.5,0
Deshka,1998,Escapement,Weir,NA,319,Age1.5,0
Deshka,1998,Sport Harvest,Angling,NA,383,Age1.5,0.015045135406218655
Deshka,1999,Escapement,Weir,NA,448,Age1.5,0.002002002002002002
Deshka,2000,Escapement,Weir,NA,466,Age1.5,0
Deshka,2001,Escapement,Weir,NA,543,Age1.5,0
Deshka,2002,Escapement,Weir,NA,558,Age1.5,0
Deshka,2003,Escapement,Weir,NA,488,Age1.5,0
Deshka,2004,Escapement,Weir,NA,563,Age1.5,0
Deshka,2005,Escapement,Weir,NA,490,Age1.5,0
Deshka,2006,Escapement,Weir,NA,488,Age1.5,0
Deshka,2007,Escapement,Weir,NA,232,Age1.5,0
Deshka,2008,Escapement,Weir,NA,266,Age1.5,0
Deshka,2009,Escapement,Weir,NA,386,Age1.5,0
Deshka,2010,Escapement,Weir,NA,336,Age1.5,0
Deshka,2011,Escapement,Weir,NA,348,Age1.5,0
Deshka,2012,Escapement,Weir,NA,289,Age1.5,0
Deshka,2013,Escapement,Weir,NA,250,Age1.5,0
Deshka,2014,Escapement,Weir,NA,242,Age1.5,0
Deshka,2015,Escapement,Weir,NA,336,Age1.5,0
ESSN,1983,Commercial Harvest,Gill Net,< 6 in,857,Age1.5,0.02215696965369111
ESSN,1984,Commercial Harvest,Gill Net,< 6 in,794,Age1.5,0.08684369310849271
ESSN,1985,Commercial Harvest,Gill Net,< 6 in,2370,Age1.5,0.029527594771788745
ESSN,1986,Commercial Harvest,Gill Net,< 6 in,1324,Age1.5,0.0370697704369104
ESSN,1987,Commercial Harvest,Gill Net,< 6 in,1212,Age1.5,0.010772173562871235
ESSN,1988,Commercial Harvest,Gill Net,< 6 in,870,Age1.5,0.018557955582598113
ESSN,1989,Commercial Harvest,Gill Net,< 6 in,854,Age1.5,0.09390659450791743
ESSN,1990,Commercial Harvest,Gill Net,< 6 in,429,Age1.5,0.033954796375377565
ESSN,1991,Commercial Harvest,Gill Net,< 6 in,446,Age1.5,0.020572359710764845
ESSN,1992,Commercial Harvest,Gill Net,< 6 in,688,Age1.5,0.03841853846935664
ESSN,1993,Commercial Harvest,Gill Net,< 6 in,992,Age1.5,0.040973630831643
ESSN,1994,Commercial Harvest,Gill Net,< 6 in,1502,Age1.5,0.05954699190324895
ESSN,1995,Commercial Harvest,Gill Net,< 6 in,1508,Age1.5,0.05971055561178018
ESSN,1996,Commercial Harvest,Gill Net,< 6 in,2186,Age1.5,0.015238290038862753
ESSN,1997,Commercial Harvest,Gill Net,< 6 in,1691,Age1.5,0.007499486336552292
ESSN,1998,Commercial Harvest,Gill Net,< 6 in,911,Age1.5,0.019430590191188694
ESSN,1999,Commercial Harvest,Gill Net,< 6 in,1818,Age1.5,0.027973435298852885
ESSN,2000,Commercial Harvest,Gill Net,< 6 in,991,Age1.5,0.007827589712310665
ESSN,2001,Commercial Harvest,Gill Net,< 6 in,989,Age1.5,0.0123
ESSN,2002,Commercial Harvest,Gill Net,< 6 in,1224,Age1.5,0.007111378205128205
ESSN,2003,Commercial Harvest,Gill Net,< 6 in,678,Age1.5,0.01775325977933801
ESSN,2004,Commercial Harvest,Gill Net,< 6 in,1409,Age1.5,0.006706706706706707
ESSN,2005,Commercial Harvest,Gill Net,< 6 in,482,Age1.5,0.01674062121823316
ESSN,2006,Commercial Harvest,Gill Net,< 6 in,560,Age1.5,0.025047590421801425
ESSN,2007,Commercial Harvest,Gill Net,< 6 in,789,Age1.5,0.012731829573934835
ESSN,2008,Commercial Harvest,Gill Net,< 6 in,380,Age1.5,0.015898410158984102
ESSN,2009,Commercial Harvest,Gill Net,< 6 in,487,Age1.5,0.0061
ESSN,2010,Commercial Harvest,Gill Net,< 6 in,760,Age1.5,0.008223024468511834
ESSN,2011,Commercial Harvest,Gill Net,< 6 in,1187,Age1.5,0.01201080972875588
ESSN,2012,Commercial Harvest,Gill Net,< 6 in,167,Age1.5,0
ESSN,2013,Commercial Harvest,Gill Net,< 6 in,664,Age1.5,0
ESSN,2014,Commercial Harvest,Gill Net,< 6 in,459,Age1.5,0.0010010010010010012
ESSN,2015,Commercial Harvest,Gill Net,< 6 in,631,Age1.5,0.003
ESSN,2016,Commercial Harvest,Gill Net,< 6 in,809,Age1.5,0.019
Kenai.Late,1986,Escapement,Gill Net,7 in,1650,Age1.5,0.0443
Kenai.Late,1986,Sport Harvest,Angling,NA,524,Age1.5,0.0527
Kenai.Late,1987,Escapement,Gill Net,7 in,962,Age1.5,0.0104
Kenai.Late,1987,Sport Harvest,Angling,NA,438,Age1.5,0.0311
Kenai.Late,1988,Escapement,Gill Net,7 in,942,Age1.5,0.1718171817181718
Kenai.Late,1988,Sport Harvest,Angling,NA,426,Age1.5,0.1706829317068293
Kenai.Late,1989,Escapement,Gill Net,7 in,664,Age1.5,0.1209120912091209
Kenai.Late,1989,Sport Harvest,Angling,NA,104,Age1.5,0.1584
Kenai.Late,1990,Escapement,Gill Net,7 in,528,Age1.5,0.045395460453954595
Kenai.Late,1990,Sport Harvest,Angling,NA,341,Age1.5,0.11728827117288271
Kenai.Late,1991,Escapement,Gill Net,7 in,363,Age1.5,0.0652
Kenai.Late,1991,Sport Harvest,Angling,NA,472,Age1.5,0.0628
Kenai.Late,1992,Escapement,Gill Net,7 in,341,Age1.5,0.0235
Kenai.Late,1992,Sport Harvest,Angling,NA,402,Age1.5,0.0597
Kenai.Late,1993,Escapement,Gill Net,7 in,350,Age1.5,0.0571057105710571
Kenai.Late,1993,Sport Harvest,Angling,NA,689,Age1.5,0.0580941905809419
Kenai.Late,1994,Escapement,Gill Net,7 in,414,Age1.5,0.0411
Kenai.Late,1994,Sport Harvest,Angling,NA,434,Age1.5,0.025302530253025302
Kenai.Late,1995,Escapement,Gill Net,7 in,207,Age1.5,0.053394660533946606
Kenai.Late,1995,Sport Harvest,Angling,NA,435,Age1.5,0.1057
Kenai.Late,1996,Escapement,Gill Net,7 in,470,Age1.5,0.0085
Kenai.Late,1996,Sport Harvest,Angling,NA,235,Age1.5,0.0214
Kenai.Late,1997,Escapement,Gill Net,7 in,289,Age1.5,0.0173
Kenai.Late,1997,Sport Harvest,Angling,NA,317,Age1.5,0.012601260126012601
Kenai.Late,1998,Escapement,Gill Net,7 in,374,Age1.5,0.0321967803219678
Kenai.Late,1998,Sport Harvest,Angling,NA,331,Age1.5,0.0302
Kenai.Late,1999,Escapement,Gill Net,7 in,386,Age1.5,0.0466
Kenai.Late,1999,Sport Harvest,Angling,NA,320,Age1.5,0.041
Kenai.Late,2000,Escapement,Gill Net,7 in,383,Age1.5,0.0261
Kenai.Late,2000,Sport Harvest,Angling,NA,483,Age1.5,0.0123
Kenai.Late,2001,Escapement,Gill Net,7 in,256,Age1.5,0.0272
Kenai.Late,2001,Sport Harvest,Angling,NA,388,Age1.5,0.0195
Kenai.Late,2002,Escapement,Gill Net,5 in,381,Age1.5,0.032503250325032505
Kenai.Late,2002,Escapement,Gill Net,7 in,564,Age1.5,0.032503250325032505
Kenai.Late,2002,Sport Harvest,Angling,NA,275,Age1.5,0.0179
Kenai.Late,2003,Escapement,Gill Net,5 in,455,Age1.5,0.0011998800119988001
Kenai.Late,2003,Escapement,Gill Net,7 in,659,Age1.5,0.0076
Kenai.Late,2003,Sport Harvest,Angling,NA,311,Age1.5,0.009300000000000001
Kenai.Late,2004,Escapement,Gill Net,5 in,333,Age1.5,0.015001500150015001
Kenai.Late,2004,Escapement,Gill Net,7 in,600,Age1.5,0.011901190119011902
Kenai.Late,2004,Sport Harvest,Angling,NA,305,Age1.5,0.031
Kenai.Late,2005,Escapement,Gill Net,5 in,218,Age1.5,0.0638936106389361
Kenai.Late,2005,Escapement,Gill Net,7 in,302,Age1.5,0.0262
Kenai.Late,2005,Sport Harvest,Angling,NA,429,Age1.5,0.027
Kenai.Late,2006,Escapement,Gill Net,5 in,294,Age1.5,0.0578
Kenai.Late,2006,Escapement,Gill Net,7 in,409,Age1.5,0.0789
Kenai.Late,2006,Sport Harvest,Angling,NA,313,Age1.5,0.0652
Kenai.Late,2007,Escapement,Gill Net,5 in,150,Age1.5,0.05160516051605161
Kenai.Late,2007,Escapement,Gill Net,7 in,288,Age1.5,0.10654749949789115
Kenai.Late,2007,Sport Harvest,Angling,NA,237,Age1.5,0.0655934406559344
Kenai.Late,2008,Escapement,Gill Net,5 in,217,Age1.5,0.0946
Kenai.Late,2008,Escapement,Gill Net,7 in,279,Age1.5,0.0645
Kenai.Late,2008,Sport Harvest,Angling,NA,218,Age1.5,0.0854
Kenai.Late,2009,Escapement,Gill Net,5 in,145,Age1.5,0.022297770222977704
Kenai.Late,2009,Escapement,Gill Net,7 in,193,Age1.5,0.057
Kenai.Late,2009,Sport Harvest,Angling,NA,195,Age1.5,0.0242
Kenai.Late,2010,Escapement,Gill Net,5 in,84,Age1.5,0.055894410558944105
Kenai.Late,2010,Escapement,Gill Net,7 in,137,Age1.5,0.0656934306569343
Kenai.Late,2010,Sport Harvest,Angling,NA,184,Age1.5,0.0410958904109589
Kenai.Late,2011,Escapement,Gill Net,5 in,153,Age1.5,0.0179
Kenai.Late,2011,Escapement,Gill Net,7 in,174,Age1.5,0.023
Kenai.Late,2011,Sport Harvest,Angling,NA,233,Age1.5,0.0343
Kenai.Late,2012,Escapement,Gill Net,5 in,92,Age1.5,0.0652
Kenai.Late,2012,Escapement,Gill Net,7 in,140,Age1.5,0.021402140214021405
Kenai.Late,2013,Escapement,Gill Net,5 in,49,Age1.5,0
Kenai.Late,2013,Escapement,Gill Net,7 in,101,Age1.5,0.04950495049504951
Kenai.Late,2013,Sport Harvest,Angling,NA,50,Age1.5,0.033600000000000005
Kenai.Late,2014,Escapement,Gill Net,5 in,145,Age1.5,0.027200000000000002
Kenai.Late,2014,Escapement,Gill Net,7 in,138,Age1.5,0.0145
Kenai.Late,2014,Sport Harvest,Angling,NA,30,Age1.5,0
Kenai.Late,2015,Escapement,Gill Net,5 in,124,Age1.5,0.0084
Kenai.Late,2015,Escapement,Gill Net,7 in,114,Age1.5,0.0263
Kenai.Late,2015,Sport Harvest,Angling,NA,117,Age1.5,0.009072580645161291
Kenai.Late,2016,Sport Harvest,Angling,NA,189,Age1.5,0.021
Lewis,2012,Escapement,Weir,NA,71,Age1.5,0
LittleSusitna,1988,Escapement,Weir,NA,375,Age1.5,0
LittleSusitna,1989,Escapement,Weir,NA,368,Age1.5,0.035035035035035036
LittleSusitna,1994,Escapement,Weir,NA,499,Age1.5,0.004004004004004004
LittleSusitna,1995,Escapement,Weir,NA,475,Age1.5,0.035605289928789426
LittleSusitna,2013,Escapement,Weir,NA,242,Age1.5,0
LittleSusitna,2014,Escapement,Weir,NA,108,Age1.5,0
LittleSusitna,2015,Escapement,Weir,NA,272,Age1.5,0
LittleSusitna,2016,Escapement,Weir,NA,375,Age1.5,0
Ninilchik,1997,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,1998,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,1999,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2000,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2001,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2002,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2003,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2004,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2005,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2006,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2007,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2008,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2009,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2010,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2011,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2012,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2013,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2014,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2015,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik,2016,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,1997,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,1998,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,1999,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2000,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2001,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2002,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2003,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2004,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2005,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2006,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2007,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2008,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2009,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2010,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2011,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2012,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2013,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2014,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2015,Escapement,Weir,NA,NA,Age1.5,0
Ninilchik.Hatchery,2016,Escapement,Weir,NA,NA,Age1.5,0
NSN,1983,Commercial Harvest,Gill Net,< 6 in,41,Age1.5,0
NSN,1985,Commercial Harvest,Gill Net,< 6 in,40,Age1.5,0.025641025641025644
NSN,1986,Commercial Harvest,Gill Net,< 6 in,900,Age1.5,0.010856958762886598
NSN,1987,Commercial Harvest,Gill Net,< 6 in,675,Age1.5,0.0057121868546682
NSN,1988,Commercial Harvest,Gill Net,< 6 in,477,Age1.5,0.0032709339774557164
NSN,1989,Commercial Harvest,Gill Net,< 6 in,672,Age1.5,0.012499999999999999
NSN,1990,Commercial Harvest,Gill Net,< 6 in,707,Age1.5,0.013058336838506724
NSN,1991,Commercial Harvest,Gill Net,< 6 in,623,Age1.5,0
NSN,1996,Commercial Harvest,Gill Net,< 6 in,82,Age1.5,0
NSN,1997,Commercial Harvest,Gill Net,< 6 in,98,Age1.5,0
NSN,1998,Commercial Harvest,Gill Net,< 6 in,262,Age1.5,0.004048582995951417
NSN,1999,Commercial Harvest,Gill Net,< 6 in,200,Age1.5,0.005050505050505051
NSN,2000,Commercial Harvest,Gill Net,< 6 in,370,Age1.5,0
NSN,2014,Commercial Harvest,Gill Net,< 6 in,568,Age1.5,0.017
NSN,2015,Commercial Harvest,Gill Net,< 6 in,725,Age1.5,0.0010000000000000002
NSN,2016,Commercial Harvest,Gill Net,< 6 in,1027,Age1.5,0
Theodore,2012,Escapement,Weir,NA,247,Age1.5,0
Theodore,2013,Escapement,Weir,NA,192,Age1.5,0
Theodore,2014,Escapement,Weir,NA,29,Age1.5,0
Tyonek,2014,Subsistence Harvest,Gill Net,NA,136,Age1.5,0.058941058941058944
Tyonek,2015,Subsistence Harvest,Gill Net,NA,300,Age1.5,0
Tyonek,2016,Subsistence Harvest,Gill Net,NA,210,Age1.5,0.005
WSSN,1980,Commercial Harvest,Gill Net,< 6 in,NA,Age1.5,0
WSSN,1983,Commercial Harvest,Gill Net,< 6 in,330,Age1.5,0.006054490413723511
WSSN,1984,Commercial Harvest,Gill Net,< 6 in,225,Age1.5,0.03128153380423814
WSSN,1985,Commercial Harvest,Gill Net,< 6 in,308,Age1.5,0
