Population,Year,EscapeIndex,WeirRemovals,EscapementMethod,Spawners1,Spawners2.min,Spawners2.nom,Spawners2.max,Recruits1,Recruits2.min,Recruits2.nom,Recruits2.max,NumAgeClasses,Top5AgeClasses,NumCoreAgeClasses,Top3AgeClasses
LittleSusitna,2014,3135,NA,Weir count,3135,3135,3135,3135,NA,NA,NA,NA,NA,NA,NA,NA
LittleSusitna,2015,5026,NA,Weir count,5026,5026,5026,5026,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,1980,NA,NA,NA,NA,NA,NA,NA,1112,1853,2471,3707,4,FALSE,2,FALSE
LittleWillow,1981,459,NA,Single aerial survey,459,765,1020,1530,1849,3082,4109,6164,4,FALSE,3,TRUE
LittleWillow,1982,316,NA,Single aerial survey,316,527,702,1053,2165,3608,4810,7216,5,TRUE,3,TRUE
LittleWillow,1983,1042,NA,Single aerial survey,1042,1737,2316,3473,1264,2106,2808,4212,5,TRUE,3,TRUE
LittleWillow,1984,NA,NA,NA,NA,NA,NA,NA,957,1594,2126,3189,5,TRUE,3,TRUE
LittleWillow,1985,1305,NA,Single aerial survey,1305,2175,2900,4350,806,1344,1792,2688,5,TRUE,3,TRUE
LittleWillow,1986,2133,NA,Single aerial survey,2133,3555,4740,7110,757,1261,1682,2523,5,TRUE,3,TRUE
LittleWillow,1987,1320,NA,Single aerial survey,1320,2200,2933,4400,692,1153,1537,2305,5,TRUE,3,TRUE
LittleWillow,1988,1515,NA,Single aerial survey,1515,2525,3367,5050,777,1295,1726,2589,5,TRUE,3,TRUE
LittleWillow,1989,1325,NA,Single aerial survey,1325,2208,2944,4417,829,1382,1842,2763,5,TRUE,3,TRUE
LittleWillow,1990,1115,NA,Single aerial survey,1115,1858,2478,3717,791,1318,1757,2636,5,TRUE,3,TRUE
LittleWillow,1991,498,NA,Single aerial survey,498,830,1107,1660,1481,2468,3291,4937,5,TRUE,3,TRUE
LittleWillow,1992,673,NA,Single aerial survey,673,1122,1496,2243,2262,3769,5026,7539,5,TRUE,3,TRUE
LittleWillow,1993,705,NA,Single aerial survey,705,1175,1567,2350,1455,2424,3232,4848,5,TRUE,3,TRUE
LittleWillow,1994,712,NA,Single aerial survey,712,1187,1582,2373,1596,2659,3546,5319,5,TRUE,3,TRUE
LittleWillow,1995,1210,NA,Single aerial survey,1210,2017,2689,4033,1949,3248,4330,6496,5,TRUE,3,TRUE
LittleWillow,1996,1077,NA,Single aerial survey,1077,1795,2393,3590,1209,2015,2687,4031,5,TRUE,3,TRUE
LittleWillow,1997,2390,NA,Single aerial survey,2390,3983,5311,7967,1543,2572,3429,5144,5,TRUE,3,TRUE
LittleWillow,1998,1782,NA,Single aerial survey,1782,2970,3960,5940,1521,2534,3379,5069,5,TRUE,3,TRUE
LittleWillow,1999,1837,NA,Single aerial survey,1837,3062,4082,6123,1941,3235,4313,6470,5,TRUE,3,TRUE
LittleWillow,2e3,1121,NA,Single aerial survey,1121,1868,2491,3737,1571,2618,3491,5237,5,TRUE,3,TRUE
LittleWillow,2001,2084,NA,Single aerial survey,2084,3473,4631,6947,1081,1801,2402,3603,4,FALSE,3,TRUE
LittleWillow,2002,1680,NA,Single aerial survey,1680,2800,3733,5600,782,1304,1739,2608,4,FALSE,2,FALSE
LittleWillow,2003,879,NA,Single aerial survey,879,1465,1953,2930,438,729,972,1459,4,FALSE,2,FALSE
LittleWillow,2004,2227,NA,Single aerial survey,2227,3712,4949,7423,309,515,686,1029,4,FALSE,2,FALSE
LittleWillow,2005,1784,NA,Single aerial survey,1784,2973,3964,5947,732,1220,1627,2441,4,FALSE,3,TRUE
LittleWillow,2006,816,NA,Single aerial survey,816,1360,1813,2720,606,1010,1347,2021,5,TRUE,3,TRUE
LittleWillow,2007,1103,NA,Single aerial survey,1103,1838,2451,3677,572,953,1271,1907,5,TRUE,3,TRUE
LittleWillow,2008,NA,NA,NA,NA,NA,NA,NA,675,1124,1500,2249,5,TRUE,3,TRUE
LittleWillow,2009,776,NA,Single aerial survey,776,1293,1724,2587,728,1212,1617,2425,4,FALSE,3,TRUE
LittleWillow,2010,468,NA,Single aerial survey,468,780,1040,1560,573,955,1274,1911,3,FALSE,2,FALSE
LittleWillow,2011,713,NA,Single aerial survey,713,1188,1584,2377,358,597,796,1195,2,FALSE,1,FALSE
LittleWillow,2012,494,NA,Single aerial survey,494,823,1098,1647,96,161,214,322,1,FALSE,0,FALSE
LittleWillow,2013,858,NA,Single aerial survey,858,1430,1907,2860,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2014,684,NA,Single aerial survey,684,1140,1520,2280,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2015,788,NA,Single aerial survey,788,1313,1751,2627,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1981,814,NA,Single aerial survey,814,1357,1809,2713,683,1735,2114,2873,2,FALSE,1,FALSE
Montana,1982,NA,NA,NA,NA,NA,NA,NA,1878,4244,5287,7374,2,FALSE,2,FALSE
Montana,1983,NA,NA,NA,NA,NA,NA,NA,604,1362,1698,2370,3,FALSE,2,FALSE
Montana,1984,NA,NA,NA,NA,NA,NA,NA,811,1667,2118,3019,4,FALSE,2,FALSE
Montana,1985,NA,NA,NA,NA,NA,NA,NA,1029,2185,2756,3900,4,FALSE,2,FALSE
Montana,1986,NA,NA,NA,NA,NA,NA,NA,1474,4263,5083,6721,4,FALSE,3,TRUE
Montana,1987,1320,NA,Single aerial survey,1320,2200,2933,4400,1394,5450,6225,7774,5,TRUE,3,TRUE
Montana,1988,2016,NA,Single aerial survey,2016,3360,4480,6720,1359,5666,6421,7931,5,TRUE,3,TRUE
Montana,1989,NA,NA,NA,NA,NA,NA,NA,1448,4241,5045,6653,5,TRUE,3,TRUE
Montana,1990,1269,NA,Single aerial survey,1269,2115,2820,4230,1352,3471,4222,5724,5,TRUE,3,TRUE
Montana,1991,1215,NA,Single aerial survey,1215,2025,2700,4050,2212,5273,6502,8960,5,TRUE,3,TRUE
Montana,1992,1560,NA,Single aerial survey,1560,2600,3467,5200,3287,7673,9499,13152,5,TRUE,3,TRUE
Montana,1993,1281,NA,Single aerial survey,1281,2135,2847,4270,1978,5098,6197,8395,5,TRUE,3,TRUE
Montana,1994,1143,NA,Single aerial survey,1143,1905,2540,3810,2061,5683,6828,9118,5,TRUE,3,TRUE
Montana,1995,2110,NA,Single aerial survey,2110,3517,4689,7033,2085,6363,7521,9838,5,TRUE,3,TRUE
Montana,1996,1841,NA,Single aerial survey,1841,3068,4091,6137,1369,3829,4589,6110,5,TRUE,3,TRUE
Montana,1997,3073,NA,Single aerial survey,3073,5122,6829,10243,2162,5547,6748,9150,5,TRUE,3,TRUE
Montana,1998,2936,NA,Single aerial survey,2936,4893,6524,9787,2386,5446,6772,9424,5,TRUE,3,TRUE
Montana,1999,2088,NA,Single aerial survey,2088,3480,4640,6960,2728,5958,7474,10506,5,TRUE,3,TRUE
Montana,2e3,1271,NA,Single aerial survey,1271,2118,2824,4237,2248,5093,6342,8840,5,TRUE,3,TRUE
Montana,2001,1930,NA,Single aerial survey,1930,3217,4289,6433,1924,4570,5639,7776,5,TRUE,3,TRUE
Montana,2002,2357,NA,Single aerial survey,2357,3928,5238,7857,1877,4566,5609,7694,5,TRUE,3,TRUE
Montana,2003,2576,NA,Single aerial survey,2576,4293,5724,8587,1437,3374,4172,5768,5,TRUE,3,TRUE
Montana,2004,2117,NA,Single aerial survey,2117,3528,4704,7057,805,1717,2164,3059,5,TRUE,3,TRUE
Montana,2005,2600,NA,Single aerial survey,2600,4333,5778,8667,1183,2378,3036,4351,5,TRUE,3,TRUE
Montana,2006,1850,NA,Single aerial survey,1850,3083,4111,6167,635,1356,1709,2415,5,TRUE,3,TRUE
Montana,2007,1936,NA,Single aerial survey,1936,3227,4302,6453,561,1076,1388,2012,5,TRUE,3,TRUE
Montana,2008,1357,NA,Single aerial survey,1357,2262,3016,4523,867,1458,1940,2904,5,TRUE,3,TRUE
Montana,2009,1460,NA,Single aerial survey,1460,2433,3244,4867,1074,1790,2387,3580,4,FALSE,3,TRUE
Montana,2010,755,NA,Single aerial survey,755,1258,1678,2517,930,1549,2066,3099,3,FALSE,2,FALSE
Montana,2011,494,NA,Single aerial survey,494,823,1098,1647,618,1029,1372,2059,2,FALSE,1,FALSE
Montana,2012,416,NA,Single aerial survey,416,693,924,1387,173,289,385,578,1,FALSE,0,FALSE
Montana,2013,1304,NA,Single aerial survey,1304,2173,2898,4347,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2014,953,NA,Single aerial survey,953,1588,2118,3177,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2015,1416,NA,Single aerial survey,1416,2360,3147,4720,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,1999,1576,68,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1576,1576,1576,1576,1317,1317,1317,1317,5,TRUE,3,TRUE
Ninilchik,2e3,1553,81,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1553,1553,1553,1553,2179,2179,2179,2179,5,TRUE,3,TRUE
Ninilchik,2001,1239,175,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1239,1239,1239,1239,1165,1165,1165,1165,5,TRUE,3,TRUE
Ninilchik,2002,1340,176,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1340,1340,1340,1340,1231,1231,1231,1231,5,TRUE,3,TRUE
Ninilchik,2003,1127,131,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1127,1127,1127,1127,1046,1046,1046,1046,5,TRUE,3,TRUE
Ninilchik,2004,1393,132,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1393,1393,1393,1393,569,569,569,569,5,TRUE,3,TRUE
Ninilchik,2005,2076,165,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",2076,2076,2076,2076,823,823,823,823,5,TRUE,3,TRUE
Ninilchik,2006,1429,101,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1429,1429,1429,1429,1445,1445,1445,1445,5,TRUE,3,TRUE
Ninilchik,2007,825,129,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",825,825,825,825,592,592,592,592,5,TRUE,3,TRUE
Ninilchik,2008,879,140,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",879,879,879,879,553,553,553,553,5,TRUE,3,TRUE
Ninilchik,2009,740,41,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",740,740,740,740,1287,1287,1287,1287,5,TRUE,3,TRUE
Ninilchik,2010,852,0,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",852,852,852,852,1181,1181,1181,1181,4,FALSE,3,TRUE
Ninilchik,2011,1012,99,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1012,1012,1012,1012,1505,1505,1505,1505,3,FALSE,2,FALSE
Ninilchik,2012,763,26,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",763,763,763,763,1115,1115,1115,1115,2,FALSE,1,FALSE
Ninilchik,2013,854,34,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",854,854,854,854,42,42,42,42,1,FALSE,0,FALSE
Ninilchik,2014,1277,92,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1277,1277,1277,1277,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2015,1268,88,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1268,1268,1268,1268,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2016,1531,145,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",1531,1531,1531,1531,NA,NA,NA,NA,NA,NA,NA,NA
Theodore,1980,NA,NA,NA,NA,NA,NA,NA,1094,3493,4100,5315,5,TRUE,3,TRUE
Theodore,1981,535,NA,Single aerial survey,535,892,1189,1783,1671,5315,6243,8100,5,TRUE,3,TRUE
Theodore,1982,1368,NA,Single aerial survey,1368,2280,3040,4560,2304,6830,8110,10670,5,TRUE,3,TRUE
Theodore,1983,1519,NA,Single aerial survey,1519,2532,3376,5063,1174,4011,4663,5967,5,TRUE,3,TRUE
Theodore,1984,1251,NA,Single aerial survey,1251,2085,2780,4170,713,2505,2901,3693,5,TRUE,3,TRUE
Theodore,1985,1458,NA,Single aerial survey,1458,2430,3240,4860,642,2165,2521,3234,5,TRUE,3,TRUE
Theodore,1986,1281,NA,Single aerial survey,1281,2135,2847,4270,883,2466,2957,3938,5,TRUE,3,TRUE
Theodore,1987,1548,NA,Single aerial survey,1548,2580,3440,5160,1009,2674,3235,4355,5,TRUE,3,TRUE
Theodore,1988,1906,NA,Single aerial survey,1906,3177,4236,6353,823,2535,2992,3906,5,TRUE,3,TRUE
Theodore,1989,1026,NA,Single aerial survey,1026,1710,2280,3420,638,1832,2185,2894,5,TRUE,3,TRUE
Theodore,1990,642,NA,Single aerial survey,642,1070,1427,2140,398,1122,1344,1786,5,TRUE,3,TRUE
Theodore,1991,508,NA,Single aerial survey,508,847,1129,1693,845,1722,2191,3130,5,TRUE,3,TRUE
Theodore,1992,1053,NA,Single aerial survey,1053,1755,2340,3510,1682,2908,3842,5711,5,TRUE,3,TRUE
Theodore,1993,1110,NA,Single aerial survey,1110,1850,2467,3700,1463,2444,3257,4883,5,TRUE,3,TRUE
Theodore,1994,577,NA,Single aerial survey,577,962,1282,1923,1770,2951,3934,5901,5,TRUE,3,TRUE
Theodore,1995,694,NA,Single aerial survey,694,1157,1542,2313,1828,3047,4062,6094,5,TRUE,3,TRUE
Theodore,1996,368,NA,Single aerial survey,368,613,818,1227,779,1299,1732,2598,5,TRUE,3,TRUE
Theodore,1997,1607,NA,Single aerial survey,1607,2678,3571,5357,1022,1710,2277,3413,5,TRUE,3,TRUE
Theodore,1998,1807,NA,Single aerial survey,1807,3012,4016,6023,880,1477,1966,2944,5,TRUE,3,TRUE
Theodore,1999,2221,NA,Single aerial survey,2221,3702,4936,7403,772,1295,1724,2582,5,TRUE,3,TRUE
Theodore,2e3,1271,NA,Single aerial survey,1271,2118,2824,4237,622,1037,1383,2074,5,TRUE,3,TRUE
Theodore,2001,1237,NA,Single aerial survey,1237,2062,2749,4123,641,1068,1424,2136,5,TRUE,3,TRUE
Theodore,2002,934,NA,Single aerial survey,934,1557,2076,3113,596,994,1325,1988,5,TRUE,3,TRUE
Theodore,2003,1059,NA,Single aerial survey,1059,1765,2353,3530,385,641,855,1282,5,TRUE,3,TRUE
Theodore,2004,491,NA,Single aerial survey,491,818,1091,1637,202,337,449,674,5,TRUE,3,TRUE
Theodore,2005,478,NA,Single aerial survey,478,797,1062,1593,338,564,751,1127,5,TRUE,3,TRUE
Theodore,2006,958,NA,Single aerial survey,958,1597,2129,3193,247,413,550,825,5,TRUE,3,TRUE
Theodore,2007,486,NA,Single aerial survey,486,810,1080,1620,210,350,468,701,5,TRUE,3,TRUE
Theodore,2008,345,NA,Single aerial survey,345,575,767,1150,474,790,1054,1581,5,TRUE,3,TRUE
Theodore,2009,352,NA,Single aerial survey,352,587,782,1173,336,559,746,1119,4,FALSE,3,TRUE
Theodore,2010,202,NA,Single aerial survey,202,337,449,673,207,344,459,688,3,FALSE,2,FALSE
Theodore,2011,327,NA,Single aerial survey,327,545,727,1090,223,372,495,743,2,FALSE,1,FALSE
Theodore,2012,179,NA,Single aerial survey,179,298,398,597,52,87,116,174,1,FALSE,0,FALSE
Theodore,2013,476,NA,Single aerial survey,476,793,1058,1587,NA,NA,NA,NA,NA,NA,NA,NA
Theodore,2014,312,NA,Single aerial survey,312,520,693,1040,NA,NA,NA,NA,NA,NA,NA,NA
Theodore,2015,426,NA,Single aerial survey,426,710,947,1420,NA,NA,NA,NA,NA,NA,NA,NA
Willow,1981,991,NA,Single aerial survey,991,1652,2202,3303,2680,5903,7392,10370,5,TRUE,3,TRUE
Willow,1982,592,NA,Single aerial survey,592,987,1316,1973,3621,8577,10589,14612,5,TRUE,3,TRUE
Willow,1983,NA,NA,NA,NA,NA,NA,NA,3807,8553,10668,14899,5,TRUE,3,TRUE
Willow,1984,2789,NA,Single aerial survey,2789,4648,6198,9297,2470,6349,7721,10465,5,TRUE,3,TRUE
Willow,1985,1856,NA,Single aerial survey,1856,3093,4124,6187,2525,7001,8404,11209,5,TRUE,3,TRUE
Willow,1986,2059,NA,Single aerial survey,2059,3432,4576,6863,2030,9129,10256,12511,5,TRUE,3,TRUE
Willow,1987,2768,NA,Single aerial survey,2768,4613,6151,9227,2127,10986,12167,14530,5,TRUE,3,TRUE
Willow,1988,2496,NA,Single aerial survey,2496,4160,5547,8320,1908,10308,11369,13488,5,TRUE,3,TRUE
Willow,1989,5060,NA,Single aerial survey,5060,8433,11244,16867,2397,8090,9422,12085,5,TRUE,3,TRUE
Willow,1990,2365,NA,Single aerial survey,2365,3942,5256,7883,1845,5506,6531,8581,5,TRUE,3,TRUE
Willow,1991,2006,NA,Single aerial survey,2006,3343,4458,6687,3158,8005,9760,13268,5,TRUE,3,TRUE
Willow,1992,1660,NA,Single aerial survey,1660,2767,3689,5533,4417,10902,13356,18264,5,TRUE,3,TRUE
Willow,1993,2227,NA,Single aerial survey,2227,3712,4949,7423,2394,6874,8204,10864,5,TRUE,3,TRUE
Willow,1994,1479,NA,Single aerial survey,1479,2465,3287,4930,2688,8421,9915,12902,5,TRUE,3,TRUE
Willow,1995,3792,NA,Single aerial survey,3792,6320,8427,12640,3264,10662,12475,16102,5,TRUE,3,TRUE
Willow,1996,1776,NA,Single aerial survey,1776,2960,3947,5920,2009,6143,7259,9491,5,TRUE,3,TRUE
Willow,1997,4841,NA,Single aerial survey,4841,8068,10758,16137,3046,8896,10588,13973,5,TRUE,3,TRUE
Willow,1998,3500,NA,Single aerial survey,3500,5833,7778,11667,3358,9169,11034,14765,5,TRUE,3,TRUE
Willow,1999,2081,NA,Single aerial survey,2081,3468,4624,6937,3573,9472,11457,15427,5,TRUE,3,TRUE
Willow,2e3,2601,NA,Single aerial survey,2601,4335,5780,8670,2512,6654,8049,10841,5,TRUE,3,TRUE
Willow,2001,3188,NA,Single aerial survey,3188,5313,7084,10627,1908,5291,6351,8471,5,TRUE,3,TRUE
Willow,2002,2758,NA,Single aerial survey,2758,4597,6129,9193,1671,4803,5731,7588,5,TRUE,3,TRUE
Willow,2003,3964,NA,Single aerial survey,3964,6607,8809,13213,1224,3263,3944,5304,5,TRUE,3,TRUE
Willow,2004,2985,NA,Single aerial survey,2985,4975,6633,9950,755,1677,2096,2935,5,TRUE,3,TRUE
Willow,2005,2463,NA,Single aerial survey,2463,4105,5473,8210,1342,2665,3411,4902,5,TRUE,3,TRUE
Willow,2006,2217,NA,Single aerial survey,2217,3695,4927,7390,1055,1990,2576,3748,5,TRUE,3,TRUE
Willow,2007,1373,NA,Single aerial survey,1373,2288,3051,4577,962,1710,2245,3314,5,TRUE,3,TRUE
Willow,2008,1255,NA,Single aerial survey,1255,2092,2789,4183,1261,2112,2812,4213,5,TRUE,3,TRUE
Willow,2009,1133,NA,Single aerial survey,1133,1888,2518,3777,1496,2494,3324,4986,4,FALSE,3,TRUE
Willow,2010,1173,NA,Single aerial survey,1173,1955,2607,3910,1320,2200,2934,4400,3,FALSE,2,FALSE
Willow,2011,1061,NA,Single aerial survey,1061,1768,2358,3537,888,1480,1974,2961,2,FALSE,1,FALSE
Willow,2012,756,NA,Single aerial survey,756,1260,1680,2520,250,417,556,835,1,FALSE,0,FALSE
Willow,2013,1752,NA,Single aerial survey,1752,2920,3893,5840,NA,NA,NA,NA,NA,NA,NA,NA
Willow,2014,1335,NA,Single aerial survey,1335,2225,2967,4450,NA,NA,NA,NA,NA,NA,NA,NA
Willow,2015,2046,NA,Single aerial survey,2046,3410,4547,6820,NA,NA,NA,NA,NA,NA,NA,NA
