Population,Year,EscapeIndex,WeirRemovals,EscapementMethod,Spawners1,Spawners2.min,Spawners2.nom,Spawners2.max,Recruits1,Recruits2.min,Recruits2.nom,Recruits2.max,NumAgeClasses,Top5AgeClasses,NumCoreAgeClasses,Top3AgeClasses
Alexander,1980,NA,NA,NA,NA,NA,NA,NA,4424,8973,11431,16346,5,TRUE,3,TRUE
Alexander,1981,NA,NA,NA,NA,NA,NA,NA,4935,10668,13409,18893,5,TRUE,3,TRUE
Alexander,1982,2546,NA,Single aerial survey,2546,4243,5658,8487,6697,15421,19141,26582,5,TRUE,3,TRUE
Alexander,1983,3755,NA,Single aerial survey,3755,6258,8344,12517,3568,9579,11562,15526,5,TRUE,3,TRUE
Alexander,1984,4620,NA,Single aerial survey,4620,7700,10267,15400,2604,7956,9403,12296,5,TRUE,3,TRUE
Alexander,1985,6241,NA,Single aerial survey,6241,10402,13869,20803,2798,9829,11384,14493,5,TRUE,3,TRUE
Alexander,1986,5225,NA,Single aerial survey,5225,8708,11611,17417,3394,12148,14033,17805,5,TRUE,3,TRUE
Alexander,1987,2152,NA,Single aerial survey,2152,3587,4782,7173,3088,13968,15684,19115,5,TRUE,3,TRUE
Alexander,1988,6273,NA,Single aerial survey,6273,10455,13940,20910,2266,11307,12565,15083,5,TRUE,3,TRUE
Alexander,1989,3497,NA,Single aerial survey,3497,5828,7771,11657,1825,7205,8219,10247,5,TRUE,3,TRUE
Alexander,1990,2596,NA,Single aerial survey,2596,4327,5769,8653,1580,4443,5321,7076,5,TRUE,3,TRUE
Alexander,1991,2727,NA,Single aerial survey,2727,4545,6060,9090,3203,6829,8608,12167,5,TRUE,3,TRUE
Alexander,1992,3710,NA,Single aerial survey,3710,6183,8244,12367,4687,9400,12004,17212,5,TRUE,3,TRUE
Alexander,1993,2763,NA,Single aerial survey,2763,4605,6140,9210,2900,6146,7757,10979,5,TRUE,3,TRUE
Alexander,1994,1514,NA,Single aerial survey,1514,2523,3364,5047,3128,7324,9062,12538,5,TRUE,3,TRUE
Alexander,1995,2090,NA,Single aerial survey,2090,3483,4644,6967,3316,8514,10356,14041,5,TRUE,3,TRUE
Alexander,1996,2319,NA,Single aerial survey,2319,3865,5153,7730,1492,4039,4868,6526,5,TRUE,3,TRUE
Alexander,1997,5598,NA,Single aerial survey,5598,9330,12440,18660,1992,5414,6521,8735,5,TRUE,3,TRUE
Alexander,1998,2807,NA,Single aerial survey,2807,4678,6238,9357,2072,5400,6551,8853,5,TRUE,3,TRUE
Alexander,1999,3974,NA,Single aerial survey,3974,6623,8831,13247,2422,5811,7156,9847,5,TRUE,3,TRUE
Alexander,2e3,2331,NA,Single aerial survey,2331,3885,5180,7770,1765,4155,5136,7097,5,TRUE,3,TRUE
Alexander,2001,2282,NA,Single aerial survey,2282,3803,5071,7607,1024,2646,3215,4352,5,TRUE,3,TRUE
Alexander,2002,1936,NA,Single aerial survey,1936,3227,4302,6453,558,1514,1824,2444,5,TRUE,3,TRUE
Alexander,2003,2012,NA,Single aerial survey,2012,3353,4471,6707,275,620,772,1078,5,TRUE,3,TRUE
Alexander,2004,2215,NA,Single aerial survey,2215,3692,4922,7383,141,244,322,479,5,TRUE,3,TRUE
Alexander,2005,2140,NA,Single aerial survey,2140,3567,4756,7133,289,481,641,962,5,TRUE,3,TRUE
Alexander,2006,885,NA,Single aerial survey,885,1475,1967,2950,261,435,579,869,5,TRUE,3,TRUE
Alexander,2007,480,NA,Single aerial survey,480,800,1067,1600,283,473,630,945,5,TRUE,3,TRUE
Alexander,2008,150,NA,Single aerial survey,150,250,333,500,477,795,1060,1589,5,TRUE,3,TRUE
Alexander,2009,275,NA,Single aerial survey,275,458,611,917,652,1086,1448,2173,4,FALSE,3,TRUE
Alexander,2010,177,NA,Single aerial survey,177,295,393,590,831,1386,1848,2772,3,FALSE,2,FALSE
Alexander,2011,343,NA,Single aerial survey,343,572,762,1143,581,969,1292,1937,2,FALSE,1,FALSE
Alexander,2012,181,NA,Single aerial survey,181,302,402,603,64,107,143,215,1,FALSE,0,FALSE
Alexander,2013,588,NA,Single aerial survey,588,980,1307,1960,NA,NA,NA,NA,NA,NA,NA,NA
Alexander,2014,911,NA,Single aerial survey,911,1518,2024,3037,NA,NA,NA,NA,NA,NA,NA,NA
Alexander,2015,1117,NA,Single aerial survey,1117,1862,2482,3723,NA,NA,NA,NA,NA,NA,NA,NA
Anchor,2003,13273,NA,Weir count,13273,13273,13273,13273,6822,8421,8421,8421,5,TRUE,3,TRUE
Anchor,2004,12016,NA,Weir count,12016,12016,12016,12016,2832,3458,3458,3458,5,TRUE,3,TRUE
Anchor,2005,11156,NA,Weir count,11156,11156,11156,11156,4506,5167,5167,5167,5,TRUE,3,TRUE
Anchor,2006,8945,NA,Weir count,8945,8945,8945,8945,3535,3962,3962,3962,5,TRUE,3,TRUE
Anchor,2007,9622,NA,Weir count,9622,9622,9622,9622,4563,4899,4899,4899,5,TRUE,3,TRUE
Anchor,2008,5806,NA,Weir count,5806,5806,5806,5806,3804,3896,3896,3896,5,TRUE,3,TRUE
Anchor,2009,3455,NA,Weir count,3455,3455,3455,3455,3147,3273,3273,3273,4,FALSE,3,TRUE
Anchor,2010,4449,NA,Weir count,4449,4449,4449,4449,6279,6526,6526,6526,3,FALSE,2,FALSE
Anchor,2011,3545,NA,Weir count,3545,3545,3545,3545,4289,4451,4451,4451,2,FALSE,1,FALSE
Anchor,2012,4509,NA,Weir count,4509,4509,4509,4509,1357,1403,1403,1403,1,FALSE,0,FALSE
Anchor,2013,4388,NA,Weir count,4388,4388,4388,4388,NA,NA,NA,NA,NA,NA,NA,NA
Anchor,2014,2497,NA,Weir count,2497,2497,2497,2497,NA,NA,NA,NA,NA,NA,NA,NA
Anchor,2015,10049,NA,Weir count,10049,10049,10049,10049,NA,NA,NA,NA,NA,NA,NA,NA
Campbell,1982,68,NA,Single foot survey,68,68,68,68,414,414,414,414,3,FALSE,2,FALSE
Campbell,1983,NA,NA,NA,NA,NA,NA,NA,221,221,221,221,4,FALSE,2,FALSE
Campbell,1984,423,NA,Single foot survey,423,423,423,423,278,278,278,278,4,FALSE,2,FALSE
Campbell,1985,NA,NA,NA,NA,NA,NA,NA,482,482,482,482,4,FALSE,3,TRUE
Campbell,1986,733,NA,Single foot survey,733,733,733,733,791,792,792,792,5,TRUE,3,TRUE
Campbell,1987,571,NA,Single foot survey,571,571,571,571,910,933,933,933,5,TRUE,3,TRUE
Campbell,1988,NA,NA,NA,NA,NA,NA,NA,1078,1089,1089,1089,5,TRUE,3,TRUE
Campbell,1989,218,NA,Single foot survey,218,218,218,218,739,745,745,745,5,TRUE,3,TRUE
Campbell,1990,458,NA,Single foot survey,458,458,458,458,458,459,459,459,5,TRUE,3,TRUE
Campbell,1991,590,NA,Single foot survey,590,590,590,590,689,689,689,689,5,TRUE,3,TRUE
Campbell,1992,931,NA,Single foot survey,931,931,931,931,998,999,999,999,5,TRUE,3,TRUE
Campbell,1993,937,NA,Single foot survey,937,937,937,937,713,723,723,723,5,TRUE,3,TRUE
Campbell,1994,1076,NA,Single foot survey,1076,1076,1076,1076,812,824,824,824,5,TRUE,3,TRUE
Campbell,1995,734,NA,Single foot survey,734,734,734,734,902,912,912,912,5,TRUE,3,TRUE
Campbell,1996,369,NA,Single foot survey,369,369,369,369,488,490,490,490,5,TRUE,3,TRUE
Campbell,1997,1119,NA,Single foot survey,1119,1119,1119,1119,705,709,709,709,5,TRUE,3,TRUE
Campbell,1998,761,NA,Single foot survey,761,761,761,761,812,892,892,892,5,TRUE,3,TRUE
Campbell,1999,1035,NA,Single foot survey,1035,1035,1035,1035,1066,1235,1235,1235,5,TRUE,3,TRUE
Campbell,2e3,591,NA,Single foot survey,591,591,591,591,1027,1149,1149,1149,5,TRUE,3,TRUE
Campbell,2001,717,NA,Single foot survey,717,717,717,717,859,918,918,918,5,TRUE,3,TRUE
Campbell,2002,744,NA,Single foot survey,744,744,744,744,714,762,762,762,5,TRUE,3,TRUE
Campbell,2003,745,NA,Single foot survey,745,745,745,745,494,520,520,520,5,TRUE,3,TRUE
Campbell,2004,964,NA,Single foot survey,964,964,964,964,290,299,299,299,5,TRUE,3,TRUE
Campbell,2005,1097,NA,Single foot survey,1097,1097,1097,1097,462,479,479,479,4,FALSE,3,TRUE
Campbell,2006,1052,NA,Single foot survey,1052,1052,1052,1052,246,257,257,257,3,FALSE,2,FALSE
Campbell,2007,588,NA,Single foot survey,588,588,588,588,102,104,104,104,3,FALSE,1,FALSE
Campbell,2008,439,NA,Single foot survey,439,439,439,439,56,56,56,56,3,FALSE,1,FALSE
Campbell,2009,554,NA,Single foot survey,554,554,554,554,194,199,199,199,2,FALSE,2,FALSE
Campbell,2010,290,NA,Single foot survey,290,290,290,290,332,348,348,348,2,FALSE,2,FALSE
Campbell,2011,260,NA,Single foot survey,260,260,260,260,269,285,285,285,2,FALSE,1,FALSE
Campbell,2012,NA,NA,NA,NA,NA,NA,NA,80,85,85,85,1,FALSE,0,FALSE
Campbell,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Campbell,2014,274,NA,Single foot survey,274,274,274,274,NA,NA,NA,NA,NA,NA,NA,NA
Campbell,2015,654,NA,Single foot survey,654,654,654,654,NA,NA,NA,NA,NA,NA,NA,NA
Chuitna,1980,NA,NA,NA,NA,NA,NA,NA,2268,4928,6188,8707,4,FALSE,3,TRUE
Chuitna,1981,1362,NA,Single aerial survey,1362,2270,3027,4540,2164,4637,5839,8242,4,FALSE,2,FALSE
Chuitna,1982,3438,NA,Single aerial survey,3438,5730,7640,11460,3064,5979,7681,11085,4,FALSE,2,FALSE
Chuitna,1983,4043,NA,Single aerial survey,4043,6738,8984,13477,1162,2767,3413,4704,4,FALSE,2,FALSE
Chuitna,1984,2845,NA,Single aerial survey,2845,4742,6322,9483,723,2375,2777,3580,4,FALSE,3,TRUE
Chuitna,1985,1600,NA,Single aerial survey,1600,2667,3556,5333,622,2132,2477,3169,5,TRUE,3,TRUE
Chuitna,1986,3946,NA,Single aerial survey,3946,6577,8769,13153,1045,2857,3438,4599,5,TRUE,3,TRUE
Chuitna,1987,NA,NA,NA,NA,NA,NA,NA,1643,4147,5059,6885,5,TRUE,3,TRUE
Chuitna,1988,3024,NA,Single aerial survey,3024,5040,6720,10080,1407,3613,4395,5958,5,TRUE,3,TRUE
Chuitna,1989,990,NA,Single aerial survey,990,1650,2200,3300,1094,2535,3143,4359,5,TRUE,3,TRUE
Chuitna,1990,480,NA,Single aerial survey,480,800,1067,1600,918,2356,2866,3886,5,TRUE,3,TRUE
Chuitna,1991,537,NA,Single aerial survey,537,895,1193,1790,1522,3752,4597,6289,5,TRUE,3,TRUE
Chuitna,1992,1337,NA,Single aerial survey,1337,2228,2971,4457,2315,5516,6802,9375,5,TRUE,3,TRUE
Chuitna,1993,2085,NA,Single aerial survey,2085,3475,4633,6950,2057,4337,5479,7764,5,TRUE,3,TRUE
Chuitna,1994,1012,NA,Single aerial survey,1012,1687,2249,3373,2422,5120,6466,9156,5,TRUE,3,TRUE
Chuitna,1995,1162,NA,Single aerial survey,1162,1937,2582,3873,2464,5349,6718,9454,5,TRUE,3,TRUE
Chuitna,1996,1343,NA,Single aerial survey,1343,2238,2984,4477,1016,2427,2992,4120,5,TRUE,3,TRUE
Chuitna,1997,2232,NA,Single aerial survey,2232,3720,4960,7440,1592,3738,4623,6392,5,TRUE,3,TRUE
Chuitna,1998,1869,NA,Single aerial survey,1869,3115,4153,6230,2222,4760,5995,8464,5,TRUE,3,TRUE
Chuitna,1999,3721,NA,Single aerial survey,3721,6202,8269,12403,2618,5303,6758,9666,5,TRUE,3,TRUE
Chuitna,2e3,1456,NA,Single aerial survey,1456,2427,3236,4853,1858,3813,4845,6909,5,TRUE,3,TRUE
Chuitna,2001,1501,NA,Single aerial survey,1501,2502,3336,5003,1461,3472,4284,5907,5,TRUE,3,TRUE
Chuitna,2002,1394,NA,Single aerial survey,1394,2323,3098,4647,1269,3317,4022,5432,5,TRUE,3,TRUE
Chuitna,2003,2339,NA,Single aerial survey,2339,3898,5198,7797,833,1961,2423,3349,5,TRUE,3,TRUE
Chuitna,2004,2938,NA,Single aerial survey,2938,4897,6529,9793,532,1001,1297,1888,5,TRUE,3,TRUE
Chuitna,2005,1307,NA,Single aerial survey,1307,2178,2904,4357,1e3,1771,2327,3438,5,TRUE,3,TRUE
Chuitna,2006,1911,NA,Single aerial survey,1911,3185,4247,6370,715,1208,1605,2400,5,TRUE,3,TRUE
Chuitna,2007,1180,NA,Single aerial survey,1180,1967,2622,3933,726,1210,1613,2419,5,TRUE,3,TRUE
Chuitna,2008,586,NA,Single aerial survey,586,977,1302,1953,1141,1902,2536,3802,5,TRUE,3,TRUE
Chuitna,2009,1040,NA,Single aerial survey,1040,1733,2311,3467,1473,2455,3274,4910,4,FALSE,3,TRUE
Chuitna,2010,735,NA,Single aerial survey,735,1225,1633,2450,1303,2171,2895,4342,3,FALSE,2,FALSE
Chuitna,2011,719,NA,Single aerial survey,719,1198,1598,2397,864,1440,1921,2881,2,FALSE,1,FALSE
Chuitna,2012,502,NA,Single aerial survey,502,837,1116,1673,240,401,534,802,1,FALSE,0,FALSE
