Group,ReturnYear,Component,Gear,Mesh,n,Age,Prop,GroupType,StockRecruit,Region,HatcheryWild,ReportingGroup_ESSN,ReportingGroup_NSN,ReportingGroup_MS,GearMesh
LittleSusitna,2013,Escapement,Weir,NA,242,Age1.1,0.008072653884964684,Population,TRUE,North,Wild,Cook Inlet other1,Knik/Turnagain,Cook Inlet other2,Weir
LittleSusitna,2014,Escapement,Weir,NA,108,Age1.1,0.065,Population,TRUE,North,Wild,Cook Inlet other1,Knik/Turnagain,Cook Inlet other2,Weir
LittleSusitna,2015,Escapement,Weir,NA,272,Age1.1,0.202,Population,TRUE,North,Wild,Cook Inlet other1,Knik/Turnagain,Cook Inlet other2,Weir
Ninilchik,1997,Escapement,Weir,NA,110,Age1.1,0.009,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,1998,Escapement,Weir,NA,460,Age1.1,0.015,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,1999,Escapement,Weir,NA,225,Age1.1,0,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2000,Escapement,Weir,NA,278,Age1.1,0.023,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2001,Escapement,Weir,NA,217,Age1.1,0.009,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2002,Escapement,Weir,NA,257,Age1.1,0.03,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2003,Escapement,Weir,NA,175,Age1.1,0.011,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2004,Escapement,Weir,NA,167,Age1.1,0,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2005,Escapement,Weir,NA,339,Age1.1,0.062,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2006,Escapement,Weir,NA,140,Age1.1,0.093,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2007,Escapement,Weir,NA,66,Age1.1,0.061,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2008,Escapement,Weir,NA,135,Age1.1,0.034,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2009,Escapement,Weir,NA,58,Age1.1,0.207,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2010,Escapement,Weir,NA,99,Age1.1,0.042,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2011,Escapement,Weir,NA,145,Age1.1,0,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2012,Escapement,Weir,NA,95,Age1.1,0.2442442442442442,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2013,Escapement,Weir,NA,99,Age1.1,0.08891108891108891,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2014,Escapement,Weir,NA,989,Age1.1,0.11788211788211786,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Ninilchik,2015,Escapement,Weir,NA,1002,Age1.1,0.31931931931931934,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
NSN,1983,Commercial Harvest,Gill Net,< 6 in,41,Age1.1,0,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1985,Commercial Harvest,Gill Net,< 6 in,40,Age1.1,0.025641025641025644,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1986,Commercial Harvest,Gill Net,< 6 in,900,Age1.1,0.0036458333333333334,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1987,Commercial Harvest,Gill Net,< 6 in,675,Age1.1,0.00233739837398374,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1988,Commercial Harvest,Gill Net,< 6 in,477,Age1.1,0.002967508298963887,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1989,Commercial Harvest,Gill Net,< 6 in,672,Age1.1,0.003,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1990,Commercial Harvest,Gill Net,< 6 in,707,Age1.1,0.006999300069993001,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1991,Commercial Harvest,Gill Net,< 6 in,623,Age1.1,0,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1996,Commercial Harvest,Gill Net,< 6 in,82,Age1.1,0.02459016393442623,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1997,Commercial Harvest,Gill Net,< 6 in,98,Age1.1,0.02002002002002002,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1998,Commercial Harvest,Gill Net,< 6 in,262,Age1.1,0,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,1999,Commercial Harvest,Gill Net,< 6 in,200,Age1.1,0,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,2000,Commercial Harvest,Gill Net,< 6 in,370,Age1.1,0.003,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,2014,Commercial Harvest,Gill Net,< 6 in,568,Age1.1,0.06,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
NSN,2015,Commercial Harvest,Gill Net,< 6 in,725,Age1.1,0.15500000000000003,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
Theodore,2012,Escapement,Weir,NA,247,Age1.1,0,Population,TRUE,North,Wild,Cook Inlet other1,UCI Northwest,West/Susitna,Weir
Theodore,2013,Escapement,Weir,NA,192,Age1.1,0,Population,TRUE,North,Wild,Cook Inlet other1,UCI Northwest,West/Susitna,Weir
Theodore,2014,Escapement,Weir,NA,29,Age1.1,0.20700000000000002,Population,TRUE,North,Wild,Cook Inlet other1,UCI Northwest,West/Susitna,Weir
Tyonek,2014,Subsistence Harvest,Gill Net,< 6 in,136,Age1.1,0.058941058941058944,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
Tyonek,2015,Subsistence Harvest,Gill Net,< 6 in,300,Age1.1,0.073,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
WSSN,1980,Commercial Harvest,Gill Net,< 6 in,NA,Age1.1,0,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
WSSN,1983,Commercial Harvest,Gill Net,< 6 in,330,Age1.1,0,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
WSSN,1984,Commercial Harvest,Gill Net,< 6 in,225,Age1.1,0.004036326942482341,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
WSSN,1985,Commercial Harvest,Gill Net,< 6 in,308,Age1.1,0.0034246575342465756,Fishery,FALSE,North,Mixed,NA,NA,NA,< 6 in Gill Net
Alexander,2015,Escapement,Weir,NA,52,Age1.2,0.4423,Population,TRUE,North,Wild,Cook Inlet other1,UCI Northwest,West/Susitna,Weir
Anchor,2003,Escapement,Weir,NA,601,Age1.2,0.23,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2004,Escapement,Weir,NA,285,Age1.2,0.20700000000000002,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2005,Escapement,Weir,NA,415,Age1.2,0.239,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2006,Escapement,Weir,NA,207,Age1.2,0.165,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2007,Escapement,Weir,NA,185,Age1.2,0.22,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2008,Escapement,Weir,NA,116,Age1.2,0.21821821821821819,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2009,Escapement,Weir,NA,90,Age1.2,0.511,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2010,Escapement,Weir,NA,273,Age1.2,0.361,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2011,Escapement,Weir,NA,282,Age1.2,0.5,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2012,Escapement,Weir,NA,199,Age1.2,0.343,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2013,Escapement,Weir,NA,254,Age1.2,0.31462925851703405,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2014,Escapement,Weir,NA,267,Age1.2,0.3656343656343657,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Anchor,2015,Escapement,Weir,NA,379,Age1.2,0.393,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2004,Escapement,Weir,NA,561,Age1.2,0.458110517,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2005,Escapement,Weir,NA,194,Age1.2,0.3092783506907216,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2006,Escapement,Weir,NA,91,Age1.2,0.28571428571428575,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2007,Escapement,Weir,NA,76,Age1.2,0.184210526,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2008,Escapement,Weir,NA,73,Age1.2,0.24657534275342463,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2009,Escapement,Weir,NA,209,Age1.2,0.41148325358851673,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2010,Escapement,Weir,NA,134,Age1.2,0.358208955,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2011,Escapement,Weir,NA,218,Age1.2,0.348623853,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2012,Escapement,Weir,NA,259,Age1.2,0.36679536663320467,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2013,Escapement,Weir,NA,407,Age1.2,0.42014742,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2014,Escapement,Weir,NA,447,Age1.2,0.272930649,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Crooked,2015,Escapement,Weir,NA,459,Age1.2,0.43137254900000005,Population,TRUE,South,Wild,Cook Inlet other1,Kenai Peninsula,Cook Inlet other2,Weir
Deshka,1980,Sport Harvest,Angling,NA,181,Age1.2,0.1,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1981,Sport Harvest,Angling,NA,159,Age1.2,0.1,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1982,Sport Harvest,Angling,NA,298,Age1.2,0.12871287128712872,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1983,Sport Harvest,Angling,NA,1329,Age1.2,0.21,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1984,Sport Harvest,Angling,NA,1463,Age1.2,0.17,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1986,Sport Harvest,Angling,NA,382,Age1.2,0.33266733266733267,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1987,Sport Harvest,Angling,NA,192,Age1.2,0.15841584158415842,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1988,Sport Harvest,Angling,NA,351,Age1.2,0.12,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1989,Sport Harvest,Angling,NA,307,Age1.2,0.25425425425425424,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1992,Sport Harvest,Angling,NA,105,Age1.2,0.20202020202020204,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1993,Sport Harvest,Angling,NA,152,Age1.2,0.21212121212121213,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1994,Sport Harvest,Angling,NA,116,Age1.2,0.15768056968463887,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1995,Escapement,Weir,NA,338,Age1.2,0.32267732267732274,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,1996,Escapement,Weir,NA,383,Age1.2,0.4634634634634635,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,1997,Escapement,Weir,NA,491,Age1.2,0.16933867735470942,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,1998,Escapement,Weir,NA,319,Age1.2,0.2917933130699088,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,1998,Sport Harvest,Angling,NA,383,Age1.2,0.09929789368104314,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Angling
Deshka,1999,Escapement,Weir,NA,448,Age1.2,0.3043043043043043,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2000,Escapement,Weir,NA,466,Age1.2,0.107,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2001,Escapement,Weir,NA,543,Age1.2,0.252,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2002,Escapement,Weir,NA,558,Age1.2,0.263,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2003,Escapement,Weir,NA,488,Age1.2,0.36244979919678716,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2004,Escapement,Weir,NA,563,Age1.2,0.183,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2005,Escapement,Weir,NA,490,Age1.2,0.29200000000000004,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2006,Escapement,Weir,NA,488,Age1.2,0.228,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2007,Escapement,Weir,NA,232,Age1.2,0.099,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2008,Escapement,Weir,NA,266,Age1.2,0.15684315684315683,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2009,Escapement,Weir,NA,386,Age1.2,0.668,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2010,Escapement,Weir,NA,336,Age1.2,0.20820820820820823,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2011,Escapement,Weir,NA,348,Age1.2,0.267,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2012,Escapement,Weir,NA,289,Age1.2,0.5464535464535464,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2013,Escapement,Weir,NA,250,Age1.2,0.214,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2014,Escapement,Weir,NA,242,Age1.2,0.39660339660339666,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
Deshka,2015,Escapement,Weir,NA,336,Age1.2,0.271,Population,TRUE,North,Wild,Cook Inlet other1,Susitna/Matanuska,West/Susitna,Weir
ESSN,1983,Commercial Harvest,Gill Net,< 6 in,857,Age1.2,0.13135970730436902,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1984,Commercial Harvest,Gill Net,< 6 in,794,Age1.2,0.16114280912892573,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1985,Commercial Harvest,Gill Net,< 6 in,2370,Age1.2,0.24972507257686752,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1986,Commercial Harvest,Gill Net,< 6 in,1324,Age1.2,0.23032198250250988,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1987,Commercial Harvest,Gill Net,< 6 in,1212,Age1.2,0.14789086882110136,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1988,Commercial Harvest,Gill Net,< 6 in,870,Age1.2,0.10962377040868067,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1989,Commercial Harvest,Gill Net,< 6 in,854,Age1.2,0.15143315293646023,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1990,Commercial Harvest,Gill Net,< 6 in,429,Age1.2,0.3026768044995313,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1991,Commercial Harvest,Gill Net,< 6 in,446,Age1.2,0.2535899786128934,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1992,Commercial Harvest,Gill Net,< 6 in,688,Age1.2,0.15214960870007116,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1993,Commercial Harvest,Gill Net,< 6 in,992,Age1.2,0.1420892494929006,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1994,Commercial Harvest,Gill Net,< 6 in,1502,Age1.2,0.1258583581018756,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1995,Commercial Harvest,Gill Net,< 6 in,1508,Age1.2,0.226191681003947,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1996,Commercial Harvest,Gill Net,< 6 in,2186,Age1.2,0.16189404786254857,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1997,Commercial Harvest,Gill Net,< 6 in,1691,Age1.2,0.1387918635709883,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1998,Commercial Harvest,Gill Net,< 6 in,911,Age1.2,0.24085619285120533,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,1999,Commercial Harvest,Gill Net,< 6 in,1818,Age1.2,0.2646407727913061,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2000,Commercial Harvest,Gill Net,< 6 in,991,Age1.2,0.12391989427671037,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2001,Commercial Harvest,Gill Net,< 6 in,989,Age1.2,0.4004,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2002,Commercial Harvest,Gill Net,< 6 in,1224,Age1.2,0.2932692307692308,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2003,Commercial Harvest,Gill Net,< 6 in,678,Age1.2,0.5192577733199599,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2004,Commercial Harvest,Gill Net,< 6 in,1409,Age1.2,0.19849849849849852,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2005,Commercial Harvest,Gill Net,< 6 in,482,Age1.2,0.2719846712384026,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2006,Commercial Harvest,Gill Net,< 6 in,560,Age1.2,0.3541729285642721,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2007,Commercial Harvest,Gill Net,< 6 in,789,Age1.2,0.42817042606516287,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2008,Commercial Harvest,Gill Net,< 6 in,380,Age1.2,0.19728027197280273,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2009,Commercial Harvest,Gill Net,< 6 in,487,Age1.2,0.5134,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2010,Commercial Harvest,Gill Net,< 6 in,760,Age1.2,0.24689129562775772,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2011,Commercial Harvest,Gill Net,< 6 in,1187,Age1.2,0.33730357321589427,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2012,Commercial Harvest,Gill Net,< 6 in,167,Age1.2,0.18,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2013,Commercial Harvest,Gill Net,< 6 in,664,Age1.2,0.43443443443443436,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2014,Commercial Harvest,Gill Net,< 6 in,459,Age1.2,0.3223223223223224,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
ESSN,2015,Commercial Harvest,Gill Net,< 6 in,631,Age1.2,0.374,Fishery,FALSE,Kenai,Wild,NA,NA,NA,< 6 in Gill Net
Kenai.Late,1986,Escapement,Gill Net,7.5 in,1650,Age1.2,0.13129898570203968,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1986,Sport Harvest,Angling,NA,524,Age1.2,0.1014,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1987,Escapement,Gill Net,7.5 in,962,Age1.2,0.020224802575190628,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1987,Sport Harvest,Angling,NA,438,Age1.2,0.0104,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1988,Escapement,Gill Net,7.5 in,942,Age1.2,0.01384509964164545,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1988,Sport Harvest,Angling,NA,426,Age1.2,0.0023997600239976003,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1989,Escapement,Gill Net,7.5 in,664,Age1.2,0.11130162133791538,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1989,Sport Harvest,Angling,NA,104,Age1.2,0.0099,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1990,Escapement,Gill Net,7.5 in,528,Age1.2,0.1329080052685067,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1990,Sport Harvest,Angling,NA,341,Age1.2,0.0967903209679032,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1991,Escapement,Gill Net,7.5 in,363,Age1.2,0.08057474822736373,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1991,Sport Harvest,Angling,NA,472,Age1.2,0.0493,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1992,Escapement,Gill Net,7.5 in,341,Age1.2,0.07289581249025927,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1992,Sport Harvest,Angling,NA,402,Age1.2,0.0199,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1993,Escapement,Gill Net,7.5 in,350,Age1.2,0.08653187276028407,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1993,Sport Harvest,Angling,NA,689,Age1.2,0.0188981101889811,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1994,Escapement,Gill Net,7.5 in,414,Age1.2,0.06013363760324058,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1994,Sport Harvest,Angling,NA,434,Age1.2,0.0184018401840184,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1995,Escapement,Gill Net,7.5 in,207,Age1.2,0.24148378825433325,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1995,Sport Harvest,Angling,NA,435,Age1.2,0.0759,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1996,Escapement,Gill Net,7.5 in,470,Age1.2,0.0830622907900877,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1996,Sport Harvest,Angling,NA,235,Age1.2,0.0598,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1997,Escapement,Gill Net,7.5 in,289,Age1.2,0.044883920153497917,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1997,Sport Harvest,Angling,NA,317,Age1.2,0.025202520252025202,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
Kenai.Late,1998,Escapement,Gill Net,7.5 in,374,Age1.2,0.16124152632656108,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,7.5 in Gill Net
Kenai.Late,1998,Sport Harvest,Angling,NA,331,Age1.2,0.1208,Population,TRUE,Kenai,Wild,Kenai River mainstem,Kenai Peninsula,Kenai,Angling
