Population,BroodYear,EscapeIndex,EscapementMethod,WeirRemovals,Spawners1,Spawners2.min,Spawners2.nom,Spawners2.max,Recruits1,Recruits2.min,Recruits2.nom,Recruits2.max,NumAgeClasses,CoreRecruits1,CoreRecruits2.min,CoreRecruits2.nom,CoreRecruits2.max,NumCoreAgeClasses,RecruitsPerSpawner,CoreRecruitsPerSpawner
LittleSusitna,2009,2368,Expansion of aerial surveys based on ratio of paired aerial survey and weir count data,NA,2368,2368,2368,2368,NA,NA,NA,NA,NA,3997,3997,3997,3997,3,NA,1.6879222972972974
LittleSusitna,2010,1347,Expansion of aerial surveys based on ratio of paired aerial survey and weir count data,NA,1347,1347,1347,1347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleSusitna,2011,2040,Expansion of aerial surveys based on ratio of paired aerial survey and weir count data,NA,2040,2040,2040,2040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleSusitna,2012,2662,Expansion of aerial surveys based on ratio of paired aerial survey and weir count data,NA,2662,2662,2662,2662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleSusitna,2013,3818,Expansion of aerial surveys based on ratio of paired aerial survey and weir count data,NA,3818,3818,3818,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleSusitna,2014,3135,Weir count,NA,3135,3135,3135,3135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleSusitna,2015,5026,Weir count,NA,5026,5026,5026,5026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,1981,459,Single aerial survey,NA,459,765,1020,1530,NA,NA,NA,NA,NA,1589,2649,3532,5298,3,NA,3.462745098039216
LittleWillow,1982,316,Single aerial survey,NA,316,527,702,1053,1511,2518,3357,5036,5,1501,2502,3336,5004,3,4.782051282051282,4.752136752136752
LittleWillow,1983,1042,Single aerial survey,NA,1042,1737,2316,3473,1372,2287,3049,4574,5,1363,2272,3029,4544,3,1.3164939550949915,1.3078583765112262
LittleWillow,1984,NA,NA,NA,NA,NA,NA,NA,1244,2073,2764,4146,5,1239,2065,2754,4131,3,NA,NA
LittleWillow,1985,1305,Single aerial survey,NA,1305,2175,2900,4350,890,1483,1978,2968,5,884,1474,1965,2948,3,0.6820689655172414,0.6775862068965517
LittleWillow,1986,2133,Single aerial survey,NA,2133,3555,4740,7110,673,1122,1496,2244,5,667,1112,1483,2224,3,0.31561181434599156,0.3128691983122363
LittleWillow,1987,1320,Single aerial survey,NA,1320,2200,2933,4400,638,1064,1419,2127,5,632,1054,1406,2108,3,0.4838049778383907,0.4793726559836345
LittleWillow,1988,1515,Single aerial survey,NA,1515,2525,3367,5050,689,1149,1531,2297,5,682,1137,1516,2273,3,0.4547074547074547,0.45025245025245025
LittleWillow,1989,1325,Single aerial survey,NA,1325,2208,2944,4417,867,1446,1927,2891,5,860,1434,1912,2868,3,0.6545516304347826,0.6494565217391305
LittleWillow,1990,1115,Single aerial survey,NA,1115,1858,2478,3717,1039,1732,2309,3463,5,1026,1710,2280,3419,3,0.9317998385794996,0.9200968523002422
LittleWillow,1991,498,Single aerial survey,NA,498,830,1107,1660,1503,2505,3339,5009,5,1492,2487,3316,4975,3,3.016260162601626,2.995483288166215
LittleWillow,1992,673,Single aerial survey,NA,673,1122,1496,2243,1849,3082,4109,6164,5,1837,3061,4081,6122,3,2.746657754010695,2.7279411764705883
LittleWillow,1993,705,Single aerial survey,NA,705,1175,1567,2350,1900,3167,4223,6334,5,1891,3151,4202,6302,3,2.694958519463944,2.681557115507339
LittleWillow,1994,712,Single aerial survey,NA,712,1187,1582,2373,1588,2647,3530,5294,5,1568,2613,3483,5225,3,2.231352718078382,2.2016434892541086
LittleWillow,1995,1210,Single aerial survey,NA,1210,2017,2689,4033,1546,2576,3435,5152,5,1528,2547,3396,5095,3,1.2774265526217925,1.2629230197099293
LittleWillow,1996,1077,Single aerial survey,NA,1077,1795,2393,3590,1684,2806,3742,5614,5,1668,2780,3706,5560,3,1.5637275386544087,1.5486836606769745
LittleWillow,1997,2390,Single aerial survey,NA,2390,3983,5311,7967,1549,2581,3441,5162,5,1532,2553,3404,5106,3,0.6479005836942195,0.6409339107512709
LittleWillow,1998,1782,Single aerial survey,NA,1782,2970,3960,5940,1417,2361,3148,4722,5,1391,2319,3092,4638,3,0.794949494949495,0.7808080808080808
LittleWillow,1999,1837,Single aerial survey,NA,1837,3062,4082,6123,1697,2828,3771,5656,5,1676,2794,3725,5587,3,0.923811856932876,0.9125428711415973
LittleWillow,2e3,1121,Single aerial survey,NA,1121,1868,2491,3737,1645,2742,3656,5485,5,1631,2719,3625,5438,3,1.4676836611802488,1.4552388598956243
LittleWillow,2001,2084,Single aerial survey,NA,2084,3473,4631,6947,NA,NA,NA,NA,NA,1127,1877,2503,3755,3,NA,0.540488015547398
LittleWillow,2002,1680,Single aerial survey,NA,1680,2800,3733,5600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2003,879,Single aerial survey,NA,879,1465,1953,2930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2004,2227,Single aerial survey,NA,2227,3712,4949,7423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2005,1784,Single aerial survey,NA,1784,2973,3964,5947,NA,NA,NA,NA,NA,585,976,1301,1952,3,NA,0.32820383451059537
LittleWillow,2006,816,Single aerial survey,NA,816,1360,1813,2720,584,973,1298,1947,5,561,935,1246,1870,3,0.7159404302261445,0.6872586872586872
LittleWillow,2007,1103,Single aerial survey,NA,1103,1838,2451,3677,612,1019,1359,2039,5,596,992,1324,1986,3,0.554467564259486,0.540187678498572
LittleWillow,2008,NA,NA,NA,NA,NA,NA,NA,686,1143,1524,2286,5,659,1098,1464,2196,3,NA,NA
LittleWillow,2009,776,Single aerial survey,NA,776,1293,1724,2587,NA,NA,NA,NA,NA,712,1186,1582,2373,3,NA,0.9176334106728539
LittleWillow,2010,468,Single aerial survey,NA,468,780,1040,1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2011,713,Single aerial survey,NA,713,1188,1584,2377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2012,494,Single aerial survey,NA,494,823,1098,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2013,858,Single aerial survey,NA,858,1430,1907,2860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2014,684,Single aerial survey,NA,684,1140,1520,2280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LittleWillow,2015,788,Single aerial survey,NA,788,1313,1751,2627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1981,814,Single aerial survey,NA,814,1357,1809,2713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322,3551,4286,5755,3,NA,NA
Montana,1987,1320,Single aerial survey,NA,1320,2200,2933,4400,1357,5094,5848,7356,5,1349,5060,5810,7309,3,1.9938629389703375,1.9809069212410502
Montana,1988,2016,Single aerial survey,NA,2016,3360,4480,6720,1268,5500,6205,7613,5,1254,5471,6168,7562,3,1.3850446428571428,1.3767857142857143
Montana,1989,NA,NA,NA,NA,NA,NA,NA,1482,4897,5720,7367,5,1469,4860,5677,7309,3,NA,NA
Montana,1990,1269,Single aerial survey,NA,1269,2115,2820,4230,1773,4511,5496,7467,5,1755,4459,5434,7384,3,1.9489361702127659,1.9269503546099291
Montana,1991,1215,Single aerial survey,NA,1215,2025,2700,4050,2257,5439,6693,9200,5,2240,5394,6638,9127,3,2.4788888888888887,2.4585185185185185
Montana,1992,1560,Single aerial survey,NA,1560,2600,3467,5200,2680,6277,7766,10744,5,2663,6228,7707,10666,3,2.2399769252956445,2.2229593308335738
Montana,1993,1281,Single aerial survey,NA,1281,2135,2847,4270,2649,6561,8033,10976,5,2635,6524,7987,10916,3,2.8215665612925886,2.805409202669477
Montana,1994,1143,Single aerial survey,NA,1143,1905,2540,3810,2026,5778,6904,9155,5,2002,5716,6828,9053,3,2.7181102362204723,2.688188976377953
Montana,1995,2110,Single aerial survey,NA,2110,3517,4689,7033,1643,5e3,5912,7738,5,1616,4938,5836,7632,3,1.2608232032416293,1.2446150565152485
Montana,1996,1841,Single aerial survey,NA,1841,3068,4091,6137,1838,5301,6322,8365,5,1814,5236,6243,8259,3,1.5453434368125152,1.5260327548276704
Montana,1997,3073,Single aerial survey,NA,3073,5122,6829,10243,2243,5629,6876,9368,5,2225,5583,6820,9293,3,1.0068824132376628,0.9986820910821497
Montana,1998,2936,Single aerial survey,NA,2936,4893,6524,9787,2348,5261,6566,9176,5,2322,5190,6480,9060,3,1.0064377682403434,0.9932556713672593
Montana,1999,2088,Single aerial survey,NA,2088,3480,4640,6960,2314,5020,6306,8878,5,2284,4943,6212,8749,3,1.359051724137931,1.3387931034482758
Montana,2e3,1271,Single aerial survey,NA,1271,2118,2824,4237,2242,5065,6311,8802,5,2205,4984,6209,8659,3,2.234773371104816,2.1986543909348444
Montana,2001,1930,Single aerial survey,NA,1930,3217,4289,6433,2050,4881,6019,8297,5,2016,4807,5927,8167,3,1.4033574259734203,1.381907204476568
Montana,2002,2357,Single aerial survey,NA,2357,3928,5238,7857,1762,4266,5244,7203,5,1717,4169,5122,7029,3,1.0011454753722795,0.9778541428025964
Montana,2003,2576,Single aerial survey,NA,2576,4293,5724,8587,1531,3547,4397,6098,5,1495,3457,4288,5948,3,0.7681691125087351,0.7491264849755416
Montana,2004,2117,Single aerial survey,NA,2117,3528,4704,7057,1274,2643,3351,4767,5,1232,2546,3231,4601,3,0.7123724489795918,0.6868622448979592
Montana,2005,2600,Single aerial survey,NA,2600,4333,5778,8667,928,1897,2412,3444,5,894,1814,2311,3305,3,0.4174454828660436,0.39996538594669434
Montana,2006,1850,Single aerial survey,NA,1850,3083,4111,6167,582,1257,1580,2227,5,539,1179,1478,2077,3,0.38433471174896616,0.3595232303575772
Montana,2007,1936,Single aerial survey,NA,1936,3227,4302,6453,585,1085,1410,2061,5,560,1032,1343,1965,3,0.3277545327754533,0.3121803812180381
Montana,2008,1357,Single aerial survey,NA,1357,2262,3016,4523,898,1511,2010,3008,5,877,1466,1953,2929,3,0.666445623342175,0.6475464190981433
Montana,2009,1460,Single aerial survey,NA,1460,2433,3244,4867,NA,NA,NA,NA,NA,1074,1790,2387,3580,3,NA,0.7358199753390875
Montana,2010,755,Single aerial survey,NA,755,1258,1678,2517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2011,494,Single aerial survey,NA,494,823,1098,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2012,416,Single aerial survey,NA,416,693,924,1387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2013,1304,Single aerial survey,NA,1304,2173,2898,4347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2014,953,Single aerial survey,NA,953,1588,2118,3177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2015,1416,Single aerial survey,NA,1416,2360,3147,4720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,1999,1576,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",68,1576,1576,1576,1576,1317,1317,1317,1317,5,1271,1271,1271,1271,3,0.8356598984771574,0.8064720812182741
Ninilchik,2e3,1553,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",81,1553,1553,1553,1553,2179,2179,2179,2179,5,2165,2165,2165,2165,3,1.403090792015454,1.3940759819703799
Ninilchik,2001,1239,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",175,1239,1239,1239,1239,1165,1165,1165,1165,5,1165,1165,1165,1165,3,0.9402744148506861,0.9402744148506861
Ninilchik,2002,1340,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",176,1340,1340,1340,1340,1231,1231,1231,1231,5,1092,1092,1092,1092,3,0.9186567164179105,0.8149253731343283
Ninilchik,2003,1127,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",131,1127,1127,1127,1127,1046,1046,1046,1046,5,904,904,904,904,3,0.9281277728482697,0.8021295474711624
Ninilchik,2004,1393,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",132,1393,1393,1393,1393,569,569,569,569,5,511,511,511,511,3,0.40847092605886576,0.36683417085427134
Ninilchik,2005,2076,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",165,2076,2076,2076,2076,823,823,823,823,5,788,788,788,788,3,0.3964354527938343,0.37957610789980734
Ninilchik,2006,1429,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",101,1429,1429,1429,1429,1445,1445,1445,1445,5,1284,1284,1284,1284,3,1.0111966410076978,0.8985304408677397
Ninilchik,2007,825,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",129,825,825,825,825,592,592,592,592,5,557,557,557,557,3,0.7175757575757575,0.6751515151515152
Ninilchik,2008,879,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",140,879,879,879,879,553,553,553,553,5,553,553,553,553,3,0.6291240045506257,0.6291240045506257
Ninilchik,2009,740,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",41,740,740,740,740,NA,NA,NA,NA,NA,1095,1095,1095,1095,3,NA,1.4797297297297298
Ninilchik,2010,852,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",0,852,852,852,852,NA,NA,NA,NA,NA,1082,1082,1082,1082,3,NA,1.2699530516431925
Ninilchik,2011,1012,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",99,1012,1012,1012,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2012,763,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",26,763,763,763,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2013,854,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",34,854,854,854,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2014,1277,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",92,1277,1277,1277,1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2015,1268,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",88,1268,1268,1268,1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ninilchik,2016,1531,"Weir counts expanded spatially (to account for spawning below the weir) - removals. See calculations in ""HatcheryEnhanced"" worksheet.",145,1531,1531,1531,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theodore,1980,NA,NA,NA,NA,NA,NA,NA,1319,4267,5e3,6466,5,1308,4231,4958,6411,3,NA,NA
Theodore,1981,535,Single aerial survey,NA,535,892,1189,1783,1405,4541,5322,6883,5,1392,4503,5276,6823,3,4.4760302775441545,4.437342304457528
Theodore,1982,1368,Single aerial survey,NA,1368,2280,3040,4560,1623,4809,5711,7514,5,1615,4778,5675,7470,3,1.8786184210526315,1.8667763157894737
Theodore,1983,1519,Single aerial survey,NA,1519,2532,3376,5063,1436,4529,5327,6923,5,1431,4509,5304,6894,3,1.5779028436018958,1.5710900473933649
Theodore,1984,1251,Single aerial survey,NA,1251,2085,2780,4170,1005,3479,4038,5154,5,1e3,3464,4020,5131,3,1.4525179856115107,1.4460431654676258
Theodore,1985,1458,Single aerial survey,NA,1458,2430,3240,4860,652,2230,2592,3316,5,643,2207,2564,3278,3,0.8,0.7913580246913581
Theodore,1986,1281,Single aerial survey,NA,1281,2135,2847,4270,732,2062,2469,3283,5,725,2039,2442,3247,3,0.8672286617492097,0.8577449947312961
Theodore,1987,1548,Single aerial survey,NA,1548,2580,3440,5160,943,2494,3018,4066,5,939,2478,2999,4042,3,0.8773255813953489,0.8718023255813954
Theodore,1988,1906,Single aerial survey,NA,1906,3177,4236,6353,886,2531,3023,4007,5,881,2518,3007,3986,3,0.7136449480642115,0.7098677998111426
Theodore,1989,1026,Single aerial survey,NA,1026,1710,2280,3420,717,2153,2551,3348,5,712,2141,2537,3328,3,1.118859649122807,1.112719298245614
Theodore,1990,642,Single aerial survey,NA,642,1070,1427,2140,553,1573,1881,2496,5,543,1553,1854,2457,3,1.3181499649614576,1.299229152067274
Theodore,1991,508,Single aerial survey,NA,508,847,1129,1693,833,1682,2145,3070,5,823,1662,2119,3033,3,1.899911426040744,1.8768821966341895
Theodore,1992,1053,Single aerial survey,NA,1053,1755,2340,3510,1351,2318,3069,4570,5,1339,2295,3039,4527,3,1.3115384615384615,1.2987179487179488
Theodore,1993,1110,Single aerial survey,NA,1110,1850,2467,3700,1837,3063,4084,6124,5,1830,3050,4067,6100,3,1.6554519659505473,1.648561005269558
Theodore,1994,577,Single aerial survey,NA,577,962,1282,1923,1800,3001,4001,6001,5,1787,2979,3971,5957,3,3.1209048361934477,3.0975039001560063
