"","Site","Year","maxTemp","wksGT15","wksGT18","cumDD","wksGT16","wksGT21","wksGT13","wksGT10","perName","fish.model"
"757","Moose (Mat)",1996,10.0608717442068,0,0,1157.05366148896,0,0,0,1,"Moose (Mat)",0
"758","Moose (Mat)",1997,11.0374677272105,0,0,1257.85612322554,0,0,0,2,"Moose (Mat)",0
"759","Moose (Mat)",1998,9.74125851340565,0,0,1108.95187025338,0,0,0,0,"Moose (Mat)",0
"760","Moose (Mat)",1999,10.5225352998086,0,0,1174.08194417442,0,0,0,1,"Moose (Mat)",0
"761","Moose (Mat)",2000,9.65247706040531,0,0,1106.83887167197,0,0,0,0,"Moose (Mat)",0
"762","Moose (Mat)",2001,9.97209029120652,0,0,1201.42663169852,0,0,0,0,"Moose (Mat)",0
"763","Moose (Mat)",2002,10.8066359494097,0,0,1261.70923828575,0,0,0,2,"Moose (Mat)",0
"764","Moose (Mat)",2003,11.2860557956115,0,0,1331.43819147221,0,0,0,3,"Moose (Mat)",0
"765","Moose (Mat)",2004,10.8066359494097,0,0,1280.72622551842,0,0,0,4,"Moose (Mat)",0
"766","Moose (Mat)",2005,10.2029220690074,0,0,1293.40421700687,0,0,0,1,"Moose (Mat)",0
"767","Moose (Mat)",2006,9.2795949578039,0,0,1176.31923679003,0,0,0,0,"Moose (Mat)",0
"768","Moose (Mat)",2007,9.65247706040531,0,0,1214.22891722117,0,0,0,0,"Moose (Mat)",0
"769","Moose (Mat)",2008,8.88895656460243,0,0,1107.33604780877,0,0,0,0,"Moose (Mat)",0
"770","Moose (Mat)",2009,10.7533670776095,0,0,1202.54527800633,0,0,0,2,"Moose (Mat)",0
"771","Moose (Mat)",2010,9.4394015732045,0,0,1183.90117287626,0,0,0,0,"Moose (Mat)",0
"772","Moose (Mat)",2011,9.19081350480357,0,0,1169.483064909,0,0,0,0,"Moose (Mat)",0
"773","Moose (Mat)",2012,9.77677109460578,0,0,1115.6637481002,0,0,0,0,"Moose (Mat)",0
"774","Moose (Mat)",2013,10.8421485306098,0,0,1215.84473966578,0,0,0,2,"Moose (Mat)",0
"775","Moose (Mat)",2014,10.0608717442068,0,0,1197.07634050151,0,0,0,1,"Moose (Mat)",0
"776","Moose (Mat)",2015,10.0253591630067,0,0,1203.41533624573,0,0,0,1,"Moose (Mat)",0
"777","Moose (Mat)",2016,10.4692664280084,0,0,1291.66410052806,0,0,0,2,"Moose (Mat)",0
"778","Moose (Su)",1980,15.5869386617653,1,0,1672.9602612368,0,0,4,8,"Moose (Su)",0
"779","Moose (Su)",1981,13.9957451036613,0,0,1706.8394240781,0,0,3,9,"Moose (Su)",0
"780","Moose (Su)",1982,13.6973963115167,0,0,1622.83766415652,0,0,5,9,"Moose (Su)",0
"781","Moose (Su)",1983,15.1891402722393,1,0,1692.91648044469,0,0,5,9,"Moose (Su)",0
"782","Moose (Su)",1984,14.7250421511256,0,0,1752.78513806835,0,0,6,9,"Moose (Su)",0
"783","Moose (Su)",1985,15.0896906748578,1,0,1605.66603367531,0,0,5,10,"Moose (Su)",0
"784","Moose (Su)",1986,14.8907914800948,0,0,1704.05483535142,0,0,3,10,"Moose (Su)",0
"785","Moose (Su)",1987,16.051036782879,1,0,1715.4252393187,1,0,7,9,"Moose (Su)",0
"786","Moose (Su)",1988,16.1504863802605,3,0,1824.0241996593,1,0,6,9,"Moose (Su)",0
"787","Moose (Su)",1989,15.9515871854975,3,0,1835.62665268715,0,0,7,10,"Moose (Su)",0
"788","Moose (Su)",1990,17.2775818172509,4,0,1883.42875916186,2,0,6,9,"Moose (Su)",0
"789","Moose (Su)",1991,16.3825354408173,2,0,1779.23873097183,1,0,3,11,"Moose (Su)",0
"790","Moose (Su)",1992,15.5537887959715,1,0,1567.60998774399,0,0,5,8,"Moose (Su)",0
"791","Moose (Su)",1993,16.647734367168,4,0,1860.92000028784,3,0,5,10,"Moose (Su)",0
"792","Moose (Su)",1994,16.0841866486728,2,0,1810.33330508645,1,0,7,10,"Moose (Su)",0
"793","Moose (Su)",1995,15.255440003827,1,0,1857.6258012694,0,0,7,12,"Moose (Su)",0
"794","Moose (Su)",1996,16.3162357092297,3,0,1762.99529673285,1,0,4,10,"Moose (Su)",0
"795","Moose (Su)",1997,18.1394783278906,5,1,1951.18708484445,3,0,7,11,"Moose (Su)",0
"796","Moose (Su)",1998,15.7195381249407,1,0,1673.19231029736,0,0,4,8,"Moose (Su)",0
"797","Moose (Su)",1999,17.1781322198694,2,0,1794.78601802914,1,0,5,10,"Moose (Su)",0
"798","Moose (Su)",2000,15.5537887959715,1,0,1669.24747626789,0,0,2,7,"Moose (Su)",0
"799","Moose (Su)",2001,16.1504863802605,3,0,1845.83681135165,2,0,7,11,"Moose (Su)",0
"800","Moose (Su)",2002,17.7085300725707,5,0,1958.38060572172,2,0,5,10,"Moose (Su)",0
"801","Moose (Su)",2003,18.6035764490043,7,1,2088.5601286941,4,0,9,11,"Moose (Su)",0
"802","Moose (Su)",2004,17.7085300725707,10,0,1993.88411198691,6,0,8,9,"Moose (Su)",0
"803","Moose (Su)",2005,16.5814346355804,8,0,2017.55311616371,4,0,7,11,"Moose (Su)",0
"804","Moose (Su)",2006,14.857641614301,0,0,1798.96290111916,0,0,5,10,"Moose (Su)",0
"805","Moose (Su)",2007,15.5537887959715,3,0,1869.737864589,0,0,6,10,"Moose (Su)",0
"806","Moose (Su)",2008,14.1283445668366,0,0,1670.17567251012,0,0,2,11,"Moose (Su)",0
"807","Moose (Su)",2009,17.6090804751892,3,0,1847.92525289666,2,0,5,11,"Moose (Su)",0
"808","Moose (Su)",2010,15.1559904064455,1,0,1813.11789381313,0,0,5,11,"Moose (Su)",0
"809","Moose (Su)",2011,14.6918922853318,0,0,1786.20020278854,0,0,5,11,"Moose (Su)",0
"810","Moose (Su)",2012,15.7858378565283,1,0,1685.72295956743,0,0,4,8,"Moose (Su)",0
"811","Moose (Su)",2013,17.7748298041584,7,0,1872.75450237624,4,0,6,11,"Moose (Su)",0
"812","Moose (Su)",2014,16.3162357092297,1,0,1837.71509423216,1,0,6,9,"Moose (Su)",0
"813","Moose (Su)",2015,16.249935977642,3,0,1849.54959632056,3,0,7,9,"Moose (Su)",0
"814","Moose (Su)",2016,17.0786826224879,5,0,2014.30442931591,2,0,8,10,"Moose (Su)",0
"815","NF Campbell",1980,12.1148186149171,0,0,1353.01698127482,0,0,0,5,"NF Campbell",1
"816","NF Campbell",1981,11.9919647999319,0,0,1434.49977406376,0,0,0,7,"NF Campbell",1
"817","NF Campbell",1982,10.9477073725576,0,0,1319.47788978385,0,0,0,6,"NF Campbell",1
"818","NF Campbell",1983,12.6369473286043,0,0,1447.39942463721,0,0,0,6,"NF Campbell",1
"819","NF Campbell",1984,13.312643311023,0,0,1597.46535964165,0,0,1,7,"NF Campbell",1
"820","NF Campbell",1985,12.299099337395,0,0,1363.33670173357,0,0,0,7,"NF Campbell",1
"821","NF Campbell",1986,12.4833800598728,0,0,1417.9452224945,0,0,0,6,"NF Campbell",1
"822","NF Campbell",1987,13.1283625885452,0,0,1412.5703680889,0,0,1,6,"NF Campbell",1
"823","NF Campbell",1988,12.5755204211117,0,0,1479.21856271838,0,0,0,7,"NF Campbell",1
"824","NF Campbell",1989,13.0055087735599,0,0,1548.66168163877,0,0,1,9,"NF Campbell",1
"825","NF Campbell",1990,12.6983742360969,0,0,1544.14680393806,0,0,0,8,"NF Campbell",1
"826","NF Campbell",1991,12.6676607823506,0,0,1479.64855107083,0,0,0,8,"NF Campbell",1
"827","NF Campbell",1992,12.3912396986339,0,0,1351.51202204125,0,0,0,7,"NF Campbell",1
"828","NF Campbell",1993,13.9883392934417,0,0,1606.28012086684,0,0,4,9,"NF Campbell",1
"829","NF Campbell",1994,13.0976491347989,0,0,1531.67714171706,0,0,1,8,"NF Campbell",1
"830","NF Campbell",1995,12.6369473286043,0,0,1602.84021404725,0,0,0,11,"NF Campbell",1
"831","NF Campbell",1996,13.2819298572767,0,0,1517.7025202625,0,0,1,8,"NF Campbell",1
"832","NF Campbell",1997,13.7119182097249,0,0,1566.07620991292,0,0,2,9,"NF Campbell",1
"833","NF Campbell",1998,12.4526666061265,0,0,1410.85041467911,0,0,0,6,"NF Campbell",1
"834","NF Campbell",1999,13.4662105797545,0,0,1460.51406938688,0,0,1,8,"NF Campbell",1
"835","NF Campbell",2000,12.299099337395,0,0,1377.52631736437,0,0,0,7,"NF Campbell",1
"836","NF Campbell",2001,12.7905145973358,0,0,1509.7477357422,0,0,0,8,"NF Campbell",1
"837","NF Campbell",2002,13.3433567647693,0,0,1502.43793375058,0,0,1,9,"NF Campbell",1
"838","NF Campbell",2003,14.6640352758603,0,0,1589.51057512135,0,0,4,9,"NF Campbell",1
"839","NF Campbell",2004,14.4490410996362,0,0,1600.04528975634,0,0,5,9,"NF Campbell",1
"840","NF Campbell",2005,13.9269123859491,0,0,1643.04412500116,0,0,3,8,"NF Campbell",1
"841","NF Campbell",2006,12.5448069673654,0,0,1473.1987257841,0,0,0,7,"NF Campbell",1
"842","NF Campbell",2007,12.3912396986339,0,0,1502.65292792681,0,0,0,10,"NF Campbell",1
"843","NF Campbell",2008,11.3776957250059,0,0,1340.54731905382,0,0,0,7,"NF Campbell",1
"844","NF Campbell",2009,12.8212280510821,0,0,1488.46331229601,0,0,0,8,"NF Campbell",1
"845","NF Campbell",2010,11.9305378924393,0,0,1474.27369666522,0,0,0,7,"NF Campbell",1
"846","NF Campbell",2011,11.9919647999319,0,0,1464.38396455891,0,0,0,7,"NF Campbell",1
"847","NF Campbell",2012,12.4833800598728,0,0,1437.72468670712,0,0,0,6,"NF Campbell",1
"848","NF Campbell",2013,14.6640352758603,0,0,1589.72556929758,0,0,4,10,"NF Campbell",1
"849","NF Campbell",2014,13.4969240335008,0,0,1609.29003933397,0,0,1,8,"NF Campbell",1
"850","NF Campbell",2015,14.4797545533825,0,0,1618.96477726406,0,0,5,8,"NF Campbell",1
"851","NF Campbell",2016,14.9404563595771,0,0,1740.65148100691,0,0,2,10,"NF Campbell",1
"852","Ninilchik",1980,12.7255265058451,0,0,1495.34484502484,0,0,0,8,"Ninilchik",1
"853","Ninilchik",1981,13.8174923739663,0,0,1580.55862591859,0,0,1,10,"Ninilchik",1
"854","Ninilchik",1982,12.9681855876498,0,0,1442.12161974901,0,0,0,9,"Ninilchik",1
"855","Ninilchik",1983,13.7366060133647,0,0,1617.36191999231,0,0,3,9,"Ninilchik",1
"856","Ninilchik",1984,14.3028105375757,0,0,1654.44831632813,0,0,3,9,"Ninilchik",1
"857","Ninilchik",1985,13.0086287679506,0,0,1383.51945149318,0,0,1,8,"Ninilchik",1
"858","Ninilchik",1986,12.7255265058451,0,0,1478.35870929851,0,0,0,9,"Ninilchik",1
"859","Ninilchik",1987,14.5050264390796,0,0,1562.15697888174,0,0,5,10,"Ninilchik",1
"860","Ninilchik",1988,13.9792650951694,0,0,1581.97413722912,0,0,2,9,"Ninilchik",1
"861","Ninilchik",1989,15.7992082087046,1,0,1687.57128099447,0,0,5,11,"Ninilchik",1
"862","Ninilchik",1990,13.6961628330639,0,0,1681.90923575236,0,0,3,10,"Ninilchik",1
"863","Ninilchik",1991,12.7659696861459,0,0,1588.48548925755,0,0,0,11,"Ninilchik",1
"864","Ninilchik",1992,13.3726173906576,0,0,1516.57751468276,0,0,4,9,"Ninilchik",1
"865","Ninilchik",1993,15.1116741435913,1,0,1748.72136960925,0,0,6,11,"Ninilchik",1
"866","Ninilchik",1994,14.8690150617866,0,0,1656.43003216286,0,0,4,9,"Ninilchik",1
"867","Ninilchik",1995,13.5343901118608,0,0,1707.67154160396,0,0,2,12,"Ninilchik",1
"868","Ninilchik",1996,13.857935554267,0,0,1555.92872911542,0,0,1,10,"Ninilchik",1
"869","Ninilchik",1997,14.8285718814858,0,0,1802.22769714719,0,0,7,12,"Ninilchik",1
"870","Ninilchik",1998,13.5748332921616,0,0,1510.34926491643,0,0,2,7,"Ninilchik",1
"871","Ninilchik",1999,14.1410378163725,0,0,1529.88332100171,0,0,1,9,"Ninilchik",1
"872","Ninilchik",2000,13.6152764724623,0,0,1489.11659525852,0,0,1,7,"Ninilchik",1
"873","Ninilchik",2001,14.0197082754702,0,0,1613.68159058494,0,0,4,9,"Ninilchik",1
"874","Ninilchik",2002,13.5343901118608,0,0,1628.40290821442,0,0,2,10,"Ninilchik",1
"875","Ninilchik",2003,15.5161059465992,1,0,1692.95022397447,0,0,5,11,"Ninilchik",1
"876","Ninilchik",2004,15.8800945693062,2,0,1792.3191179735,0,0,8,9,"Ninilchik",1
"877","Ninilchik",2005,14.8690150617866,0,0,1876.11738755672,0,0,7,12,"Ninilchik",1
"878","Ninilchik",2006,12.8064128664467,0,0,1589.33479604386,0,0,0,8,"Ninilchik",1
"879","Ninilchik",2007,13.3726173906576,0,0,1559.04285399858,0,0,1,10,"Ninilchik",1
"880","Ninilchik",2008,12.4424242437396,0,0,1452.87950570902,0,0,0,11,"Ninilchik",1
"881","Ninilchik",2009,13.3726173906576,0,0,1540.07500243751,0,0,2,11,"Ninilchik",1
"882","Ninilchik",2010,12.7659696861459,0,0,1440.70610843849,0,0,0,9,"Ninilchik",1
"883","Ninilchik",2011,13.7366060133647,0,0,1402.20420079214,0,0,1,8,"Ninilchik",1
"884","Ninilchik",2012,12.1593219816341,0,0,1423.71997271216,0,0,0,9,"Ninilchik",1
"885","Ninilchik",2013,15.7587650284039,3,0,1758.91305104505,0,0,7,11,"Ninilchik",1
"886","Ninilchik",2014,15.354333225396,1,0,1918.01652234833,0,0,10,12,"Ninilchik",1
"887","Ninilchik",2015,15.9609809299078,1,0,1823.7434690672,0,0,4,10,"Ninilchik",1
"888","Ninilchik",2016,14.7476855208843,0,0,1851.58601777585,0,0,9,12,"Ninilchik",1
"889","Quartz",1980,8.73756055505232,0,0,1138.32228584521,0,0,0,0,"Quartz",0
"890","Quartz",1981,8.80555066739229,0,0,1128.20875663464,0,0,0,0,"Quartz",0
"891","Quartz",1982,8.12564954399257,0,0,1066.69470249505,0,0,0,0,"Quartz",0
"892","Quartz",1983,9.60443448738697,0,0,1248.02433210576,0,0,0,0,"Quartz",0
"893","Quartz",1984,8.99252347632721,0,0,1119.6420024798,0,0,0,0,"Quartz",0
"894","Quartz",1985,8.55058774611739,0,0,1040.75647463735,0,0,0,0,"Quartz",0
"895","Quartz",1986,8.21063718441753,0,0,1055.03439822875,0,0,0,0,"Quartz",0
"896","Quartz",1987,9.11150617292217,0,0,1122.49758719808,0,0,0,0,"Quartz",0
"897","Quartz",1988,8.72056302696733,0,0,1158.31137887316,0,0,0,0,"Quartz",0
"898","Quartz",1989,8.89053830781726,0,0,1166.58675672061,0,0,0,0,"Quartz",0
"899","Quartz",1990,8.68656797079734,0,0,1175.92081796922,0,0,0,0,"Quartz",0
"900","Quartz",1991,8.41460752143745,0,0,1144.48955561872,0,0,0,0,"Quartz",0
"901","Quartz",1992,8.68656797079734,0,0,1083.6299063104,0,0,0,0,"Quartz",0
"902","Quartz",1993,9.50244931887701,0,0,1197.21078847994,0,0,0,0,"Quartz",0
"903","Quartz",1994,9.09450864483717,0,0,1161.92052066988,0,0,0,0,"Quartz",0
"904","Quartz",1995,8.7715556112223,0,0,1225.79439829193,0,0,0,0,"Quartz",0
"905","Quartz",1996,8.60158033037237,0,0,1132.01620292568,0,0,0,0,"Quartz",0
"906","Quartz",1997,9.58743695930198,0,0,1227.32134289824,0,0,0,0,"Quartz",0
"907","Quartz",1998,8.63557538654236,0,0,1139.15516472138,0,0,0,0,"Quartz",0
"908","Quartz",1999,9.24748639760211,0,0,1135.94263191331,0,0,0,0,"Quartz",0
"909","Quartz",2000,8.49959516186241,0,0,1091.4431033868,0,0,0,0,"Quartz",0
"910","Quartz",2001,8.92453336398724,0,0,1156.64562112083,0,0,0,0,"Quartz",0
"911","Quartz",2002,8.7885531393073,0,0,1159.14425774933,0,0,0,0,"Quartz",0
"912","Quartz",2003,9.48545179079202,0,0,1204.5956478486,0,0,0,0,"Quartz",0
"913","Quartz",2004,9.80840482440689,0,0,1234.57928739053,0,0,0,0,"Quartz",0
"914","Quartz",2005,9.2814814537721,0,0,1230.5338757063,0,0,0,0,"Quartz",0
"915","Quartz",2006,9.21349134143212,0,0,1228.74913525738,0,0,0,0,"Quartz",0
"916","Quartz",2007,9.07751111675218,0,0,1223.87084469698,0,0,0,0,"Quartz",0
"917","Quartz",2008,8.85654325164727,0,0,1160.21510201868,0,0,0,0,"Quartz",0
"918","Quartz",2009,9.11150617292217,0,0,1226.01253323569,0,0,0,0,"Quartz",0
"919","Quartz",2010,9.34947156611207,0,0,1262.06429030396,0,0,0,0,"Quartz",0
"920","Quartz",2011,8.41460752143745,0,0,1157.83544808678,0,0,0,0,"Quartz",0
"921","Quartz",2012,8.36361493718247,0,0,1123.80639686063,0,0,0,0,"Quartz",0
"922","Quartz",2013,9.2814814537721,0,0,1148.31683235919,0,0,0,0,"Quartz",0
"923","Quartz",2014,9.41746167845204,0,0,1198.52753032226,0,0,0,0,"Quartz",0
"924","Quartz",2015,9.55344190313199,0,0,1189.72281077423,0,0,0,0,"Quartz",0
"925","Quartz",2016,9.67242459972694,0,0,1278.60288513066,0,0,0,0,"Quartz",0
"926","Rabbit",1980,9.00784608194158,0,0,1030.44046602426,0,0,0,0,"Rabbit",0
"927","Rabbit",1981,8.92152052739095,0,0,1087.69589007997,0,0,0,0,"Rabbit",0
"928","Rabbit",1982,8.18775331371063,0,0,1006.87358963194,0,0,0,0,"Rabbit",0
"929","Rabbit",1983,9.37472968878174,0,0,1096.76007330778,0,0,0,0,"Rabbit",0
"930","Rabbit",1984,9.84952023881018,0,0,1202.20673819137,0,0,0,0,"Rabbit",0
"931","Rabbit",1985,9.13733441376752,0,0,1037.69181260652,0,0,0,0,"Rabbit",0
"932","Rabbit",1986,9.26682274559346,0,0,1076.06352160427,0,0,0,0,"Rabbit",0
"933","Rabbit",1987,9.72003190698424,0,0,1072.28677859268,0,0,0,0,"Rabbit",0
"934","Rabbit",1988,9.33156691150643,0,0,1119.11839193639,0,0,0,0,"Rabbit",0
"935","Rabbit",1989,9.63370635243362,0,0,1167.91391164613,0,0,0,0,"Rabbit",0
"936","Rabbit",1990,9.41789246605705,0,0,1164.7414475164,0,0,0,0,"Rabbit",0
"937","Rabbit",1991,9.3963110774194,0,0,1119.42053137732,0,0,0,0,"Rabbit",0
"938","Rabbit",1992,9.20207857968049,0,0,1029.38297798102,0,0,0,0,"Rabbit",0
"939","Rabbit",1993,10.3243107888386,0,0,1208.40059673038,0,0,0,4,"Rabbit",0
"940","Rabbit",1994,9.69845051834659,0,0,1155.97940372951,0,0,0,0,"Rabbit",0
"941","Rabbit",1995,9.37472968878174,0,0,1205.98348120296,0,0,0,0,"Rabbit",0
"942","Rabbit",1996,9.82793885017253,0,0,1146.15987189938,0,0,0,0,"Rabbit",0
"943","Rabbit",1997,10.1300782910997,0,0,1180.15055900369,0,0,0,1,"Rabbit",0
"944","Rabbit",1998,9.2452413569558,0,0,1071.07822082897,0,0,0,0,"Rabbit",0
"945","Rabbit",1999,9.95742718199846,0,0,1105.97532625606,0,0,0,0,"Rabbit",0
"946","Rabbit",2000,9.13733441376752,0,0,1047.66241415711,0,0,0,0,"Rabbit",0
"947","Rabbit",2001,9.48263663197002,0,0,1140.57029224222,0,0,0,0,"Rabbit",0
"948","Rabbit",2002,9.87110162744784,0,0,1135.43392174646,0,0,0,0,"Rabbit",0
"949","Rabbit",2003,10.7991013388671,0,0,1196.61715853422,0,0,0,2,"Rabbit",0
"950","Rabbit",2004,10.6480316184035,0,0,1204.01957483693,0,0,0,2,"Rabbit",0
"951","Rabbit",2005,10.2811480115633,0,0,1234.23351892965,0,0,0,1,"Rabbit",0
"952","Rabbit",2006,9.30998552286877,0,0,1114.88843976341,0,0,0,0,"Rabbit",0
"953","Rabbit",2007,9.20207857968049,0,0,1135.58499146693,0,0,0,0,"Rabbit",0
"954","Rabbit",2008,8.48989275463782,0,0,1021.67842223737,0,0,0,0,"Rabbit",0
"955","Rabbit",2009,9.50421802060768,0,0,1125.61438991633,0,0,0,0,"Rabbit",0
"956","Rabbit",2010,8.87835775011564,0,0,1115.64378836573,0,0,0,0,"Rabbit",0
"957","Rabbit",2011,8.92152052739096,0,0,1108.69458122441,0,0,0,0,"Rabbit",0
"958","Rabbit",2012,9.26682274559346,0,0,1089.96193588692,0,0,0,0,"Rabbit",0
"959","Rabbit",2013,10.7991013388671,0,0,1196.76822825468,0,0,0,3,"Rabbit",0
"960","Rabbit",2014,9.97900857063612,0,0,1210.51557281687,0,0,0,0,"Rabbit",0
"961","Rabbit",2015,10.6696130070411,0,0,1217.31371023773,0,0,0,2,"Rabbit",0
"962","Rabbit",2016,10.993333836606,0,0,1302.81917202013,0,0,0,2,"Rabbit",0
"963","Resurrection",1980,8.8185011545097,0,0,1035.78648593064,0,0,0,0,"Resurrection",0
"964","Resurrection",1981,8.73954321487151,0,0,1088.15533939567,0,0,0,0,"Resurrection",0
"965","Resurrection",1982,8.0684007279469,0,0,1014.23096840941,0,0,0,0,"Resurrection",0
"966","Resurrection",1983,9.154072397972,0,0,1096.44592305768,0,0,0,0,"Resurrection",0
"967","Resurrection",1984,9.58834106598204,0,0,1192.89304632573,0,0,0,0,"Resurrection",0
"968","Resurrection",1985,8.93693806396698,0,0,1042.41895286025,0,0,0,0,"Resurrection",0
"969","Resurrection",1986,9.05537497342427,0,0,1077.51575702942,0,0,0,0,"Resurrection",0
"970","Resurrection",1987,9.46990415652476,0,0,1074.06134717025,0,0,0,0,"Resurrection",0
"971","Resurrection",1988,9.11459342815291,0,0,1116.89602942397,0,0,0,0,"Resurrection",0
"972","Resurrection",1989,9.39094621688657,0,0,1161.52700480445,0,0,0,0,"Resurrection",0
"973","Resurrection",1990,9.1935513677911,0,0,1158.62530052275,0,0,0,0,"Resurrection",0
"974","Resurrection",1991,9.17381188288155,0,0,1117.1723822127,0,0,0,0,"Resurrection",0
"975","Resurrection",1992,8.99615651869562,0,0,1034.81925117007,0,0,0,0,"Resurrection",0
"976","Resurrection",1993,10.0226097339921,0,0,1198.55827849477,0,0,0,1,"Resurrection",0
"977","Resurrection",1994,9.45016467161521,0,0,1150.61106964948,0,0,0,0,"Resurrection",0
"978","Resurrection",1995,9.154072397972,0,0,1196.3474561849,0,0,0,0,"Resurrection",0
"979","Resurrection",1996,9.5686015810725,0,0,1141.62960401563,0,0,0,0,"Resurrection",0
"980","Resurrection",1997,9.84495436980616,0,0,1172.71929274817,0,0,0,0,"Resurrection",0
"981","Resurrection",1998,9.03563548851472,0,0,1072.95593601532,0,0,0,0,"Resurrection",0
"982","Resurrection",1999,9.68703849052978,0,0,1104.87468311405,0,0,0,0,"Resurrection",0
"983","Resurrection",2000,8.93693806396698,0,0,1051.53859488846,0,0,0,0,"Resurrection",0
"984","Resurrection",2001,9.25276982251974,0,0,1136.51707742406,0,0,0,0,"Resurrection",0
"985","Resurrection",2002,9.60808055089159,0,0,1131.81908001559,0,0,0,0,"Resurrection",0
"986","Resurrection",2003,10.4568784020021,0,0,1187.78051973415,0,0,0,1,"Resurrection",0
"987","Resurrection",2004,10.3187020076353,0,0,1194.55116305813,0,0,0,1,"Resurrection",0
"988","Resurrection",2005,9.98313076417299,0,0,1222.18644193149,0,0,0,0,"Resurrection",0
"989","Resurrection",2006,9.09485394324336,0,0,1113.0270903817,0,0,0,0,"Resurrection",0
"990","Resurrection",2007,8.99615651869562,0,0,1131.95725640995,0,0,0,0,"Resurrection",0
"991","Resurrection",2008,8.34475351668057,0,0,1027.77225505736,0,0,0,0,"Resurrection",0
"992","Resurrection",2009,9.27250930742929,0,0,1122.83761438174,0,0,0,0,"Resurrection",0
"993","Resurrection",2010,8.70006424505242,0,0,1113.71797235353,0,0,0,0,"Resurrection",0
"994","Resurrection",2011,8.73954321487151,0,0,1107.36185821266,0,0,0,0,"Resurrection",0
"995","Resurrection",2012,9.05537497342427,0,0,1090.22798531117,0,0,0,0,"Resurrection",0
"996","Resurrection",2013,10.4568784020021,0,0,1187.91869612852,0,0,0,2,"Resurrection",0
"997","Resurrection",2014,9.70677797543933,0,0,1200.4927480159,0,0,0,0,"Resurrection",0
"998","Resurrection",2015,10.3384414925448,0,0,1206.71068576241,0,0,0,1,"Resurrection",0
"999","Resurrection",2016,10.634533766188,0,0,1284.91852497403,0,0,0,2,"Resurrection",0
"1000","Ship",1980,10.5187552194021,0,0,1200.88252056064,0,0,0,2,"Ship",0
"1001","Ship",1981,10.4174573075606,0,0,1268.0683605895,0,0,0,1,"Ship",0
"1002","Ship",1982,9.55642505690797,0,0,1173.22819062791,0,0,0,0,"Ship",0
"1003","Ship",1983,10.9492713447284,0,0,1278.70464133286,0,0,0,4,"Ship",0
"1004","Ship",1984,11.5064098598565,0,0,1402.44004064723,0,0,0,7,"Ship",0
"1005","Ship",1985,10.6707020871643,0,0,1209.39154515532,0,0,0,3,"Ship",0
"1006","Ship",1986,10.8226489549265,0,0,1254.41846696886,0,0,0,1,"Ship",0
"1007","Ship",1987,11.3544629920943,0,0,1249.9866833258,0,0,0,3,"Ship",0
"1008","Ship",1988,10.8986223888076,0,0,1304.9408004998,0,0,0,2,"Ship",0
"1009","Ship",1989,11.2531650802528,0,0,1362.1994451682,0,0,0,6,"Ship",0
"1010","Ship",1990,10.9999203006491,0,0,1358.47674690803,0,0,0,4,"Ship",0
"1011","Ship",1991,10.9745958226887,0,0,1305.29534319125,0,0,0,1,"Ship",0
"1012","Ship",1992,10.7466755210454,0,0,1199.64162114058,0,0,0,5,"Ship",0
"1013","Ship",1993,12.0635483749847,0,0,1409.70816582186,0,0,0,5,"Ship",0
"1014","Ship",1994,11.3291385141339,0,0,1348.19500885611,0,0,0,6,"Ship",0
"1015","Ship",1995,10.9492713447284,0,0,1406.87182429029,0,0,0,5,"Ship",0
"1016","Ship",1996,11.4810853818962,0,0,1336.67237138415,0,0,0,4,"Ship",0
"1017","Ship",1997,11.8356280733414,0,0,1376.55842417173,0,0,0,6,"Ship",0
"1018","Ship",1998,10.7973244769662,0,0,1248.56851256002,0,0,0,2,"Ship",0
"1019","Ship",1999,11.6330322496584,0,0,1289.51819342194,0,0,0,3,"Ship",0
"1020","Ship",2000,10.6707020871643,0,0,1221.09145397301,0,0,0,1,"Ship",0
"1021","Ship",2001,11.0758937345302,0,0,1330.11333159241,0,0,0,5,"Ship",0
"1022","Ship",2002,11.5317343378169,0,0,1324.08610583784,0,0,0,3,"Ship",0
"1023","Ship",2003,12.6206868901129,0,0,1395.88100085549,0,0,0,6,"Ship",0
"1024","Ship",2004,12.4434155443903,0,0,1404.5672967959,0,0,0,8,"Ship",0
"1025","Ship",2005,12.012899419064,0,0,1440.02156594042,0,0,0,6,"Ship",0
"1026","Ship",2006,10.8732979108473,0,0,1299.97720281957,0,0,0,3,"Ship",0
"1027","Ship",2007,10.7466755210454,0,0,1324.26337718356,0,0,0,4,"Ship",0
"1028","Ship",2008,9.91096774835317,0,0,1190.60078250873,0,0,0,0,"Ship",0
"1029","Ship",2009,11.1012182124906,0,0,1312.56346836587,0,0,0,3,"Ship",0
"1030","Ship",2010,10.3668083516398,0,0,1300.86355954818,0,0,0,1,"Ship",0
"1031","Ship",2011,10.4174573075606,0,0,1292.70907764494,0,0,0,1,"Ship",0
"1032","Ship",2012,10.8226489549265,0,0,1270.72743077534,0,0,0,3,"Ship",0
"1033","Ship",2013,12.6206868901129,0,0,1396.05827220122,0,0,0,6,"Ship",0
"1034","Ship",2014,11.6583567276188,0,0,1412.18996466197,0,0,0,7,"Ship",0
"1035","Ship",2015,12.4687400223506,0,0,1420.16717521949,0,0,0,6,"Ship",0
