"","Site","Year","Max.temp"
"693","Beaver",2010,14.149100445212
"694","Chuitna",2010,15.0099910553087
"695","Crooked",2010,13.3516492746018
"696","Deep",2010,13.1799957989141
"697","Deshka",2010,17.6140605141119
"698","EF Chulitna",2010,9.36085288106773
"699","Funny",2010,12.1101164020866
"700","Hidden",2010,15.3424657634981
"701","Kenai R at Cooper Landing",2010,10.5389188445759
"702","Kenai R at Skilak",2010,13.1887018250054
"703","Kenai R at Soldotna",2010,12.9029175851918
"704","Little Willow",2010,13.1268205662715
"705","Montana",2010,13.0501025403018
"706","Moose",2010,15.4291910102456
"707","NF Campbell",2010,11.9569132758043
"708","Ninilchik",2010,12.7824299243344
"709","Quartz",2010,9.34947156611207
"710","Slikok",2010,12.4054832177002
"711","Soldotna",2010,14.2211030217534
"712","Theodore",2010,13.3567187995232
"713","Willow",2010,12.6271607267768
"714","Alexander",2011,16.6607786115547
"715","Anchor",2011,13.8494342421591
"716","Beaver",2011,12.3854782302976
"717","Chuitna",2011,14.5034165471858
"718","Crooked",2011,11.5631507380148
"719","Deep",2011,14.2697254363691
"720","Deshka",2011,17.0481392604265
"721","EF Chulitna",2011,9.04512349031971
"722","Funny",2011,10.3897785142149
"723","Hidden",2011,13.8545579617668
"724","Kenai R at Cooper Landing",2011,9.31694587167971
"725","Kenai R at Skilak",2011,11.6562345353
"726","Kenai R at Soldotna",2011,11.5520302067264
"727","Little Willow",2011,12.7168207577423
"728","Montana",2011,12.6683293846696
"729","Moose",2011,13.3163180506514
"730","NF Campbell",2011,12.0185791231424
"731","Ninilchik",2011,13.7386669357286
"732","Quartz",2011,8.41460752143745
"733","Slikok",2011,10.8643890443543
"734","Soldotna",2011,12.4204122314694
"735","Theodore",2011,12.9647199249735
"736","Willow",2011,12.2644797360457
"737","Alexander",2012,17.9455574484656
"738","Anchor",2012,12.2991093130115
"739","Beaver",2012,12.2892806549387
"740","Chuitna",2012,15.6974850306184
"741","Crooked",2012,11.4655962723827
"742","Deep",2012,12.4989147755047
"743","Deshka",2012,18.3820965012563
"744","EF Chulitna",2012,9.78934276851148
"745","Funny",2012,10.2959419021491
"746","Hidden",2012,13.7733993543996
"747","Kenai R at Cooper Landing",2012,9.25029280043083
"748","Kenai R at Skilak",2012,11.5726454104069
"749","Kenai R at Soldotna",2012,11.4783454406283
"750","Little Willow",2012,13.6832488778469
"751","Montana",2012,13.5682232515168
"752","Moose",2012,13.2010704346736
"753","NF Campbell",2012,12.5119059018477
"754","Ninilchik",2012,12.184781792213
"755","Quartz",2012,8.36361493718247
"756","Slikok",2012,10.7803293621717
"757","Soldotna",2012,12.3221927338175
"758","Theodore",2012,13.8887172721264
"759","Willow",2012,13.119370642769
"760","Alexander",2013,20.2815189701219
"761","Anchor",2013,15.8370303051689
"762","Beaver",2013,14.0208370114
"763","Chuitna",2013,17.8685186368595
"764","Crooked",2013,13.2215766537591
"765","Deep",2013,16.5399955144004
"766","Deshka",2013,20.8074733027651
"767","EF Chulitna",2013,11.1424687288601
"768","Funny",2013,11.9850009193323
"769","Hidden",2013,15.2342542870086
"770","Kenai R at Cooper Landing",2013,10.4500480829108
"771","Kenai R at Skilak",2013,13.0772496584813
"772","Kenai R at Soldotna",2013,12.8046712303943
"773","Little Willow",2013,15.4403909144006
"774","Montana",2013,15.2043939185117
"775","Moose",2013,15.2755275222751
"776","NF Campbell",2013,14.7010434823525
"777","Ninilchik",2013,15.7308273761332
"778","Quartz",2013,9.2814814537721
"779","Slikok",2013,12.2934036414569
"780","Soldotna",2013,14.0901436915509
"781","Theodore",2013,15.5687124487682
"782","Willow",2013,14.6737177459022
"783","Alexander",2014,18.5684805209073
"784","Anchor",2014,15.4395110925669
"785","Beaver",2014,14.2773638790239
"786","Chuitna",2014,16.2764273256161
"787","Crooked",2014,13.4817218954445
"788","Deep",2014,16.0859414987941
"789","Deshka",2014,19.0288636483253
"790","EF Chulitna",2014,10.1501763579378
"791","Funny",2014,12.2352318848409
"792","Hidden",2014,15.4506772399877
"793","Kenai R at Cooper Landing",2014,10.6277896062411
"794","Kenai R at Skilak",2014,13.3001539915294
"795","Kenai R at Soldotna",2014,13.0011639399892
"796","Little Willow",2014,14.1518200875945
"797","Montana",2014,14.0045354293821
"798","Moose",2014,15.5828544982161
"799","NF Campbell",2014,13.5293923829274
"800","Ninilchik",2014,15.3323952880523
"801","Quartz",2014,9.41746167845204
"802","Slikok",2014,12.5175627939435
"803","Soldotna",2014,14.3520623519558
"804","Theodore",2014,14.3367159858975
"805","Willow",2014,13.5338632036045
"806","Alexander",2015,18.4906151368521
"807","Anchor",2015,16.0357899114698
"808","Beaver",2015,14.5338907466478
"809","Chuitna",2015,16.2040595387414
"810","Crooked",2015,13.7418671371299
"811","Deep",2015,16.7670225222035
"812","Deshka",2015,18.9480177549417
"813","EF Chulitna",2015,10.1050721592595
"814","Funny",2015,12.4854628503495
"815","Hidden",2015,15.6671001929668
"816","Kenai R at Cooper Landing",2015,10.8055311295715
"817","Kenai R at Skilak",2015,13.5230583245775
"818","Kenai R at Soldotna",2015,13.1976566495842
"819","Little Willow",2015,14.0932486863761
"820","Montana",2015,13.9499964071489
"821","Moose",2015,15.8901814741571
"822","NF Campbell",2015,14.516045940338
"823","Ninilchik",2015,15.9300434201737
"824","Quartz",2015,9.55344190313199
"825","Slikok",2015,12.7417219464302
"826","Soldotna",2015,14.6139810123608
"827","Theodore",2015,14.2807161466762
"828","Willow",2015,13.4820516335001
"829","Alexander",2016,19.4639324375422
"830","Anchor",2016,14.843232273664
"831","Beaver",2016,14.7583517558187
"832","Chuitna",2016,17.1086568746752
"833","Crooked",2016,13.9694942236046
"834","Deep",2016,15.4048604753847
"835","Deshka",2016,19.958591422237
"836","EF Chulitna",2016,10.6688746427381
"837","Funny",2016,12.7044149451695
"838","Hidden",2016,15.8564702768235
"839","Kenai R at Cooper Landing",2016,10.9610549624855
"840","Kenai R at Skilak",2016,13.7180996159945
"841","Kenai R at Soldotna",2016,13.3695877704798
"842","Little Willow",2016,14.8253912016068
"843","Montana",2016,14.6317341850635
"844","Moose",2016,16.1590925781055
"845","NF Campbell",2016,14.9785397953743
"846","Ninilchik",2016,14.7347471559309
"847","Quartz",2016,9.67242459972694
"848","Slikok",2016,12.9378612048561
"849","Soldotna",2016,14.8431598402151
"850","Theodore",2016,14.9807141369435
"851","Willow",2016,14.1296962598056
