,Site,Year,maxTemp,wksGT15,wksGT21,wksGT13
604,Kenai R at Soldotna,1991,11.571777,0,0,0
605,Kenai R at Soldotna,1992,11.97789989,0,0,0
606,Kenai R at Soldotna,1993,13.19626855,0,0,2
607,Kenai R at Soldotna,1994,12.58708422,0,0,0
608,Kenai R at Soldotna,1995,12.10481329,0,0,0
609,Kenai R at Soldotna,1996,11.85098649,0,0,0
610,Kenai R at Soldotna,1997,13.32318195,0,0,2
611,Kenai R at Soldotna,1998,11.90175185,0,0,0
612,Kenai R at Soldotna,1999,12.81552834,0,0,0
613,Kenai R at Soldotna,2000,11.6986904,0,0,0
614,Kenai R at Soldotna,2001,12.33325741,0,0,0
615,Kenai R at Soldotna,2002,12.13019597,0,0,0
616,Kenai R at Soldotna,2003,13.17088587,0,0,1
617,Kenai R at Soldotna,2004,13.6531568,0,0,3
618,Kenai R at Soldotna,2005,12.8662937,0,0,0
619,Kenai R at Soldotna,2006,12.76476298,0,0,0
620,Kenai R at Soldotna,2007,12.56170154,0,0,0
621,Kenai R at Soldotna,2008,12.23172669,0,0,0
622,Kenai R at Soldotna,2009,12.6124669,0,0,0
623,Kenai R at Soldotna,2010,12.96782443,0,0,0
624,Kenai R at Soldotna,2011,11.571777,0,0,0
625,Kenai R at Soldotna,2012,11.49562896,0,0,0
626,Kenai R at Soldotna,2013,12.8662937,0,0,0
627,Kenai R at Soldotna,2014,13.06935515,0,0,1
628,Kenai R at Soldotna,2015,13.27241659,0,0,0
629,Kenai R at Soldotna,2016,13.45009535,0,0,2
630,Little Susitna,1980,11.54104441,0,0,0
631,Little Susitna,1981,10.41840698,0,0,0
632,Little Susitna,1982,10.20791246,0,0,0
633,Little Susitna,1983,11.26038505,0,0,0
634,Little Susitna,1984,10.93294913,0,0,0
635,Little Susitna,1985,11.19022021,0,0,0
636,Little Susitna,1986,11.04989053,0,0,0
637,Little Susitna,1987,11.86848032,0,0,0
638,Little Susitna,1988,11.93864516,0,0,0
639,Little Susitna,1989,11.79831549,0,0,0
640,Little Susitna,1990,12.73384668,0,0,0
641,Little Susitna,1991,12.10236312,0,0,0
642,Little Susitna,1992,11.51765613,0,0,0
643,Little Susitna,1993,12.28946936,0,0,0
644,Little Susitna,1994,11.8918686,0,0,0
645,Little Susitna,1995,11.30716161,0,0,0
646,Little Susitna,1996,12.05558656,0,0,0
647,Little Susitna,1997,13.34194195,0,0,1
648,Little Susitna,1998,11.63459753,0,0,0
649,Little Susitna,1999,12.66368184,0,0,0
650,Little Susitna,2000,11.51765613,0,0,0
651,Little Susitna,2001,11.93864516,0,0,0
652,Little Susitna,2002,13.03789431,0,0,1
653,Little Susitna,2003,13.66937787,0,0,1
654,Little Susitna,2004,13.03789431,0,0,1
655,Little Susitna,2005,12.2426928,0,0,0
656,Little Susitna,2006,11.02650225,0,0,0
657,Little Susitna,2007,11.51765613,0,0,0
658,Little Susitna,2008,10.5119601,0,0,0
659,Little Susitna,2009,12.96772947,0,0,0
660,Little Susitna,2010,11.23699677,0,0,0
661,Little Susitna,2011,10.90956085,0,0,0
662,Little Susitna,2012,11.68137409,0,0,0
663,Little Susitna,2013,13.08467087,0,0,1
664,Little Susitna,2014,12.05558656,0,0,0
665,Little Susitna,2015,12.00881,0,0,0
666,Little Susitna,2016,12.593517,0,0,0
667,Little Willow,1980,13.50753467,0,0,1
668,Little Willow,1981,12.10182104,0,0,0
669,Little Willow,1982,11.83824974,0,0,0
670,Little Willow,1983,13.15610627,0,0,0
671,Little Willow,1984,12.74610646,0,0,0
672,Little Willow,1985,13.06824917,0,0,1
673,Little Willow,1986,12.89253496,0,0,0
674,Little Willow,1987,13.91753448,0,0,1
675,Little Willow,1988,14.00539158,0,0,3
676,Little Willow,1989,13.82967738,0,0,2
677,Little Willow,1990,15.00110541,0,0,3
678,Little Willow,1991,14.21039149,0,0,0
679,Little Willow,1992,13.47824897,0,0,1
680,Little Willow,1993,14.44467709,0,0,4
681,Little Willow,1994,13.94682018,0,0,2
682,Little Willow,1995,13.21467767,0,0,1
683,Little Willow,1996,14.15182009,0,0,2
684,Little Willow,1997,15.76253362,1,0,3
685,Little Willow,1998,13.62467748,0,0,0
686,Little Willow,1999,14.9132483,0,0,1
687,Little Willow,2000,13.47824897,0,0,0
688,Little Willow,2001,14.00539158,0,0,1
689,Little Willow,2002,15.38181951,0,0,3
690,Little Willow,2003,16.17253343,1,0,5
691,Little Willow,2004,15.38181951,0,0,8
692,Little Willow,2005,14.38610569,0,0,6
693,Little Willow,2006,12.86324926,0,0,0
694,Little Willow,2007,13.47824897,0,0,2
695,Little Willow,2008,12.21896385,0,0,0
696,Little Willow,2009,15.29396241,0,0,3
697,Little Willow,2010,13.12682057,0,0,1
698,Little Willow,2011,12.71682076,0,0,0
699,Little Willow,2012,13.68324888,0,0,0
700,Little Willow,2013,15.44039091,0,0,4
701,Little Willow,2014,14.15182009,0,0,1
702,Little Willow,2015,14.09324869,0,0,1
703,Little Willow,2016,14.8253912,0,0,4
704,McNeil,1980,10.2213337,0,0,0
705,McNeil,1981,11.41416702,0,0,0
706,McNeil,1982,10.48640777,0,0,0
707,McNeil,1983,11.325809,0,0,0
708,McNeil,1984,11.94431516,0,0,0
709,McNeil,1985,10.53058679,0,0,0
710,McNeil,1986,10.2213337,0,0,0
711,McNeil,1987,12.16521022,0,0,0
712,McNeil,1988,11.59088307,0,0,0
713,McNeil,1989,13.5789386,0,0,1
714,McNeil,1990,11.28162999,0,0,0
715,McNeil,1991,10.26551272,0,0,0
716,McNeil,1992,10.92819789,0,0,0
717,McNeil,1993,12.8278954,0,0,0
718,McNeil,1994,12.56282133,0,0,0
719,McNeil,1995,11.10491394,0,0,0
720,McNeil,1996,11.45834603,0,0,0
721,McNeil,1997,12.51864232,0,0,0
722,McNeil,1998,11.14909295,0,0,0
723,McNeil,1999,11.76759912,0,0,0
724,McNeil,2000,11.19327196,0,0,0
725,McNeil,2001,11.63506208,0,0,0
726,McNeil,2002,11.10491394,0,0,0
727,McNeil,2003,13.26968552,0,0,1
728,McNeil,2004,13.66729662,0,0,1
729,McNeil,2005,12.56282133,0,0,0
730,McNeil,2006,10.30969173,0,0,0
731,McNeil,2007,10.92819789,0,0,0
732,McNeil,2008,9.912080621,0,0,0
733,McNeil,2009,10.92819789,0,0,0
734,McNeil,2010,10.26551272,0,0,0
735,McNeil,2011,11.325809,0,0,0
736,McNeil,2012,9.602827539,0,0,0
737,McNeil,2013,13.53475959,0,0,2
738,McNeil,2014,13.09296947,0,0,1
739,McNeil,2015,13.75565465,0,0,0
740,McNeil,2016,12.43028429,0,0,0
741,Montana,1980,13.40460618,0,0,1
742,Montana,1981,12.09566965,0,0,0
743,Montana,1982,11.85024405,0,0,0
744,Montana,1983,13.07737205,0,0,0
745,Montana,1984,12.6955989,0,0,0
746,Montana,1985,12.99556352,0,0,0
747,Montana,1986,12.83194645,0,0,0
748,Montana,1987,13.78637934,0,0,1
749,Montana,1988,13.86818787,0,0,3
750,Montana,1989,13.70457081,0,0,1
751,Montana,1990,14.79535125,0,0,3
752,Montana,1991,14.05907445,0,0,0
753,Montana,1992,13.37733667,0,0,1
754,Montana,1993,14.27723054,0,0,4
755,Montana,1994,13.81364885,0,0,2
756,Montana,1995,13.13191107,0,0,1
757,Montana,1996,14.00453543,0,0,2
758,Montana,1997,15.50435854,0,0,3
759,Montana,1998,13.51368423,0,0,0
760,Montana,1999,14.71354272,0,0,1
761,Montana,2000,13.37733667,0,0,0
762,Montana,2001,13.86818787,0,0,1
763,Montana,2002,15.1498549,0,0,3
764,Montana,2003,15.8861317,1,0,4
765,Montana,2004,15.1498549,0,0,7
766,Montana,2005,14.22269152,0,0,5
767,Montana,2006,12.80467694,0,0,0
768,Montana,2007,13.37733667,0,0,2
769,Montana,2008,12.2047477,0,0,0
770,Montana,2009,15.06804636,0,0,3
771,Montana,2010,13.05010254,0,0,1
772,Montana,2011,12.66832938,0,0,0
773,Montana,2012,13.56822325,0,0,0
774,Montana,2013,15.20439392,0,0,4
775,Montana,2014,14.00453543,0,0,1
776,Montana,2015,13.94999641,0,0,1
777,Montana,2016,14.63173419,0,0,4
778,Moose,1980,14.04621962,0,0,4
779,Moose,1981,14.19988311,0,0,4
780,Moose,1982,12.66324823,0,0,0
781,Moose,1983,16.00542909,2,0,8
782,Moose,1984,14.6224577,0,0,3
783,Moose,1985,13.62364503,0,0,1
784,Moose,1986,12.85532759,0,0,0
785,Moose,1987,14.8913688,0,0,4
786,Moose,1988,14.00780375,0,0,5
787,Moose,1989,14.39196247,0,0,7
788,Moose,1990,13.930972,0,0,5
789,Moose,1991,13.31631805,0,0,1
790,Moose,1992,13.930972,0,0,6
791,Moose,1993,15.77493386,2,0,6
792,Moose,1994,14.85295293,0,0,6
793,Moose,1995,14.12305136,0,0,5
794,Moose,1996,13.73889264,0,0,4
795,Moose,1997,15.96701322,2,0,7
796,Moose,1998,13.81572439,0,0,3
797,Moose,1999,15.19869578,0,0,5
798,Moose,2000,13.50839741,0,0,1
799,Moose,2001,14.46879421,0,0,5
800,Moose,2002,14.16146723,0,0,4
801,Moose,2003,15.73651799,1,0,6
802,Moose,2004,16.46641955,3,0,8
803,Moose,2005,15.27552752,0,0,7
804,Moose,2006,15.12186403,0,0,7
805,Moose,2007,14.81453706,0,0,8
806,Moose,2008,14.31513072,0,0,6
807,Moose,2009,14.8913688,0,0,8
808,Moose,2010,15.42919101,0,0,9
809,Moose,2011,13.31631805,0,0,2
810,Moose,2012,13.20107043,0,0,3
811,Moose,2013,15.27552752,0,0,5
812,Moose,2014,15.5828545,0,0,7
813,Moose,2015,15.89018147,1,0,6
814,Moose,2016,16.15909258,1,0,9
815,Moose (Mat),1980,9.670233351,0,0,0
816,Moose (Mat),1981,8.817931402,0,0,0
817,Moose (Mat),1982,8.658124787,0,0,0
818,Moose (Mat),1983,9.457157864,0,0,0
819,Moose (Mat),1984,9.208569795,0,0,0
820,Moose (Mat),1985,9.403888992,0,0,0
821,Moose (Mat),1986,9.297351248,0,0,0
822,Moose (Mat),1987,9.918821419,0,0,0
823,Moose (Mat),1988,9.972090291,0,0,0
824,Moose (Mat),1989,9.865552548,0,0,0
825,Moose (Mat),1990,10.57580417,0,0,0
826,Moose (Mat),1991,10.09638433,0,0,0
827,Moose (Mat),1992,9.65247706,0,0,0
828,Moose (Mat),1993,10.23843465,0,0,0
829,Moose (Mat),1994,9.93657771,0,0,0
830,Moose (Mat),1995,9.492670445,0,0,0
831,Moose (Mat),1996,10.06087174,0,0,0
832,Moose (Mat),1997,11.03746773,0,0,0
833,Moose (Mat),1998,9.741258513,0,0,0
834,Moose (Mat),1999,10.5225353,0,0,0
835,Moose (Mat),2000,9.65247706,0,0,0
836,Moose (Mat),2001,9.972090291,0,0,0
837,Moose (Mat),2002,10.80663595,0,0,0
838,Moose (Mat),2003,11.2860558,0,0,0
839,Moose (Mat),2004,10.80663595,0,0,0
840,Moose (Mat),2005,10.20292207,0,0,0
841,Moose (Mat),2006,9.279594958,0,0,0
842,Moose (Mat),2007,9.65247706,0,0,0
843,Moose (Mat),2008,8.888956565,0,0,0
844,Moose (Mat),2009,10.75336708,0,0,0
845,Moose (Mat),2010,9.439401573,0,0,0
846,Moose (Mat),2011,9.190813505,0,0,0
847,Moose (Mat),2012,9.776771095,0,0,0
848,Moose (Mat),2013,10.84214853,0,0,0
849,Moose (Mat),2014,10.06087174,0,0,0
850,Moose (Mat),2015,10.02535916,0,0,0
851,Moose (Mat),2016,10.46926643,0,0,0
852,Moose (Su),1980,15.58693866,0,0,4
853,Moose (Su),1981,13.9957451,0,0,3
854,Moose (Su),1982,13.69739631,0,0,5
855,Moose (Su),1983,15.18914027,0,0,5
856,Moose (Su),1984,14.72504215,0,0,6
857,Moose (Su),1985,15.08969067,0,0,5
858,Moose (Su),1986,14.89079148,0,0,3
859,Moose (Su),1987,16.05103678,1,0,7
860,Moose (Su),1988,16.15048638,2,0,6
861,Moose (Su),1989,15.95158719,2,0,7
862,Moose (Su),1990,17.27758182,2,0,6
863,Moose (Su),1991,16.38253544,2,0,3
864,Moose (Su),1992,15.5537888,0,0,5
865,Moose (Su),1993,16.64773437,3,0,5
866,Moose (Su),1994,16.08418665,1,0,7
867,Moose (Su),1995,15.25544,0,0,7
868,Moose (Su),1996,16.31623571,1,0,4
869,Moose (Su),1997,18.13947833,3,0,7
870,Moose (Su),1998,15.71953812,1,0,4
871,Moose (Su),1999,17.17813222,1,0,5
872,Moose (Su),2000,15.5537888,0,0,2
873,Moose (Su),2001,16.15048638,2,0,7
874,Moose (Su),2002,17.70853007,3,0,5
875,Moose (Su),2003,18.60357645,5,0,9
876,Moose (Su),2004,17.70853007,7,0,8
877,Moose (Su),2005,16.58143464,5,0,7
878,Moose (Su),2006,14.85764161,0,0,5
879,Moose (Su),2007,15.5537888,0,0,6
880,Moose (Su),2008,14.12834457,0,0,2
881,Moose (Su),2009,17.60908048,2,0,5
882,Moose (Su),2010,15.15599041,0,0,5
883,Moose (Su),2011,14.69189229,0,0,5
884,Moose (Su),2012,15.78583786,1,0,4
885,Moose (Su),2013,17.7748298,6,0,6
886,Moose (Su),2014,16.31623571,1,0,6
887,Moose (Su),2015,16.24993598,3,0,7
888,Moose (Su),2016,17.07868262,2,0,8
889,NF Campbell,1980,12.11481861,0,0,0
890,NF Campbell,1981,11.9919648,0,0,0
891,NF Campbell,1982,10.94770737,0,0,0
892,NF Campbell,1983,12.63694733,0,0,0
893,NF Campbell,1984,13.31264331,0,0,1
894,NF Campbell,1985,12.29909934,0,0,0
895,NF Campbell,1986,12.48338006,0,0,0
896,NF Campbell,1987,13.12836259,0,0,1
897,NF Campbell,1988,12.57552042,0,0,0
898,NF Campbell,1989,13.00550877,0,0,1
899,NF Campbell,1990,12.69837424,0,0,0
900,NF Campbell,1991,12.66766078,0,0,0
901,NF Campbell,1992,12.3912397,0,0,0
902,NF Campbell,1993,13.98833929,0,0,4
903,NF Campbell,1994,13.09764913,0,0,1
904,NF Campbell,1995,12.63694733,0,0,0
905,NF Campbell,1996,13.28192986,0,0,1
906,NF Campbell,1997,13.71191821,0,0,2
907,NF Campbell,1998,12.45266661,0,0,0
908,NF Campbell,1999,13.46621058,0,0,1
909,NF Campbell,2000,12.29909934,0,0,0
910,NF Campbell,2001,12.7905146,0,0,0
911,NF Campbell,2002,13.34335676,0,0,1
912,NF Campbell,2003,14.66403528,0,0,4
913,NF Campbell,2004,14.4490411,0,0,5
914,NF Campbell,2005,13.92691239,0,0,3
915,NF Campbell,2006,12.54480697,0,0,0
916,NF Campbell,2007,12.3912397,0,0,0
917,NF Campbell,2008,11.37769573,0,0,0
918,NF Campbell,2009,12.82122805,0,0,0
919,NF Campbell,2010,11.93053789,0,0,0
920,NF Campbell,2011,11.9919648,0,0,0
921,NF Campbell,2012,12.48338006,0,0,0
922,NF Campbell,2013,14.66403528,0,0,4
923,NF Campbell,2014,13.49692403,0,0,1
924,NF Campbell,2015,14.47975455,0,0,5
925,NF Campbell,2016,14.94045636,0,0,2
926,Ninilchik,1980,12.72552651,0,0,0
927,Ninilchik,1981,13.81749237,0,0,1
928,Ninilchik,1982,12.96818559,0,0,0
929,Ninilchik,1983,13.73660601,0,0,3
930,Ninilchik,1984,14.30281054,0,0,3
931,Ninilchik,1985,13.00862877,0,0,1
932,Ninilchik,1986,12.72552651,0,0,0
933,Ninilchik,1987,14.50502644,0,0,5
934,Ninilchik,1988,13.9792651,0,0,2
935,Ninilchik,1989,15.79920821,1,0,5
936,Ninilchik,1990,13.69616283,0,0,3
937,Ninilchik,1991,12.76596969,0,0,0
938,Ninilchik,1992,13.37261739,0,0,4
939,Ninilchik,1993,15.11167414,0,0,6
940,Ninilchik,1994,14.86901506,0,0,4
941,Ninilchik,1995,13.53439011,0,0,2
942,Ninilchik,1996,13.85793555,0,0,1
943,Ninilchik,1997,14.82857188,0,0,7
944,Ninilchik,1998,13.57483329,0,0,2
945,Ninilchik,1999,14.14103782,0,0,1
946,Ninilchik,2000,13.61527647,0,0,1
947,Ninilchik,2001,14.01970828,0,0,4
948,Ninilchik,2002,13.53439011,0,0,2
949,Ninilchik,2003,15.51610595,0,0,5
950,Ninilchik,2004,15.88009457,1,0,8
951,Ninilchik,2005,14.86901506,0,0,7
952,Ninilchik,2006,12.80641287,0,0,0
953,Ninilchik,2007,13.37261739,0,0,1
954,Ninilchik,2008,12.44242424,0,0,0
955,Ninilchik,2009,13.37261739,0,0,2
956,Ninilchik,2010,12.76596969,0,0,0
957,Ninilchik,2011,13.73660601,0,0,1
958,Ninilchik,2012,12.15932198,0,0,0
959,Ninilchik,2013,15.75876503,2,0,7
960,Ninilchik,2014,15.35433323,0,0,10
961,Ninilchik,2015,15.96098093,1,0,4
962,Ninilchik,2016,14.74768552,0,0,9
963,Quartz,1980,8.737560555,0,0,0
964,Quartz,1981,8.805550667,0,0,0
965,Quartz,1982,8.125649544,0,0,0
966,Quartz,1983,9.604434487,0,0,0
967,Quartz,1984,8.992523476,0,0,0
968,Quartz,1985,8.550587746,0,0,0
969,Quartz,1986,8.210637184,0,0,0
970,Quartz,1987,9.111506173,0,0,0
971,Quartz,1988,8.720563027,0,0,0
972,Quartz,1989,8.890538308,0,0,0
973,Quartz,1990,8.686567971,0,0,0
974,Quartz,1991,8.414607521,0,0,0
975,Quartz,1992,8.686567971,0,0,0
976,Quartz,1993,9.502449319,0,0,0
977,Quartz,1994,9.094508645,0,0,0
978,Quartz,1995,8.771555611,0,0,0
979,Quartz,1996,8.60158033,0,0,0
980,Quartz,1997,9.587436959,0,0,0
981,Quartz,1998,8.635575387,0,0,0
982,Quartz,1999,9.247486398,0,0,0
983,Quartz,2000,8.499595162,0,0,0
984,Quartz,2001,8.924533364,0,0,0
985,Quartz,2002,8.788553139,0,0,0
986,Quartz,2003,9.485451791,0,0,0
987,Quartz,2004,9.808404824,0,0,0
988,Quartz,2005,9.281481454,0,0,0
989,Quartz,2006,9.213491341,0,0,0
990,Quartz,2007,9.077511117,0,0,0
991,Quartz,2008,8.856543252,0,0,0
992,Quartz,2009,9.111506173,0,0,0
993,Quartz,2010,9.349471566,0,0,0
994,Quartz,2011,8.414607521,0,0,0
995,Quartz,2012,8.363614937,0,0,0
996,Quartz,2013,9.281481454,0,0,0
997,Quartz,2014,9.417461678,0,0,0
998,Quartz,2015,9.553441903,0,0,0
999,Quartz,2016,9.6724246,0,0,0
1000,Rabbit,1980,9.007846082,0,0,0
1001,Rabbit,1981,8.921520527,0,0,0
1002,Rabbit,1982,8.187753314,0,0,0
1003,Rabbit,1983,9.374729689,0,0,0
1004,Rabbit,1984,9.849520239,0,0,0
1005,Rabbit,1985,9.137334414,0,0,0
1006,Rabbit,1986,9.266822746,0,0,0
1007,Rabbit,1987,9.720031907,0,0,0
1008,Rabbit,1988,9.331566912,0,0,0
1009,Rabbit,1989,9.633706352,0,0,0
1010,Rabbit,1990,9.417892466,0,0,0
1011,Rabbit,1991,9.396311077,0,0,0
1012,Rabbit,1992,9.20207858,0,0,0
1013,Rabbit,1993,10.32431079,0,0,0
1014,Rabbit,1994,9.698450518,0,0,0
1015,Rabbit,1995,9.374729689,0,0,0
1016,Rabbit,1996,9.82793885,0,0,0
1017,Rabbit,1997,10.13007829,0,0,0
1018,Rabbit,1998,9.245241357,0,0,0
1019,Rabbit,1999,9.957427182,0,0,0
1020,Rabbit,2000,9.137334414,0,0,0
1021,Rabbit,2001,9.482636632,0,0,0
1022,Rabbit,2002,9.871101627,0,0,0
1023,Rabbit,2003,10.79910134,0,0,0
1024,Rabbit,2004,10.64803162,0,0,0
1025,Rabbit,2005,10.28114801,0,0,0
1026,Rabbit,2006,9.309985523,0,0,0
1027,Rabbit,2007,9.20207858,0,0,0
1028,Rabbit,2008,8.489892755,0,0,0
1029,Rabbit,2009,9.504218021,0,0,0
1030,Rabbit,2010,8.87835775,0,0,0
1031,Rabbit,2011,8.921520527,0,0,0
1032,Rabbit,2012,9.266822746,0,0,0
1033,Rabbit,2013,10.79910134,0,0,0
1034,Rabbit,2014,9.979008571,0,0,0
1035,Rabbit,2015,10.66961301,0,0,0
1036,Rabbit,2016,10.99333384,0,0,0
1037,Resurrection,1980,8.818501155,0,0,0
1038,Resurrection,1981,8.739543215,0,0,0
1039,Resurrection,1982,8.068400728,0,0,0
1040,Resurrection,1983,9.154072398,0,0,0
1041,Resurrection,1984,9.588341066,0,0,0
1042,Resurrection,1985,8.936938064,0,0,0
1043,Resurrection,1986,9.055374973,0,0,0
1044,Resurrection,1987,9.469904157,0,0,0
1045,Resurrection,1988,9.114593428,0,0,0
1046,Resurrection,1989,9.390946217,0,0,0
1047,Resurrection,1990,9.193551368,0,0,0
1048,Resurrection,1991,9.173811883,0,0,0
1049,Resurrection,1992,8.996156519,0,0,0
1050,Resurrection,1993,10.02260973,0,0,0
1051,Resurrection,1994,9.450164672,0,0,0
1052,Resurrection,1995,9.154072398,0,0,0
1053,Resurrection,1996,9.568601581,0,0,0
1054,Resurrection,1997,9.84495437,0,0,0
1055,Resurrection,1998,9.035635489,0,0,0
1056,Resurrection,1999,9.687038491,0,0,0
1057,Resurrection,2000,8.936938064,0,0,0
1058,Resurrection,2001,9.252769823,0,0,0
1059,Resurrection,2002,9.608080551,0,0,0
1060,Resurrection,2003,10.4568784,0,0,0
1061,Resurrection,2004,10.31870201,0,0,0
1062,Resurrection,2005,9.983130764,0,0,0
1063,Resurrection,2006,9.094853943,0,0,0
1064,Resurrection,2007,8.996156519,0,0,0
1065,Resurrection,2008,8.344753517,0,0,0
1066,Resurrection,2009,9.272509307,0,0,0
1067,Resurrection,2010,8.700064245,0,0,0
1068,Resurrection,2011,8.739543215,0,0,0
1069,Resurrection,2012,9.055374973,0,0,0
1070,Resurrection,2013,10.4568784,0,0,0
1071,Resurrection,2014,9.706777975,0,0,0
1072,Resurrection,2015,10.33844149,0,0,0
1073,Resurrection,2016,10.63453377,0,0,0
1074,Ship,1980,10.51875522,0,0,0
1075,Ship,1981,10.41745731,0,0,0
1076,Ship,1982,9.556425057,0,0,0
1077,Ship,1983,10.94927134,0,0,0
1078,Ship,1984,11.50640986,0,0,0
1079,Ship,1985,10.67070209,0,0,0
1080,Ship,1986,10.82264895,0,0,0
1081,Ship,1987,11.35446299,0,0,0
1082,Ship,1988,10.89862239,0,0,0
1083,Ship,1989,11.25316508,0,0,0
1084,Ship,1990,10.9999203,0,0,0
1085,Ship,1991,10.97459582,0,0,0
1086,Ship,1992,10.74667552,0,0,0
1087,Ship,1993,12.06354837,0,0,0
1088,Ship,1994,11.32913851,0,0,0
1089,Ship,1995,10.94927134,0,0,0
1090,Ship,1996,11.48108538,0,0,0
1091,Ship,1997,11.83562807,0,0,0
1092,Ship,1998,10.79732448,0,0,0
1093,Ship,1999,11.63303225,0,0,0
1094,Ship,2000,10.67070209,0,0,0
1095,Ship,2001,11.07589373,0,0,0
1096,Ship,2002,11.53173434,0,0,0
1097,Ship,2003,12.62068689,0,0,0
1098,Ship,2004,12.44341554,0,0,0
1099,Ship,2005,12.01289942,0,0,0
1100,Ship,2006,10.87329791,0,0,0
1101,Ship,2007,10.74667552,0,0,0
1102,Ship,2008,9.910967748,0,0,0
1103,Ship,2009,11.10121821,0,0,0
1104,Ship,2010,10.36680835,0,0,0
1105,Ship,2011,10.41745731,0,0,0
1106,Ship,2012,10.82264895,0,0,0
1107,Ship,2013,12.62068689,0,0,0
1108,Ship,2014,11.65835673,0,0,0
1109,Ship,2015,12.46874002,0,0,0
1110,Ship,2016,12.84860719,0,0,0
1111,Slikok,1980,11.39676703,0,0,0
1112,Slikok,1981,11.50884661,0,0,0
1113,Slikok,1982,10.38805085,0,0,0
1114,Slikok,1983,12.82578163,0,0,0
1115,Slikok,1984,11.81706544,0,0,0
1116,Slikok,1985,11.0885482,0,0,0
1117,Slikok,1986,10.52815032,0,0,0
1118,Slikok,1987,12.0132047,0,0,0
1119,Slikok,1988,11.36874714,0,0,0
1120,Slikok,1989,11.64894608,0,0,0
1121,Slikok,1990,11.31270735,0,0,0
1122,Slikok,1991,10.86438904,0,0,0
1123,Slikok,1992,11.31270735,0,0,0
1124,Slikok,1993,12.65766226,0,0,0
1125,Slikok,1994,11.98518481,0,0,0
1126,Slikok,1995,11.45280682,0,0,0
1127,Slikok,1996,11.17260788,0,0,0
1128,Slikok,1997,12.79776173,0,0,0
1129,Slikok,1998,11.22864767,0,0,0
1130,Slikok,1999,12.23736385,0,0,0
1131,Slikok,2000,11.00448851,0,0,0
1132,Slikok,2001,11.70498587,0,0,0
1133,Slikok,2002,11.48082671,0,0,0
1134,Slikok,2003,12.62964237,0,0,0
1135,Slikok,2004,13.16202036,0,0,1
1136,Slikok,2005,12.29340364,0,0,0
1137,Slikok,2006,12.18132407,0,0,0
1138,Slikok,2007,11.95716491,0,0,0
1139,Slikok,2008,11.59290629,0,0,0
1140,Slikok,2009,12.0132047,0,0,0
1141,Slikok,2010,12.40548322,0,0,0
1142,Slikok,2011,10.86438904,0,0,0
1143,Slikok,2012,10.78032936,0,0,0
1144,Slikok,2013,12.29340364,0,0,0
1145,Slikok,2014,12.51756279,0,0,0
1146,Slikok,2015,12.74172195,0,0,0
1147,Slikok,2016,12.9378612,0,0,0
1148,Soldotna,1980,13.04246905,0,0,2
1149,Soldotna,1981,13.17342838,0,0,1
1150,Soldotna,1982,11.86383508,0,0,0
1151,Soldotna,1983,14.71220051,0,0,6
1152,Soldotna,1984,13.53356654,0,0,1
1153,Soldotna,1985,12.68233089,0,0,0
1154,Soldotna,1986,12.02753424,0,0,0
1155,Soldotna,1987,13.76274537,0,0,1
1156,Soldotna,1988,13.00972922,0,0,1
1157,Soldotna,1989,13.33712754,0,0,3
1158,Soldotna,1990,12.94424955,0,0,0
1159,Soldotna,1991,12.42041223,0,0,0
1160,Soldotna,1992,12.94424955,0,0,0
1161,Soldotna,1993,14.51576151,0,0,5
1162,Soldotna,1994,13.73000553,0,0,3
1163,Soldotna,1995,13.10794872,0,0,2
1164,Soldotna,1996,12.78055039,0,0,0
1165,Soldotna,1997,14.67946068,0,0,5
1166,Soldotna,1998,12.84603005,0,0,0
1167,Soldotna,1999,14.02466403,0,0,2
1168,Soldotna,2000,12.58411139,0,0,0
1169,Soldotna,2001,13.40260721,0,0,2
1170,Soldotna,2002,13.14068855,0,0,1
1171,Soldotna,2003,14.48302168,0,0,5
1172,Soldotna,2004,15.1050785,0,0,8
1173,Soldotna,2005,14.09014369,0,0,5
1174,Soldotna,2006,13.95918436,0,0,3
1175,Soldotna,2007,13.6972657,0,0,7
1176,Soldotna,2008,13.27164788,0,0,3
1177,Soldotna,2009,13.76274537,0,0,5
1178,Soldotna,2010,14.22110302,0,0,4
1179,Soldotna,2011,12.42041223,0,0,0
1180,Soldotna,2012,12.32219273,0,0,0
1181,Soldotna,2013,14.09014369,0,0,3
1182,Soldotna,2014,14.35206235,0,0,4
1183,Soldotna,2015,14.61398101,0,0,3
1184,Soldotna,2016,14.84315984,0,0,9
1185,Stariski,1980,12.6943748,0,0,0
1186,Stariski,1981,13.71564393,0,0,1
1187,Stariski,1982,12.9213235,0,0,0
1188,Stariski,1983,13.63999436,0,0,2
1189,Stariski,1984,14.16954132,0,0,3
1190,Stariski,1985,12.95914828,0,0,0
1191,Stariski,1986,12.6943748,0,0,0
1192,Stariski,1987,14.35866523,0,0,5
1193,Stariski,1988,13.86694306,0,0,2
1194,Stariski,1989,15.56905827,0,0,4
1195,Stariski,1990,13.60216958,0,0,2
1196,Stariski,1991,12.73219959,0,0,0
1197,Stariski,1992,13.29957132,0,0,4
1198,Stariski,1993,14.92603697,0,0,6
1199,Stariski,1994,14.69908827,0,0,4
1200,Stariski,1995,13.45087045,0,0,2
