,Site,Year,maxTemp,wksGT15,wksGT21,wksGT13
1201,Stariski,1996,13.75346871,0,0,1
1202,Stariski,1997,14.66126349,0,0,7
1203,Stariski,1998,13.48869523,0,0,1
1204,Stariski,1999,14.01824219,0,0,1
1205,Stariski,2000,13.52652002,0,0,1
1206,Stariski,2001,13.90476784,0,0,3
1207,Stariski,2002,13.45087045,0,0,2
1208,Stariski,2003,15.30428479,0,0,4
1209,Stariski,2004,15.64470783,1,0,8
1210,Stariski,2005,14.69908827,0,0,7
1211,Stariski,2006,12.77002437,0,0,0
1212,Stariski,2007,13.29957132,0,0,1
1213,Stariski,2008,12.42960133,0,0,0
1214,Stariski,2009,13.29957132,0,0,2
1215,Stariski,2010,12.73219959,0,0,0
1216,Stariski,2011,13.63999436,0,0,1
1217,Stariski,2012,12.16482785,0,0,0
1218,Stariski,2013,15.53123348,0,0,7
1219,Stariski,2014,15.15298566,0,0,10
1220,Stariski,2015,15.7203574,1,0,4
1221,Stariski,2016,14.58561392,0,0,9
1222,Theodore,1980,12.81584119,0,0,0
1223,Theodore,1981,12.68788048,0,0,0
1224,Theodore,1982,11.60021445,0,0,0
1225,Theodore,1983,13.35967421,0,0,1
1226,Theodore,1984,14.06345812,0,0,6
1227,Theodore,1985,13.00778226,0,0,1
1228,Theodore,1986,13.19972332,0,0,1
1229,Theodore,1987,13.87151705,0,0,1
1230,Theodore,1988,13.29569386,0,0,1
1231,Theodore,1989,13.74355634,0,0,4
1232,Theodore,1990,13.42365457,0,0,3
1233,Theodore,1991,13.39166439,0,0,0
1234,Theodore,1992,13.10375279,0,0,1
1235,Theodore,1993,14.76724202,0,0,5
1236,Theodore,1994,13.83952687,0,0,3
1237,Theodore,1995,13.35967421,0,0,3
1238,Theodore,1996,14.03146794,0,0,3
1239,Theodore,1997,14.47933042,0,0,3
1240,Theodore,1998,13.16773315,0,0,0
1241,Theodore,1999,14.223409,0,0,2
1242,Theodore,2000,13.00778226,0,0,0
1243,Theodore,2001,13.5196251,0,0,2
1244,Theodore,2002,14.09544829,0,0,3
1245,Theodore,2003,15.47102593,0,0,4
1246,Theodore,2004,15.24709468,0,0,8
1247,Theodore,2005,14.70326167,0,0,4
1248,Theodore,2006,13.26370368,0,0,1
1249,Theodore,2007,13.10375279,0,0,2
1250,Theodore,2008,12.04807693,0,0,0
1251,Theodore,2009,13.55161528,0,0,2
1252,Theodore,2010,12.62390013,0,0,0
1253,Theodore,2011,12.68788048,0,0,0
1254,Theodore,2012,13.19972332,0,0,0
1255,Theodore,2013,15.47102593,0,0,4
1256,Theodore,2014,14.25539918,0,0,5
1257,Theodore,2015,15.27908486,0,0,6
1258,Theodore,2016,15.75893752,1,0,6
1259,Trapper,1980,16.9341566,2,0,6
1260,Trapper,1981,15.19472069,0,0,7
1261,Trapper,1982,14.86857646,0,0,8
1262,Trapper,1983,16.49929763,3,0,5
1263,Trapper,1984,15.99196215,3,0,7
1264,Trapper,1985,16.39058288,2,0,5
1265,Trapper,1986,16.17315339,4,0,5
1266,Trapper,1987,17.44149208,1,0,8
1267,Trapper,1988,17.55020682,4,0,7
1268,Trapper,1989,17.33277734,5,0,8
1269,Trapper,1990,18.78230726,7,0,8
1270,Trapper,1991,17.80387456,3,0,7
1271,Trapper,1992,16.89791836,2,0,6
1272,Trapper,1993,18.09378055,6,0,8
1273,Trapper,1994,17.47773033,5,0,7
1274,Trapper,1995,16.57177412,3,0,9
1275,Trapper,1996,17.73139807,3,0,6
1276,Trapper,1997,19.72450172,7,0,8
1277,Trapper,1998,17.0791096,1,0,5
1278,Trapper,1999,18.67359252,4,0,7
1279,Trapper,2000,16.89791836,3,0,7
1280,Trapper,2001,17.55020682,4,0,8
1281,Trapper,2002,19.25340449,6,0,9
1282,Trapper,2003,20.23183719,8,0,9
1283,Trapper,2004,19.25340449,10,0,8
1284,Trapper,2005,18.02130405,8,0,8
1285,Trapper,2006,16.13691514,3,0,6
1286,Trapper,2007,16.89791836,5,0,9
1287,Trapper,2008,15.33967368,0,0,6
1288,Trapper,2009,19.14468975,4,0,8
1289,Trapper,2010,16.46305938,1,0,7
1290,Trapper,2011,15.9557239,2,0,7
1291,Trapper,2012,17.15158609,1,0,6
1292,Trapper,2013,19.32588099,7,0,7
1293,Trapper,2014,17.73139807,1,0,8
1294,Trapper,2015,17.65892157,5,0,8
1295,Trapper,2016,18.56487777,8,0,9
1296,Troublesome,1980,13.76652948,0,0,2
1297,Troublesome,1981,12.25486873,0,0,0
1298,Troublesome,1982,11.97143234,0,0,0
1299,Troublesome,1983,13.38861429,0,0,1
1300,Troublesome,1984,12.94771324,0,0,0
1301,Troublesome,1985,13.2941355,0,0,2
1302,Troublesome,1986,13.1051779,0,0,0
1303,Troublesome,1987,14.20743053,0,0,1
1304,Troublesome,1988,14.30190933,0,0,3
1305,Troublesome,1989,14.11295173,0,0,2
1306,Troublesome,1990,15.37266902,0,0,3
1307,Troublesome,1991,14.52235985,0,0,0
1308,Troublesome,1992,13.73503655,0,0,1
1309,Troublesome,1993,14.77430331,0,0,5
1310,Troublesome,1994,14.23892346,0,0,3
1311,Troublesome,1995,13.45160016,0,0,2
1312,Troublesome,1996,14.45937399,0,0,2
1313,Troublesome,1997,16.19148526,2,0,3
1314,Troublesome,1998,13.89250121,0,0,0
1315,Troublesome,1999,15.27819023,0,0,3
1316,Troublesome,2000,13.73503655,0,0,0
1317,Troublesome,2001,14.30190933,0,0,1
1318,Troublesome,2002,15.78207714,1,0,4
1319,Troublesome,2003,16.63238631,1,0,5
1320,Troublesome,2004,15.78207714,1,0,8
1321,Troublesome,2005,14.71131745,0,0,6
1322,Troublesome,2006,13.07368497,0,0,2
1323,Troublesome,2007,13.73503655,0,0,3
1324,Troublesome,2008,12.38084046,0,0,0
1325,Troublesome,2009,15.68759834,1,0,3
1326,Troublesome,2010,13.35712136,0,0,1
1327,Troublesome,2011,12.91622031,0,0,0
1328,Troublesome,2012,13.95548707,0,0,0
1329,Troublesome,2013,15.84506301,1,0,4
1330,Troublesome,2014,14.45937399,0,0,1
1331,Troublesome,2015,14.39638812,0,0,3
1332,Troublesome,2016,15.18371143,0,0,4
1333,Wasilla,1980,11.04727247,0,0,0
1334,Wasilla,1981,10.94267874,0,0,0
1335,Wasilla,1982,10.05363203,0,0,0
1336,Wasilla,1983,11.49179583,0,0,0
1337,Wasilla,1984,12.06706135,0,0,0
1338,Wasilla,1985,11.20416307,0,0,0
1339,Wasilla,1986,11.36105367,0,0,0
1340,Wasilla,1987,11.91017075,0,0,0
1341,Wasilla,1988,11.43949896,0,0,0
1342,Wasilla,1989,11.80557702,0,0,0
1343,Wasilla,1990,11.5440927,0,0,0
1344,Wasilla,1991,11.51794426,0,0,0
1345,Wasilla,1992,11.28260837,0,0,0
1346,Wasilla,1993,12.64232687,0,0,0
1347,Wasilla,1994,11.88402232,0,0,0
1348,Wasilla,1995,11.49179583,0,0,0
1349,Wasilla,1996,12.04091292,0,0,0
1350,Wasilla,1997,12.40699097,0,0,0
1351,Wasilla,1998,11.33490523,0,0,0
1352,Wasilla,1999,12.19780351,0,0,0
1353,Wasilla,2000,11.20416307,0,0,0
1354,Wasilla,2001,11.62253799,0,0,0
1355,Wasilla,2002,12.09320978,0,0,0
1356,Wasilla,2003,13.21759239,0,0,1
1357,Wasilla,2004,13.03455336,0,0,1
1358,Wasilla,2005,12.59003,0,0,0
1359,Wasilla,2006,11.41335053,0,0,0
1360,Wasilla,2007,11.28260837,0,0,0
1361,Wasilla,2008,10.41971009,0,0,0
1362,Wasilla,2009,11.64868643,0,0,0
1363,Wasilla,2010,10.89038188,0,0,0
1364,Wasilla,2011,10.94267874,0,0,0
1365,Wasilla,2012,11.36105367,0,0,0
1366,Wasilla,2013,13.21759239,0,0,2
1367,Wasilla,2014,12.22395195,0,0,0
1368,Wasilla,2015,13.06070179,0,0,1
1369,Wasilla,2016,13.45292828,0,0,1
1370,Willow,1980,13.14539501,0,0,1
1371,Willow,1981,11.84917862,0,0,0
1372,Willow,1982,11.60613805,0,0,0
1373,Willow,1983,12.82134091,0,0,0
1374,Willow,1984,12.4432778,0,0,0
1375,Willow,1985,12.74032739,0,0,0
1376,Willow,1986,12.57830034,0,0,0
1377,Willow,1987,13.52345812,0,0,1
1378,Willow,1988,13.60447164,0,0,2
1379,Willow,1989,13.4424446,0,0,1
1380,Willow,1990,14.52262491,0,0,2
1381,Willow,1991,13.7935032,0,0,0
1382,Willow,1992,13.1183905,0,0,1
1383,Willow,1993,14.00953926,0,0,4
1384,Willow,1994,13.55046263,0,0,2
1385,Willow,1995,12.87534993,0,0,0
1386,Willow,1996,13.73949418,0,0,2
1387,Willow,1997,15.22474212,0,0,3
1388,Willow,1998,13.25341304,0,0,0
1389,Willow,1999,14.44161139,0,0,1
1390,Willow,2000,13.1183905,0,0,0
1391,Willow,2001,13.60447164,0,0,1
1392,Willow,2002,14.87368352,0,0,3
1393,Willow,2003,15.60280523,1,0,4
1394,Willow,2004,14.87368352,0,0,5
1395,Willow,2005,13.95553025,0,0,4
1396,Willow,2006,12.55129583,0,0,0
1397,Willow,2007,13.1183905,0,0,2
1398,Willow,2008,11.95719666,0,0,0
1399,Willow,2009,14.79266999,0,0,2
1400,Willow,2010,12.7943364,0,0,0
1401,Willow,2011,12.41627329,0,0,0
1402,Willow,2012,13.30742206,0,0,0
1403,Willow,2013,14.92769253,0,0,4
1404,Willow,2014,13.73949418,0,0,1
1405,Willow,2015,13.68548517,0,0,1
1406,Willow,2016,14.36059787,0,0,2
